Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
guit30	puzzo	di muschio					io				ma ora lo sono piÃ ¹ di te .	Ah ! vacillo , mi sento morire ! Â » Un animale schifoso mi Ã ¨ passato sul viso ; un rettile , un rettile ! io sento il puzzo di muschio ! .	.
guit30	profumi		soavi	l ' aria		nei climi meridionali					Comincio la mia lettera con dirti prima di tutto avere in questa notte avuto un sogno molto lieto .	Non increspare le ciglia sentendo come io mi rallegri di un sogno , caro fratello : spesse volte le notturne visioni sono state annunzio di future disgrazie ; or perchÃ ¨ mai ci sarÃ   vietato credere che alcune possano presagirci felicitÃ   avvenire ? Mi sono sognata di essere in un bosco ove alcuni amici avevano a noi apprestata una lauta refezione ; e , nota bene , era un bosco di palmizi della specie di quelli che insieme cogli arboscelli di aranci e di limoni danno un fresco refrigerante ed imbalsamano l ' aria di soavi profumi nei climi meridionali .	GiÃ   la mensa frugale , cui avevamo preso parte seduti sull ' erba fiorita vicini ad una fontana di acqua zampillante e limpidissima , era al suo termine ; quando sentimmo da vicino il preludio di un ' arpa e quindi una dolce canzone patetica che ci ha scosso le fibre .
guit30	profumava			le vesti							Ma il giovanetto e la donna dovevano appena aver tempo di gustare della dolce soddisfazione di cosÃ ¬ segnalato prodigio .	Un uomo di etÃ   matura , sprezzando la morte e calpestando i cadaveri degli appestati , si era precipitato nella stanza senza neppure annunziarsi ; costui non credeva nel chÃ ³ lera , cioÃ ¨ riteneva assai potenti gli antidoti di che si profumava le vesti , per andar sicuro fra i moribondi ed i morti .	Costui era il proprietario di quella casa .
guit30	puzza		insopportabile							possono accrescere senza dubbio il pericolo del contagio|una specie di sorriso in disprezzo del	- - Signor Basilio degnissimo , continuÃ ² il medico , non mi sorprende trovarlo in luogo ove la sua solida pietÃ   e religione trova pascolo a confortare gl ' infelici ; ed il cielo e gli uomini le saranno larghi di ricompense : ma mi permetta il dirle che ella si azzarda di troppo ; la sua caritÃ   le fa trascurare il pericolo maggiore .	Ma non sa ella che questa malattia Ã ¨ terribilmente contagiosa ed in specie nel lezzo di simili abitazioni ? non sente ella che questo tanfo , che questa puzza insopportabile possono accrescere senza dubbio il pericolo del contagio ? - - Il signor Basilio fece come una specie di sorriso in disprezzo del male .	- - Eh ! comprendo , soggiunse il dottore , la sola pietÃ   sfida i pericoli .
guit30	miasmi		funesti								Erano le ore cinque di sera quando il cancello fu schiuso aggirandosi sopra i cardini , e il funebre convoglio accompagnava una lettiga su di un carro a due ruote tutto coperto di drappo nero e di stoffa incerata ; il legno veniva tirato da un solo cavallo .	Il vettore era esso pure vestito di tela nera ; perfino i guanti erano dello stesso drappo ; sul sellino del cavallo attaccato alla funebre vettura stava un campanello e sventolava una bandiera bianca e nera ; il suono del campanello era procurato all ' effetto che i sani i quali per la via lo sentivano si allontanassero il piÃ ¹ presto possibile , onde evitare che i miasmi funesti i quali partivansi dalle vetture ripiene d ' infetti propagassero il morbo .	Per maggior precauzione a tutela della sanitÃ   , due o tre soldati scortavano la vettura stessa , allontanando da quella chi o non avesse inteso il suono della squilla o avesse creduto sprezzare il pericolo .
guit30	odorose|odorose|puzza	di catrame|di	odorose|odorose	pomate|ai capelli							Vero Ã ¨ perÃ ² che i nostri personaggi non avevano sempre goduta la prosperitÃ   : infatti piÃ ¹ volte erano stati qualche mese in prigione per sospetto di furti , avevano avuto delle bastonate per altre turpitudini ; ma ciÃ ² non impediva che marciassero adesso in vesti assai ricche , con catena d ' oro agli orologi , avessero carrozza e servitori , ed anzi servitori in livrea , e giÃ   giÃ   aspirassero alla nobiltÃ   .	CiÃ ² non faccia meraviglia : sulle mani callose e nere continuamente tenendo dei soprafini guanti di seta e di pelle canarina , non si vedevano i calli di esse ; il parrucchiere acconciando ai signori capitano di marina e negoziante le fedine ed i baffi , dando pomate odorose ai capelli e pettinando elegantemente la signora Concetta e le sue figlie ( nulla importa se nate prima del matrimonio ) , ne era avvenuto che sparisse da quei personaggi ogni puzza di catrame e di unto .	E poi chi in quella florida e commerciante cittÃ   bada all ' origine degli abitanti suoi ? se marcia in carrozza il rivenditore di stoccofissi e di carbone ? se i bettolieri hanno palazzi , ville e fattorie ove piÃ ¹ loro piaccia ? Se antichi ed onesti commercianti hanno battuta la capata , peggio per loro , il mondo bada al presente .
guit30	puzzava|esalando|profumi	madama Concetta	preziosi							stava ricevendo gli omaggi del	.	? - - Sicuramente ; e vi par poco merito l ' aver saputo incantare un pezzo di donna di quella fatta ? Per bacco ! altro che scriver note ed assordare le orecchie dei galantuomini coi crescendo delle sinfonie a piena orchestra ! - - Il giovane francese , dopo qualche tempo e dopo avere passeggiato alcun poco col signor De - Raudy ( cognome novello del giÃ   oste dei Tre Mori ) , si fermÃ ² nella maggior sala tutta contornata di specchi che riflettevano le cento eleganti persone di ambo i sessi ivi adunate , e non fu avaro _ en passant _ di francesi sdolcinature a madama Concetta , la quale piÃ ¹ non puzzava di brodo di dentice , ma , esalando mille preziosi profumi , stava ricevendo gli omaggi del forestiere e rispondendo nel di lui idioma , giacchÃ ¨ in vent ' anni era riuscito passabilmente ad un povero maestro di lingua di cacciarle nella testa quell ' idioma del _ bon ton _ , in quella guisa con cui un ammaestratore di pappagalli sa far dotto un perrocchetto di America .	La signora Concetta , che nelle ricchezze e nella vita dell ' alta societÃ   aveva sotto le vesti terribili stecche delle moderne fascette , mercÃ ¨ quel cilizio , invece di una donna di quarantacinque anni aveva l ' aria d ' una di trenta tutto al piÃ ¹ ; ma mentre in fatto di sapienza non aveva , per dire il vero , fatto grande profitto , aveva perÃ ² superato molte e molte dame galantissime in quelle loro indispensabili smorfie ; e credo che ben poche contesse , baronesse , marchesine avrebbero potuto starle a confronto in quelle scipite leziosaggini e svenevolezze nell ' aria di spensierataggine e di astrazione , ne ' gesti cosÃ ¬ sguaiati da muover la bile al buon senso , se pure il buon senso frequenta i luoghi ove si compiacciono trovarsi tali persone .
guit30	profumo						Caino				_ _ Caino ! ! Abele ! ! sono le due classi , il ricco ed il povero : l ' uno armato di clava , l ' altro soccombente .	Caino invidioso del profumo che dall ' olocausto d ' Abele salÃ ¬ al trono dall ' Eterno .	E quel profumo Ã ¨ la pace del cuore che umana perfidia non puÃ ² togliere a chi ama Iddio , geme , soffre , non si lamenta e spera .
guit30	puzzo	di cittÃ			di capitale parigina	  capitale|nella modesta Livorno					Gli uomini di tal classe , che hanno troppo orgoglio , troppi fittizi bisogni per essere tolleranti del nome di plebe e troppa incapacitÃ   per giungere a far parte di quell ' alta societÃ   che mirano sopra la loro testa , sono quelli che nell ' anarchia han fatto maggiore strepito degli altri , son coloro che gli evocatori di subbugli vanno trattando e tentando piÃ ¹ degli altri .	Questa classe , in forza del commercio , aveva giÃ   veduto operarsi miracoli ; ed infatti il denaro da alcuni di queste classi acquistato in alcuni anni ( Dio sa come ! ma a noi scrittore di romanzi non importa sindacare i loro libri di banca ) avevali collocati al livello di quel seggio lÃ   dove si assideva la classe elevata , e perciÃ ² si sono trovati senza merito , se non con quello dell ' oro , a faccia a faccia con questa classe invidiata e privilegiata : e quindi ecco nascer la manÃ ¬ a di fondersi in quella , di prenderne tutte le abitudini , tutti i vizi , senza poi curare di emularne le virtÃ ¹ ; ed ecco come un lusso smodato , un puzzo di cittÃ   capitale , e di capitale parigina , entrava nella modesta Livorno , ed ecco moltiplicato il numero delle scimie che d ' uomo non sanno far altro che imitare , nascondendo ciÃ ² che del primo loro essere sociale avrebbe potuto rivelare l ' origine bassa e vigliacca .	Un infinito numero di uomini per tal modo non di altro curanti che dell ' esteriore e della fortuna , non pur pensando ad emulare qualche cittadina virtÃ ¹ , ha fatto consistere la propria prosperitÃ   nel piÃ ¹ basso egoismo , e trovavasi in una posizione non conforme alla nascita , alla educazione , al modo di sentire ; si Ã ¨ lanciato nella corrente dell ' ambizione , sperando sempre di giungere a quella perfezione a cui non potrÃ   giungere giammai ; e di fronte al mondo si Ã ¨ reso ridicolo e dispregiabile a malgrado le ricche vesti , la sfolgorante albagia , gli scrigni di oro ; la servitÃ ¹ gallonata , ahi ! fa agli occhi degli illuminati la figura del corvo vestito colle penne di pavone .
guit30	odore	della preda					avoltoi				- - RisponderÃ ² ad entrambi qual vuolsi a me ed a voi : dappoichÃ ¨ veggo al vostro fare che non volete preamboli , se voi veniste per avere dei soccorsi , la cassa del popolo Ã ¨ aperta per i confratelli ; ma se veniste coll ' animo di servirlo , io vi ringrazio , non ne ho bisogno .	- - Le strane parole resero muti per alcun tempo i due , sicchÃ ¨ Bruto proseguÃ ¬ con una specie d ' ira concitata : - - SÃ ¬ , io non posso che considerarvi per avventurieri o per avoltoi che vengon qui attirati dall ' odore della preda ; voi piÃ ¹ ( e da molto tempo ) non appartenete alla setta .	- - Giovanni non fu piÃ ¹ suscettibile di freno , ed afferrato un braccio a Bruto fu per ispezzarglielo a forza .
guit30	odore	della preda								vide che non ci era da buscar nulla	.	- - Eh baie ! Fece come gli avoltoi ; venne all ' odore della preda e disparve allorchÃ ¨ vide che non ci era da buscar nulla .	Caro amico , cotesta gente la temo come la gragnuola ; Ã ¨ pur funesta alla messe del risorgimento ! - - Ma dove sono costoro ? - - A me lo domandi ? Potrei risponderti che a te , oggi padrone della cittÃ   , spetterebbe render conto di chi vi si trova : veggo pur troppo che non si Ã ¨ fatto nulla se non si organizza un drappello di polizia ; signor sÃ ¬ , non inarcare le ciglia , sarÃ   polizia democratica ; vi ha da essere forza , altrimenti le nostre cose faranno fiasco .
guit30	puzzo	di zolfo									Ma visione non sembrava ciÃ ² che avveniva a coloro che circondavano l ' uomo di stato spingendolo alle porte .	- - Su su , carissimo signor Basilio , nostro Ulisse , dicevagli il capitano Grongo , che durante i momenti di ozio aveva letto l ' Iliade , che poi riponeva sotto il banco del pesce quando gli avventori venivano in pescheria a provvederne da lui , il quale era ritenuto il meno ladro dei pescivendoli , su su , caro Ulisse , vi farebbe paura un poco di puzzo di zolfo ? Eh ! non credo ; ormai la vostra fama Ã ¨ assicurata ; dopo la partenza del cittadino Bruto , del cittadino Catone e di tanti altri valenti uomini , voi siete il nostro sostegno : e non sentite il tamburo che musica dolce va strimpellando alle orecchie dei valorosi amanti della libertÃ   ? eh ! se voi morite , convien dire che una morte sÃ ¬ bella non la credevate per certo , ed io e l ' oste dei Tre Mori di certo ve l ' auguriamo di cuore .	- - Il signor Basilio , momentaneamente reso a sÃ ¨ stesso , nel fare qualche passo sorrise di uno di quei sorrisi che usava al tempo del collo torto , dachÃ ¨ dopo le riforme lo aveva egregiamente raddrizzato .
guit30	fragranza		celeste				io|mi				Â » Io obbedii , esso rivolse lo sguardo al cielo , e la sua bell ' anima raggiunse l ' eternitÃ   .	Un coro di angioli le scese incontro , io sentii la celeste fragranza , vidi la luce divina , mi prostrai e piansi .	- - Giovanni fece lunga pausa e stette a ciglia asciutte ; i circostanti dettero in dirotto pianto .
guit31	profumata|profumata	una letterina	profumata|profumata								Senza questa statistica non hai base .	Che dolce cosa vedersi un sarto o un barbiere capitare a casa un bel dÃ ¬ un bel biglietto di visita , o una letterina profumata , sÃ ¬ che l ' incenso gli monti al cervello , e se ci fosse un timbro poi , oh che cosa ! farÃ   gli occhioni , e dirÃ   : dee essere un pezzo grosso costui ! E piÃ ¹ le sballi grosse , e piÃ ¹ ne hai credito .	Essere il barbiere di una eccellenza ! ma il barbiere si mirerÃ   allo specchio , e si liscerÃ   i baffi , e dirÃ   : quanto son bello ! Sul collegio pioverÃ   oro da tutte le parti , false monete che parranno di zecca a quei grulli .
guit31	odore	di santitÃ  									Preti , uno , o due .	E pensai che non dovevo essere appo loro in odore di santitÃ   .	Come mi avranno dipinto qui ! Ma , mi sentiranno .
guit32	Odor|odor	di viole|di gaggie					tu	in marzo|in autunno			Ti vai stilizzando troppo , e ogni anno di piÃ ¹ , ogni anno piÃ ¹ esÃ ² tica , piÃ ¹ Milano ; ed io non ti riconosco piÃ ¹ .	Sei volata via , vÃ ¨ cchia Bologna ! VÃ ¨ cchia torre degli Asinelli , se hai giudÃ ¬ zio , va lÃ   , cadi giÃ ¹ : e anche voi , vÃ ¨ cchie torri , cosa ci state piÃ ¹ a fare costassÃ ¹ ritte ? Dolce San Michele in Bosco , e tu , colle dell ' Osservanza ! Odor di viole in marzo ; in autunno , odor di gaggie .	Voi , gente del pÃ ² polo che dicevate : Â « _ TorsoÃ   _ , servitor suus ! Â » ; e voi cittadina gente cortese che dicevate , al piÃ ¹ lieve urto : Â « _ Ehi , ch ' al scusa ! _ scusi bene ! Â » , dove siete voi ? Tagliatelle , che parÃ ¨ vano avere odore di carne dolce di donna , dove si mÃ   ngiano piÃ ¹ ? Siete andate via , dolcezza della vita ? .
guit32	odore	di carne dolce di donna									Sei volata via , vÃ ¨ cchia Bologna ! VÃ ¨ cchia torre degli Asinelli , se hai giudÃ ¬ zio , va lÃ   , cadi giÃ ¹ : e anche voi , vÃ ¨ cchie torri , cosa ci state piÃ ¹ a fare costassÃ ¹ ritte ? Dolce San Michele in Bosco , e tu , colle dell ' Osservanza ! Odor di viole in marzo ; in autunno , odor di gaggie .	Voi , gente del pÃ ² polo che dicevate : Â « _ TorsoÃ   _ , servitor suus ! Â » ; e voi cittadina gente cortese che dicevate , al piÃ ¹ lieve urto : Â « _ Ehi , ch ' al scusa ! _ scusi bene ! Â » , dove siete voi ? Tagliatelle , che parÃ ¨ vano avere odore di carne dolce di donna , dove si mÃ   ngiano piÃ ¹ ? Siete andate via , dolcezza della vita ? .	.
guit32	odore	un banano|del ragÃ	caldo								Un sospiro , un giudÃ ¬ zio d ' arte teatrale , intercalato con il vocale _ badinage _ bolognese : Â « _ Mo che nervous tutt ' incÃ ² ! _ OffrÃ ¬ temi una gita in automÃ ² bileÂ » .	RÃ ² mpono lo sbadÃ ¬ glio mutando tÃ   vola ; si accÃ ² stano all ' uno e all ' altro ; mÃ   ngiano con grÃ   zia pÃ ¬ ccole cosine : un banano , un fritto dolce , _ taiadlein _ con l ' odore caldo del ragÃ ¹ .	Una , pÃ   llida , immota , pare fissa nella punta della sua scarpetta .
guit32	nauseabondo|nauseabondo		nauseabondo|nauseabondo								Ma salendo le scale , un lezzo di stantio mi si avventava alle nari .	Â « In veritÃ   - - pensai - - questo nauseabondo fortore era , forse , preesistente .	Ma chi se ne accorgeva allora ? Era tutto paciulÃ ¬ .
guit32	odorava|odore	di paciulÃ|di paciulÃ	forte			A Milano		un bel giorno|per qualche tempo			- - Ah , si chiama Â « tifoÂ » quel servire un pÃ ² vero ragazzo ora cotto arrosto , ora in salsa rifredda ? Si chiama tifo ? [ In fondo , sÃ ¬ ! MimÃ ¬ aveva ragione , si chiama Â « tifoÂ » , che alla lettera vuol dire Â « instupidimentoÂ » .	Che colpa aveva MimÃ ¬ se un ragazzo di vent ' anni , tenuto alla catena in collÃ ¨ gio per sette anni , dove aveva mangiato tutte le romanticherie possÃ ¬ bili , un bel giorno va a bÃ   ttere il naso contro la sottanella di una sartina , la quale , indubbiamente , odorava forte di paciulÃ ¬ ? E chi le puÃ ² fare rimprÃ ² vero se per qualche tempo lei si Ã ¨ divertita nel vedere gli strani effetti che su di me produceva il suo inestinguÃ ¬ bile odore di paciulÃ ¬ ? A Milano , in fatti , per significare Â « innamorarsi sul sÃ ¨ rioÂ » , dÃ ¬ cono : Â « fare il tifoÂ » .	Quel mio compagno di Asiago , il tremendo teutÃ ² nico , che durante i sette anni di catena in collÃ ¨ gio pareva non pensasse ad altro che alla filologia comparata ed alla Santa Vehme , appena fu lÃ ¬ bero , andÃ ² anche lui a sbÃ   ttere , ma con tanta violenza , contro una sottanella profumata che gli venne come un furore : e allora giÃ ¹ liquori per rinfrescarsi ! E in pochi anni , fra sottanelle e liquori , la sua fibra di cimbro fu spezzata come un fuscello .
guit32	profumata|profumata	sottanella|sottanella	profumata|profumata	sottanella|sottanella							Che colpa aveva MimÃ ¬ se un ragazzo di vent ' anni , tenuto alla catena in collÃ ¨ gio per sette anni , dove aveva mangiato tutte le romanticherie possÃ ¬ bili , un bel giorno va a bÃ   ttere il naso contro la sottanella di una sartina , la quale , indubbiamente , odorava forte di paciulÃ ¬ ? E chi le puÃ ² fare rimprÃ ² vero se per qualche tempo lei si Ã ¨ divertita nel vedere gli strani effetti che su di me produceva il suo inestinguÃ ¬ bile odore di paciulÃ ¬ ? A Milano , in fatti , per significare Â « innamorarsi sul sÃ ¨ rioÂ » , dÃ ¬ cono : Â « fare il tifoÂ » .	Quel mio compagno di Asiago , il tremendo teutÃ ² nico , che durante i sette anni di catena in collÃ ¨ gio pareva non pensasse ad altro che alla filologia comparata ed alla Santa Vehme , appena fu lÃ ¬ bero , andÃ ² anche lui a sbÃ   ttere , ma con tanta violenza , contro una sottanella profumata che gli venne come un furore : e allora giÃ ¹ liquori per rinfrescarsi ! E in pochi anni , fra sottanelle e liquori , la sua fibra di cimbro fu spezzata come un fuscello .	Egli fece _ kara - kiri _ in altro modo .
guit32	profumo	di|di stantio|stantio			di|di stantio|stantio	da un salotto di trent ' anni fa					- - Bene , bene ! Per voi farÃ ² un ' eccezione : leggerÃ ² solo col sentimento .	Ã  rano strofette e rime di altri tempi ; e ne vaporava un profumo di stantio come da un salotto di trent ' anni fa .	MimÃ ¬ non sapeva fare le uova col burro alla maniera nostrana , e ignorava la _ omelette soufflÃ © e _ alla francese .
guit32	profumo		acuto				mi				Ella si era seduta presso di me .	Un acuto profumo mi investÃ ¬ .	Costei era veramente una figura notÃ ¨ vole : due occhi chiari , freddi , imperiosi in un volto olivigno , dalle linee forti : bel _ rictus _ meretrÃ ¬ cio .
guit32	profumate|profumate		profumate|profumate								Il nostro splendore attraversa l ' ora grÃ ¬ gia del mondo .	Ci siamo profumate per vÃ ¬ ncere le putrÃ ¨ dini .	Ridiamo per deviare le vostre tristezze .
guit32	profumo	di eliotrÃ								Per lustrare ed ammorbidire i capelli	.	- - Per lustrare ed ammorbidire i capelli - - rispose - - io faccio uso della brillantina Organ di Coty , al profumo di eliotrÃ ² pio .	Provi anche lei .
guit32	profumo	della sua testolina					io		Mentre egli si stava cosÃ ¬ chino		Permette ? Mise delicatamente il pÃ ² llice e l ' Ã ¬ ndice nel taschino del gilÃ ¨ , ne trasse sÃ ¹ bito un astÃ ¹ ccio , dall ' astÃ ¹ ccio due mollette ; mi venne vicino con la sua testolina lucidata all ' eliotrÃ ² pio , e come glielo permetteva l ' andar balzelloni nell ' automÃ ² bile , fissÃ ² e _ mise in valore _ anche la mia cravatta .	Mentre egli si stava cosÃ ¬ chino , io assaporavo il profumo della sua testolina all ' eliotrÃ ² pio .	- - Le cravatte svolazzanti - - disse - - Ã ¨ bene che lei le Ã ¨ viti .
guit32	profumo	dei presepi				le fontane di ScaricalÃ					Avrei voluto riprÃ ¨ ndere la automÃ ² bile ; e andar di lungo in Toscana , ma quel cassettone dell ' automÃ ² bile era oramai lassÃ ¹ , in vetta a un altro pÃ ² ggio .	SÃ ¬ , l ' Ã   ria a ScaricalÃ   sino era pura ; le fontane di ScaricalÃ   sino versavano lavacri di acque pure ; file di buoi e di asinelli baliosi trascinÃ   vano seco il profumo dei presepi .	Ma io ero giÃ   stanco .
guit32	odorava	di felsina									Calava il vÃ ¨ spero .	Il vino mi fece vedere Bologna , la rossa , Bologna d ' altri tempi quando non Ã ¨ rano sorti i deformi casamenti e il pÃ ² rtico del Pavaglione odorava di felsina , e di gaggie , in quella sua composta signorilitÃ   .	E si vedÃ ¨ vano i pochi edifici sopra i colli imminenti , spiccÃ   vano con puritÃ   ellÃ ¨ nica .
guit32	profumo	di						la sera imminente			Ma ci possiamo fidare ? * Come fuggÃ ¬ rono veloci quelle rÃ ² see ore del vÃ ¨ spero ! Il monte di San Giuliano , dietro la Torre pendente , pigliava certe ineffÃ   bili tonalitÃ   violÃ   cee .	Conforto di maggior frescura , e profumo di rÃ ¨ sine , recava dal Tirreno la sera imminente .	PassÃ   vano intanto donne del popolo coi loro bimbi davanti alla chiesa : li sollevÃ   vano a baciare quelle istoriate porte di bronzo , chiuse come il mistero ; e non so perchÃ ¨ , dicÃ ¨ vano ad ogni porta , con accorato accento : Â « Bello , bello ! Â » con quelle elle che squillÃ   vano come lÃ   mine tese fra la dolcezza lamentosa delle vocali ; ed i bimbi ripetÃ ¨ vano : Â « BelloÂ » .
guit32	odorosi|odorosi	mentastri	odorosi|odorosi				mi				Forse il pastore Ã ¨ necessÃ   rio per gli uÃ ² mini .	Una gran tenerezza mi trascinava dal treno fuggente verso quei ruminanti : coperti di vello duro , brucanti gli odorosi mentastri , beventi acque pure , digerenti con quattro stÃ ² machi : se non ci fÃ ² ssero i lupi e i macellai , perÃ ² .	Curiosa stÃ ² ria ! Si legge dell ' uomo questa cosa : che dopo aver trovato quella sua cÃ ¨ lebre definizione : _ cÃ ² gito , ergo sum _ , ha poi desiderato di Ã ¨ ssere come le pÃ ¨ core ! Strano Ã ¨ anche come i vecchi castelli , i vecchi borghi si confÃ ² ndano con il colore delle rocce .
guit32	odorino|odorino		odorino|odorino								Ecco , mi sono smarrito in questo dÃ ¨ dalo di calli .	V ' Ã ¨ un odorino .	.
guit32	puzzo|odor|puzzo	di Ã  |di|di vecchi									.	, ma non Ã ¨ puzzo : odor di Ã   lighe dai canali verdi , di lumachini , di vecchi fÃ ² ndaci : ma non Ã ¨ puzzo .	Ã  odore di VenÃ ¨ zia .
guit32	odore	di VenÃ									, ma non Ã ¨ puzzo : odor di Ã   lighe dai canali verdi , di lumachini , di vecchi fÃ ² ndaci : ma non Ã ¨ puzzo .	Ã  odore di VenÃ ¨ zia .	E nemmeno si puÃ ² dire , sporcÃ ¬ zia : quel bucatino di bimbo , a festoncini , sospeso lassÃ ¹ , Ã ¨ grazioso .
guit32	odori	di pesce fritto				la trattoria					Entrai anch ' io .	Era giÃ   mezzodÃ ¬ : la trattoria con tante tÃ   vole strette , con tutte le tovÃ   glie vinose , era stipata di avventori : odori di pesce fritto , di ragÃ ¹ , di gente in mÃ   niche di camÃ ¬ cia .	Ma i camerieri Ã ¨ rano in frac perchÃ ¨ quella cittÃ   Ã ¨ l ' Ostenda d ' ItÃ   lia .
guit32	profumo	nero di primavera				sopra gli altari					La casetta Ã ¨ lÃ ¬ presso .	Quante volte nel dolce mese di mÃ   ggio io giunsi in quella cittÃ   , e bussai alla porta della casa ! la mamma non c ' era in casa ; e donne del vicinato dicÃ ¨ vano che era andata alla chiesa : la ritrovavo in chiesa , lÃ ¬ presso , col capo chiuso nel suo nero scialle : mese di mÃ   ggio ; dolci preghiere ; profumo tÃ ¨ nero di primavera , viole mÃ   mmole , erba cedrina sopra gli altari .	Forse Ã ¨ lÃ ¬ che la ritroverÃ ² ancora ! La vÃ ¨ cchia chiesa elevava la fronte davanti a me .
guit32	fumi|odore	del vino|del pesce fritto								sentir negar Dio	Esso , in questi Ã ¹ ltimi tempi , ha imparato dalla bocca eloquente dei suoi apÃ ² stoli che Dio non c ' Ã ¨ , e ha disertato la chiesa , e non si sofferma nemmeno su la porta della chiesa , perchÃ ¨ questa buona gente puÃ ² crÃ ¨ dere o puÃ ² negare , ma non si puÃ ² soffermare sul limitare del dÃ ¹ bbio .	La cosa mi ha fatto dispiacere , non perchÃ ¨ la negazione di Dio non sia anch ' essa un ' opinione rispettÃ   bile ; ma perchÃ ¨ sentir negar Dio all ' osteria tra i fumi del vino e l ' odore del pesce fritto , fa venir la nÃ   usea .	Si puÃ ² riconÃ ² scere per altro che l ' apostolato della negazione di Dio non sta a sÃ ¨ , ma fa parte di tutto un piÃ ¹ vasto programma che sarebbe questo : Â « i pÃ ² veri hanno diritto di godere come i ricchiÂ » .
guit32	puzzo					all ' intorno	il poeta				_ Majora canamus _ o _ minora canamus _ ? Â » Una volta anzi avvenne questo fatto curioso che intorno a lui , come giÃ   intorno ad Orfeo , si radunÃ   rono tutte le bÃ ¨ stie , ma non Ã ¨ ran giÃ   le tigri e i leoni , ma Ã ¨ rano i conigli , le pÃ ¨ core e altri animali cosÃ ¬ detti Ã ¹ mili e mansueti .	Ad un tratto , la sampogna squillÃ ² , e una voce rimbombÃ ² : Â « ItÃ   lia ! Â » , e fu un fuggi fuggi , e il poeta si trovÃ ² solo con la sua contraddizione vicino , e un puzzo all ' intorno , che egli sinceramente non avrebbe mai sospettato .	Sono scherzi che fanno gli Dei .
guit32	odorosa|odorosa	mensa tepente	odorosa|odorosa								Quel caldanino , quella leccarda , quella cuna , che ora sono lÃ ¬ nella morte , un tempo fÃ ¹ rono nella vita .	Casa di Ruggero PÃ   scoli ; mensa familiare , Ã ¹ mile santa mensa fiorita di tanti bambini ; mensa tepente odorosa ; _ parva domus _ , nido sospeso ; primavera anche nell ' inverno ! E Cristo veniva a quella mensa .	Poi una schioppettata , e GesÃ ¹ Cristo non potÃ ¨ difÃ ¨ ndere .
guit33	puzzava|profumi		mille					un giorno	che lo facevano starnutare ad ogni passo .		Con lei , il bambino tornava bambino ; andava a letto presto , mangiava regolarmente tre volte al giorno , in ore fisse : studiava un poco , giuocava , non aveva per amici i domestici e i cocchieri , ma altri piccoli ragazzi , che gli parevano molto stupidi ; si lasciava cullare da tenerezze continue e si annoiava leggermente .	Aveva al suo seguito un cane di Terranova con pochissime pulci , mentre il barbone del papÃ   ne formicolava un giorno e l ' indomani , per improvviso ordine del conte , pareva tutto di seta , e puzzava di mille profumi che lo facevano starnutare ad ogni passo .	D ' improvviso ricompariva il papÃ   .
guit33	odorose|odorose	damine gentili	odorose|odorose			La casa di Fabiano					Di sera , una festa di lumi ovunque , in lunghe file sulle rive d ' un fiume , a tondo sulle piazze , in alto dentro le case , nei larghi spazii delle vetrine ; e lo scalpito e il tumulto non cessavano mai .	La casa di Fabiano fu subito frequentata da ufficiali che vestivano chiassosamente coi calzoni rossi , le giacche azzurre e gli alamari bianchi alle giacche ; e venivano anche damine gentili molto odorose .	Tutti parlavano una lingua diversa dall ' italiano ; chiacchieravano , ridevano , - - il salotto pareva un ' uccelliera coi piÃ ¹ garruli uccelli , - - prendevano il tÃ ¨ col babbo , che parlava quella lingua speditamente , ciÃ ² che a Brunello dava idea che anche suo padre fosse uno straniero .
guit33	profumi|olezzi		misteriosi				Egli				Le donne facevan musica , cinguettando , si prendevan Bruno come una piccola scimmia innocua e se lo mettevan sulle ginocchia ; o lo lasciavan dormire in un cantuccio del divano , o lo portavano in braccio , o se lo facevano arrampicare sul collo o si sdraiavano a terra con lui a giuocare coi soldatini .	Egli s ' era abituato cosÃ ¬ ai profumi , alle vesti seriche , alle mani dalle unghie dipinte , agli occhi ombreggiati , ai colli bianchi , ai capelli morbidi , che sprigionavano olezzi misteriosi , alle caviglie sottili , a tutte le malizie dell ' eleganza ; e precocemente aveva capito che le giovani eran balocchi degli uomini ; ogni ufficiale n ' aveva una ; com ' egli era un balocco tra quei balocchi di lusso .	Viveva da piccolo animale non anco pericoloso , tollerato e un poco beffeggiato , piuttosto sul tappeto e sul divano che dritto in piedi ; e la sua crudeltÃ   infantile si scapricciava con quelle ragazze , calpestandole , pungendole , scompigliandone i capelli , come la crudeltÃ   degli altri bambini si sazia torturando le mosche .
guit33	puzzava	di vernice									Egli tornava e non diceva nulla ; lo interrogavano e si sbrigava con poche parole ; aveva le sue conoscenze personali qua e lÃ   , di cui alterava i nomi a caso e ricordava nella sua disordinata conversazione qualche gesto o abbozzava qualche aneddoto .	Le ragazze lo consideravano come un amico discreto e placido , e ne sorridevano , quando non si dilettavano ad aizzarne la bizza sparlando a bella posta del conte , o protestando perchÃ ¨ il Re moro puzzava di vernice .	La vita nella cittÃ   dei lumi e del fracasso durÃ ² un tempo troppo breve per Fabiano e certo troppo lungo per Brunello .
