Branch,File Name,Image ID,Artist,Title,Iconography,Part,Earliest Date,Latest Date,Margin Years,Genre,Material,Medium,Height of Image Field,Width of Image Field,Type of Object,Height of Object,Width of Object,Diameter of Object,Position of Depiction on Object,Current Location,Repository Number,Original Location,Original Place,Original Position,Context,Place of Discovery,Place of Manufacture,Associated Scenes,Object Categories,Related Works of Art,Type of Similarity,Inscription,Text Source,Bibliography,Photo Archive,Image Credits,Details URL,Additional Information,Iconclass code,License,Iconclass code,Description,Keywords,Language
ArtHist,bec89c55-ba26-ccc7-4d7c-28085a34f098.jpg,, Jan Antonín Vocásek ," Still life with a bird, fruit and flowers, with cards and a tobacco pouch ",Still Life,,1740,1743,,painting,,,,,,,,,," Rychnov Château, Rychnov nad Kněžnou , inv./cat.nr RK 718/252",1001345688,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/bec89c55-ba26-ccc7-4d7c-28085a34f098.jpg,https://rkd.nl/explore/images/289567, ,,Public Domain,,,"still life,birds (guide term),on a wooden tray or table,playing card,tobacco ","Dutch,English"
ArtHist,2cd5186e-62f4-0a22-7d83-6ab2d2763881.jpg,,possibly Constantijn Verhout Bron: Fred G. Meijer (2017) , Still life with smoking and drinking utensils ,Still Life,,17,1650,,painting,,,,,,,,,," art dealer Johnny Van Haeften (London), London as unknown painter 2006 - c. 2006",1001253438,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/2cd5186e-62f4-0a22-7d83-6ab2d2763881.jpg,https://rkd.nl/explore/images/284170, ,,Public Domain,,,"still life,on a wooden tray or table,porcelain (visual work),Wanli,plate (general,dish),fire pot,roemer,ewer (vessel),drinking glass,pipe,zwavelstokje (matchstick),olive,shrimp,paper (sheet),tobacco,pewter (metalwork),stoneware ","Dutch,English"
ArtHist,33e57ea5-f7a1-a70a-3017-936ec7e449bc.jpg,, Giuseppe Recco , Kitchen still life ,Still Life,,1654,1695,,painting,,,,,,,,,," Museo Nazionale di Capodimonte, Naples , inv./cat.nr CSE-S-000392-9201",1001634550,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/33e57ea5-f7a1-a70a-3017-936ec7e449bc.jpg,https://rkd.nl/explore/images/295758, ,,,,,"kitchen piece (still life),a marble top,interior view,kitchen,ram,kettle,pot,ewer (vessel),egg,cheese,bread,Delftware,plate (general,dish),common chaffinch,candle,bottle,knife,copperwork (visual work) ","Dutch,English"
ArtHist,09db5b7a-caef-618c-e939-63b91cefc231.jpg,, Giuseppe Recco , Still life with fish ,Still Life,,1654,1695,,painting,,,,,,,,,," Musée du Louvre, Paris , inv./cat.nr MNR275",1001634551,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/09db5b7a-caef-618c-e939-63b91cefc231.jpg,https://rkd.nl/explore/images/295759, ,,,,,"fish piece,a marble top,chest,fish (guide term),flounder ","Dutch,English"
ArtHist,96a4d020-fa97-3a5f-6255-1f7dbd606750.jpg,, Felice Boselli (I) ," Still life with poultry, and a cat, a pigeon and a guinea pig ",Still Life,,1690,1690,,painting,,,,,,,,,," Galleria Nazionale di Parma, Parma , inv./cat.nr 704 1833 - purchased from the brothers Giovanni and Odoardo Rossi",1001635391,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/96a4d020-fa97-3a5f-6255-1f7dbd606750.jpg,https://rkd.nl/explore/images/296026, ,,,,,"game piece (still life),hanging fowl (game),dove / pigeon,cat (domestic),guinea pig,basket,lemon (fruit),cheese,background view ","Dutch,English"
ArtHist,16066c59-58d7-525a-40bf-8ca9ab9fa845.jpg,, Jean-Etienne Liotard , Still Life: Tea Set ,Still Life,,1781,1783,,painting,,,,,,,,,," private collection Fritz Gutmann, Heemstede (Noord-Holland) handed over for safekeeping to Paul Graupe & Cie., by 1939 - 1943 1943: year of decease of the owner art dealer Paul Graupe, Paris/Berlin/New York City Paris; possibly passed to Art Gallery André Weill, possibly for safekeeping, 1939; passed to Cornelius Postma (Paris, France), consigned to Manteau (Cloots) Gallery 1939 - c. 1939 art dealer Manteau, Paris sold through Hans W. Lange (Berlin, Germany) to the Führermuseum. - 1944 Führermuseum, Linz (Austria) 1944 - 1945 Stichting Nederlands Kunstbezit, Netherlands 1945 - restituted to Bernard Goodman and Lili Vera Collas Gutmann private collection Lili Gutmann, Heemstede/Florence J. Paul Getty Museum, Los Angeles (California)/Malibu (California) , inv./cat.nr 84.PA.57 with further provenance on website Getty Miuseum 1984 - purchased from Anne Dunand (Geneva, Switzerland) ",1001459863,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/16066c59-58d7-525a-40bf-8ca9ab9fa845.jpg,https://rkd.nl/explore/images/292199, ,,,,,"still life,tea service,tray,teapot ","Dutch,English"
ArtHist,39ef4674-4d1c-7eb6-7fe6-654013cde687.jpg,, Jan Davidsz. de Heem ," Still life of flowers in a glass vase, oysters, a pipe and a taper on a stone table ",Still Life,,1660,1660,,painting,,,,,,,,,," private collection Baroness zu Guttenberg auction catalogue London (Christie's) 2018-07-05 before 1948Inc. Schaeffer Galleries, New York City/Berlin 1948 - art dealer John Nicholson, New York City acquired from the Schaeffer Galleries - 1949 private collection Dr.& Mrs. Louis A. Witzeman, Akron (Ohio) acquired from the John Nicholson Gallery, New York 1949 - Private collection by inheritance - 2013 auctioned at Christie's, Lopndon 2013-07-02 ",1001459377,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/39ef4674-4d1c-7eb6-7fe6-654013cde687.jpg,https://rkd.nl/explore/images/292113, ,,,,,"flower piece,vase,tulip,rose,ear of wheat,oyster,orange (fruit),pipe,slow-match,slow-match,glassware ","Dutch,English"
ArtHist,0770a835-c108-a489-0549-51b06acc72e0.jpg,, Nicolaes Lachtropius , Still life of flowers in a vase on a marble plinth ,Still Life,,1668,1668,,painting,,,,,,,,,," art dealer Johnny Van Haeften (London), London 2018 - reported",1001459290,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0770a835-c108-a489-0549-51b06acc72e0.jpg,https://rkd.nl/explore/images/292012, ,,,,,"flower piece,iris,poppy,tulip,rose,gastropod,vase,drapery,marble ","Dutch,English"
ArtHist,0a7ea2d4-26d1-487d-d444-2bf353ae0903.jpg,, Jan Breughel (II) , Still Life of flowers in a bucket ,Still Life,,1616,1678,,painting,,,,,,,,,," Museum Boijmans Van Beuningen, Rotterdam , inv./cat.nr 3489 (OK) loan: Rijksdienst voor Cultureel Erfgoed ",1001635586,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0a7ea2d4-26d1-487d-d444-2bf353ae0903.jpg,https://rkd.nl/explore/images/296203, ,,,,,"flower piece,vase,vat (container),opium poppy,iris,columbine,anemone,lily,forget-me-not,rose,carnation,snowdrop,crown imperial fritillary,hyacinth,daisy,cheir's wallflower,buttercup (guide term),violet,viburnum opulus cv. roseum,scarlet turk's cap,tulip,cornflower,cyclamen,periwinkle,mulberry,butterfly,red admiral,beetle,insect ","Dutch,English"
ArtHist,052d04a5-491e-9efe-aa06-e2d73404050e.jpg,, Daniel Hien , Still life with white duck ,Still Life,,1754,1754,,painting,,,,,,,,,,,1001456728,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/052d04a5-491e-9efe-aa06-e2d73404050e.jpg,https://rkd.nl/explore/images/290964, ,,,,,"game piece (still life),hanging fowl (game),on a stone plinth,duck,common chaffinch,field mushroom,lemon (fruit) ","Dutch,English"
ArtHist,0f6e8287-62a6-fa21-8f12-b0c2cb1cea9d.jpg,, Jaques van de Kerckhoven , Still life with two pigeons ,Still Life,,1649,1712,,painting,,,,,,,,,,,1001204164,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0f6e8287-62a6-fa21-8f12-b0c2cb1cea9d.jpg,https://rkd.nl/explore/images/262912, ,,Public Domain,,,"still life,game piece (still life),dove / pigeon,bunch of grapes,squash,carnation,base (column),common chaffinch,thistle,basket ","Dutch,English"
ArtHist,0a16ecb3-41cc-d9cb-8c69-2420d99b9ea5.jpg,, John Stanney , A trompe l'oeil still-life with a skull and an hourglass ,Still Life,,1730,1730,,painting,,,,,,,,,,,1001216995,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0a16ecb3-41cc-d9cb-8c69-2420d99b9ea5.jpg,https://rkd.nl/explore/images/271838, ,,Public Domain,,,"trompe-l'oeil (still life),painting,stretcher,skull,hourglass,shell,candle,letter (correspondence),hunting horn,in a niche ","Dutch,English"
ArtHist,583aab3c-68af-5b85-3c7c-f950950753e3.jpg,, Joseph Plepp , Still life with cherries and cheese ,Still Life,,1632,1632,,painting,,,,,,,,,," Hermitage, Sint-Petersburg (Russia) , inv./cat.nr ГЭ-9759",1001218703,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/583aab3c-68af-5b85-3c7c-f950950753e3.jpg,https://rkd.nl/explore/images/272986, ,,Public Domain,,,"still life,cherry,cheese ","Dutch,English"
ArtHist,64552b9e-c0f4-c3c2-f83a-582ca1bcd07d.jpg,, Herbert Fiedler , Still life ,Still Life,,1952,1950,,painting,,,,,,,,,," Private collection , inv./cat.nr FS 0088 1962-02-27 - door vererving na de dood van de kunstenaar",0000365911,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/64552b9e-c0f4-c3c2-f83a-582ca1bcd07d.jpg,https://rkd.nl/explore/images/261621, ,,,,,"still life,table,bottle,drinking glass,mask,shell,cigar,match,book,newspaper,chair,cap,walking stick ","Dutch,English"
ArtHist,b89010a6-dc76-b0c2-c264-5bff65b68c4a.jpg,, Gillis Gillisz. de Bergh Bron: Fred G. Meijer (1994) , Fruit still life with vessels and smoking utensils ,Still Life,,1600,1640,,painting,,,,,,,,,, Private collection 2006 - c. 2006,1001242270,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/b89010a6-dc76-b0c2-c264-5bff65b68c4a.jpg,https://rkd.nl/explore/images/277567, ,,Public Domain,,,"still life,fruit piece,table carpet,strawberry,pear,cherry,plate (general,dish),bread,tazza,ewer (vessel),pipe,tobacco box,drinking glass,escutcheon (coat of arms),pewter (metalwork) ","Dutch,English"
ArtHist,0922d1a3-3202-1b7c-3972-18337a0f6ae7.jpg,, Frans Snijders Bron: Hella Robels , A still life with Wanli bowls with fruit and a glaze vase with roses on a table ,Still Life,,1640,1640,,painting,,,,,,,,,," art dealer S. Nijstad, Lochem/The Hague - 1960 reported",1001233613,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0922d1a3-3202-1b7c-3972-18337a0f6ae7.jpg,https://rkd.nl/explore/images/275777, ,,Public Domain,,,"still life,bunch of grapes,apricot branch,plum branch,pear,bowl,fig,blackberry,strawberry,vase,rose,Wanli,on a table,porcelain (visual work),glassware ","Dutch,English"
ArtHist,084aa170-fedf-a4d6-b250-29d01e79d482.jpg,, Sebastiano Lazzari , Still life with cat and parrot ,Still Life,,1750,1800,,painting,,,,,,,,,,,1001234935,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/084aa170-fedf-a4d6-b250-29d01e79d482.jpg,https://rkd.nl/explore/images/275975, ,,Public Domain,,,"still life,table,cat (domestic),parrots (guide term),playing card,bottle,strawberry,basket,sack (generic container),scissors,astronomy,print (depicted),wooden background ","Dutch,English"
ArtHist,062ddee2-2c4c-8368-82a7-a952d052c27a.jpg,, Suze de Lint ," Still life with bottle, vase and oranges ",Still Life,,1893,1953,,painting,,,,,,,,,,,0000213763,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/062ddee2-2c4c-8368-82a7-a952d052c27a.jpg,https://rkd.nl/explore/images/266390, ,,,,,"still life,vase,bottle,orange (fruit),banana,sunflower ","Dutch,English"
ArtHist,ba4667c1-9224-05a8-5527-e098ad7e625f.jpg,, Floris van Schooten Bron: Fred G. Meijer ," Still life with bread, fruits and cheeses on a table ",Still Life,,1595,1656,,painting,,,,,,,,,,,1001218403,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/ba4667c1-9224-05a8-5527-e098ad7e625f.jpg,https://rkd.nl/explore/images/272024, ,,Public Domain,,,"still life,table,table carpet,cheese,bread,butter,bunch of grapes,apple,knife,dish (vessel for food),plate (general,dish),glassware,silverware,porcelain (visual work) ","Dutch,English"
ArtHist,89910877-3397-86cf-be1b-54bb974280c8.jpg,, Anoniem (Antwerpen (stad)) ca. 1625-1674 Bron: Fred G. Meijer (2013) ," Still life with meat pies, fruits, a roast fowl, tableware all on a wood table ",Still Life,,1625,1674,,painting,,,,,,,,,,,1001214844,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/89910877-3397-86cf-be1b-54bb974280c8.jpg,https://rkd.nl/explore/images/270705, ,,Public Domain,,,"still life,roemer,jug (vessel),dish (vessel for food),olive,capers,strawberry,blackberry,bunch of grapes,bread,cheese,confectionery,currant,cherry,orange (fruit),lemon (fruit),pie,prepared fowl (game),tazza,flute glass,on a table,porcelain (visual work) ","Dutch,English"
ArtHist,059d91e5-d06d-2c3d-0eef-6b7750f110cf.jpg,, Jan Baptist Bosschaert (II) , Still life of flowers in a sculpted stone urn ,Still Life,,1713,1713,,painting,,,,,,,,,," art dealer McEwan Gallery, Ballater Private collection 2013-01-31 - 2015-11-14 ",1001237182,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/059d91e5-d06d-2c3d-0eef-6b7750f110cf.jpg,https://rkd.nl/explore/images/271121, ,,Public Domain,,,"flower piece,hyacinth,dwarf morning glory,carnation,tulip,bear's ear,Persian yellow rose,flame anemone,Procence rose,daisy,garden urn,on a stone plinth ","Dutch,English"
ArtHist,d64f91f2-1531-a9a7-5d36-dd69691ad422.jpg,, Hendrik van Streek , Still life with jug and sole ,Still Life,,1674,1719,,painting,,,,,,,,,," Staatliches Museum Schwerin, Schwerin , inv./cat.nr G 452 acquired between 1725 and 1792",1001215602,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/d64f91f2-1531-a9a7-5d36-dd69691ad422.jpg,https://rkd.nl/explore/images/271140, ,,,,,"still life,table,beer,glassware,fish (prepared),flagon,pipe ","Dutch,English"
ArtHist,b05e2c7f-4d00-6d9e-ed1a-60ee48d99cdf.jpg,,circle of Gerard van Honthorst ," Boy holding a pewter tankard, by a still life of a duck, cheeses, bread and a herring ",Still Life,,1625,1674,,painting,,,,,,,,,,,1001338196,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/b05e2c7f-4d00-6d9e-ed1a-60ee48d99cdf.jpg,https://rkd.nl/explore/images/287165, ,,Public Domain,,,"genre,kitchen piece (still life),duck,cheese,bread,herring,table,ewer (vessel),onion,tankard,pewter (metalwork) ","Dutch,English"
ArtHist,34c44fd5-c03e-dd81-10ce-8cb208a61e63.jpg,, Johann Zacharias Kneller , Still life of a tea table ,Still Life,,1690,1685,,painting,,,,,,,,,," art dealer Mathias Göhringer, Freiburg im Breisgau (Baden-Württemberg) - 1938-06 private collection Ludwig Roselius, Bremen (Germany) 1938-06 - 1988 Museum im Roselius-Haus, Bremen , inv./cat.nr B 147 acquired in 1988 through the 'Freien Hanzestadt Bremen' 1988 - ",1001251519,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/34c44fd5-c03e-dd81-10ce-8cb208a61e63.jpg,https://rkd.nl/explore/images/283329, ,,,,,"still life,on a table,tea service,teapot,cup (drinking vessel),spoon,dish warmer,kettle,sugar,goblet,tea ","Dutch,English"
ArtHist,02f2c649-f3f7-fd15-c10a-b69ef82f2b03.jpg,, Balthasar van der Ast ,,Still Life,,1630,1625,,painting,,,,,,,,,," private collection erven Margaret Dym-Biedermann, Europa - 2002-07-11 geveild art dealer Warmington Fine Arts (Robert Reinhart), Newport Beach (California) 2002-07 - 2003-12 gesignaleerdKunsthandel P. de Boer, Amsterdam getoond op PAN, Amsterdam 2005 2005 - gesignaleerd ",0000182820,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/02f2c649-f3f7-fd15-c10a-b69ef82f2b03.jpg,https://rkd.nl/explore/images/17879, ,,,,,"shell still life,flower piece,table carpet,white rose,carnation (Dianthus caryophyllus),hoary stock,shell,vase,insect,gossamer-winged butterflies (guide term),fly,dragonfly,lizard,Procence rose,iris,pot marigold ","Dutch,English"
ArtHist,07b1bcb9-2231-40ef-f170-cb103b4955c2.jpg,, Nicolaes van Verendael , Flowerfestoon ,Still Life,,1660,1660,,painting,,,,,,,,,,,0000114748,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/07b1bcb9-2231-40ef-f170-cb103b4955c2.jpg,https://rkd.nl/explore/images/103012, ,,,,,"festoon (motif),floral still life cartouche,Jonquil,poet's jasmine,linaria,common autumn-crocus,sunflower,Persian yellow rose,marshmallow,carnation (Dianthus caryophyllus),easter rose,viburnum opulus cv. roseum,Procence rose,wild jasmine,flower piece,tulip ","Dutch,English"
ArtHist,0bcb50c1-ba34-eb6e-333e-b207022a1b40.jpg,, Nicolaes van Verendael , Flowergarland with a butterfly and a bumblebee in front of a cartouche ,Still Life,,1660,1670,,painting,,,,,,,,,," private collection Marcus B. Huish (Esq.), United Kingdom 1886 - gesignaleerd najaar 1886 art dealer Gierhards, Düsseldorf Getoond op TEFAF, Maastricht, maart 1997 en 1998 en op Biennale, Parijs, sept. 1998 1996-04 - 1998 in of na 1998 verkocht ",0000256629,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0bcb50c1-ba34-eb6e-333e-b207022a1b40.jpg,https://rkd.nl/explore/images/11062, ,,,,,"floral still life cartouche,carved,common ivy,mock-orange,tulip,peach-leaved bellflower,Austrian copper rose,carnation (Dianthus caryophyllus),cineria,angel's tears,summer snowflake,Procence rose,white rose (full),liverleaf (full),memorial day peony,Persian yellow rose,poppy anemone,marshmallow,dwarf morning glory,almond (blossom),carnation (Dianthus caryophyllus),red admiral,bumblebee ","Dutch,English"
ArtHist,0ec02080-92a4-a21f-2936-64132069ca54.jpg,, Osias Beert (I) ,,Still Life,,1607,1612,,painting,,,,,,,,,,"Private collection Parijs 1938 - 1939 gesignaleerd 1938; tentoongesteld 1939Galerie Pardo, Paris 1954 - Fellowship of Friends, Renaissance (California) 1985 - gesignaleerd, zie literatuurPrivate collection 1989 - tentoongesteld ",1001283023,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0ec02080-92a4-a21f-2936-64132069ca54.jpg,https://rkd.nl/explore/images/13781, ,,Public Domain,,,"still life,on a wooden tray or table,plate (general,dish),walnut (nut),filbert,porcelain (visual work),apple,apricot (fruit),peach,wine glass,raisin,fig,almond,confectionery,caraf,knife,box (container),fig,large cabbage white butterfly,fly,pewter (metalwork) ","Dutch,English"
ArtHist,02b2dd37-58a0-2043-1a04-111e69ec0592.jpg,, Nicolaes van Verendael , Flowers in a glass vase ,Still Life,,1671,1668,,painting,,,,,,,,,," art dealer Leonard Koetser, London/New York , inv./cat.nr 3 (cat. Spring 1970) met afb. in kleur; geadverteerd in The Burlington Magazine mei 1970, p. ci 1970-05 - gesignaleerd mei 1970Private collection 1983-11-30 - verworven 30 november 1983 (=veilingdatum) ",0000256662,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/02b2dd37-58a0-2043-1a04-111e69ec0592.jpg,https://rkd.nl/explore/images/27125, ,,,,,"flower piece,on a stone plinth,vase,cabbage rose,poppy anemone,dwarf morning glory,viburnum opulus cv. roseum,honeysuckle,crane's-bill,hoary stock,Mexican marigold,columbine meadowrue,tulip,cornflower,pot marigold,carnation,hoary stock,tagetes,nasturtiums,Trichius fasciatus,beetle,garden bumblebee,common European cockchafer,drop (liquid),glassware ","Dutch,English"
ArtHist,034599d3-b4c8-f350-9bd4-87920e78731d.jpg,, Ambrosius Bosschaert (II) ,,Still Life,,1635,1635,,painting,,,,,,,,,," private collection Alberti Caron, Tiel - 1881-02-22 geveild, waarschijnlijk dit schilderijVereeniging Quellinus, Amsterdam Kunsthandel P. de Boer, Amsterdam - 1940 volgens Ter Kuile 1985 private collection Hendrikus Egbertus ten Cate, Almelo/De Lutte 1940 - volgens Ter Kuile 1985 art dealer J. Dik jr., Amsterdam/Switzerland 1943 - gesignaleerd, volgens Ter Kuile 1985 art dealer Dr. H. Herbst, Vienna - 1947 volgens cat. tent. Amsterdam 1984 depot Central Collecting Point, Munich , inv./cat.nr 33842 1947 - Dienst voor 's Rijks Verspreide Kunstvoorwerpen, The Hague , inv./cat.nr 1263 of 950 1947 - 1948 Dienst Verspreide Rijkscollecties, The Hague , inv./cat.nr NK 1828 1948 - 1975 Rijksdienst Beeldende Kunst, The Hague , inv./cat.nr NK 1828 1975 - 1985 Instituut Collectie Nederland, Amsterdam , inv./cat.nr NK 1828 1985 - 1997 Centraal Museum, Utrecht (city) , inv./cat.nr NK 1828 in bruikleen van Instituut Collectie Nederland, Amsterdam, NK 1828 1997 - ",0000190931,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/034599d3-b4c8-f350-9bd4-87920e78731d.jpg,https://rkd.nl/explore/images/6624, ,,,,,"still life,on a stone plinth,peach,bunch of grapes,apricot (fruit),apple,cherry,plum,squash,Procence rose,tulip,common quince,parrots (guide term),peacock butterfly,caterpillar ","Dutch,English"
ArtHist,13d2aff4-8079-e548-4ee4-52c8cc6ae17b.jpg,, Hieronymus Galle (I) Bron: Fred G. Meijer (2003) , Allegory of taste in a sculpted cartouche decorated with flowergarlands ,Still Life,,1658,1656,,painting,,,,,,,,,," private collection Alexis Joffroy as by D. Seghers - 1898 Musée des Beaux-Arts de Dunkerque, Duinkerken bequest of Alexis Joffroy, 1898 as by D. Seghers 1898 - ",0000252647,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/13d2aff4-8079-e548-4ee4-52c8cc6ae17b.jpg,https://rkd.nl/explore/images/197093, ,"31AA34(+72),92D1916",,"31AA34(+72),92D1916",,"floral still life cartouche,taste (sense),nude,cherub,tazza,carved,thistle,blackberry,Procence rose,Damask rose (Rosa × damascena),starflower,white rose,common holly,carnation,seaside coyote-thistle ","Dutch,English"
ArtHist,041e4a37-9734-8357-e7ac-69b77df9c777.jpg,, Daniël Seghers de cartouche en de bloemen , Sculpted cartouche adorned with flowers with a representation of the Virgin and Child with Saint John ,Still Life,,1640,1640,,painting,,,,,,,,,, Private collection België; volgens cat. vlg. Amsterdam (Sotheby's) - 2008-05-07 geveild op bovenstaande datum,0000180625,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/041e4a37-9734-8357-e7ac-69b77df9c777.jpg,https://rkd.nl/explore/images/196781, ,73B831,,73B831,,"floral still life cartouche,Virgin and Child,carved,bitter orange blossom,Procence rose,Persian yellow rose,white rose (double),common ivy,French rose (full),Damask rose (Rosa × damascena),white rose (full),cabbage butterfly,wooly bears (guide term) ","Dutch,English"
ArtHist,0d65b6e7-35e9-8f41-a7d1-c8202c356c1e.jpg,, Daniël Seghers ," Sculpted cartouche adorned with flowers, two festoons and a garland ",Still Life,,1640,1640,,painting,,,,,,,,,," art dealer Kurt J. Müllenmeister, Solingen geadverteerd in Weltkunst 46 (1976), nr. 3, afb. en nr. 18, afb.; getoond op 21. Deutsche Kunst-und Antiquitätenmesse München 22 oktober- 1 november 1976; afgeb. in cat. 1979 1973 - 1979 gesignaleerd 1973, 1976 en 1979 art dealer Frye & Sohn, Münster getoond op 29. Deutsche Kunst-und Antiquitätenmesse München 1984 en 17. Kunstmesse Düsseldorf 1986 1984 - 1997 gesignaleerd 1984-1986 en 1997 ",0000252738,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/0d65b6e7-35e9-8f41-a7d1-c8202c356c1e.jpg,https://rkd.nl/explore/images/196811, ,,,,,"floral still life cartouche,carved,common ivy,helleborus viridis,white rose,French rose (Rosa gallica (simplex) cv. Officinalis),tulip,common morning glory,dwarf nasturtium,poppy anemone,poet's narcissus,rose,French rose,wild pansy,fritillaries,nonesuch daffodil,Procence rose,Tuscany rose,Persian yellow rose,hyacinth,bunch-flowered daffodil,cheir's wallflower,paperwhite,poppy anemone,red admiral,garden tiger moth,small tortoiseshell,European honey bee ","Dutch,English"
ArtHist,e616c15a-0477-9262-2ee9-c6a66bda20e7.jpg,, Otto Marseus van Schrieck ," Joseph's coat surrounded by a snake, a lizard and butterflies ",Still Life,,1669,7,,painting,,,,,,,,,," art dealer John Hoogsteder, The Hague 1982-11-12 - 1985-10-03 verworven 12 november 1982 (=veilingdatum); gesignaleerd 3 oktober 1985Private collection 1985-10-03 - 1990 verworven kort na 3 oktober 1985; tentoongesteld 1990 ",0000217249,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/e616c15a-0477-9262-2ee9-c6a66bda20e7.jpg,https://rkd.nl/explore/images/193977, ,,,,,"forest still life,cyclamen,Joseph's coat,common ivy,asp viper,sand lizard,sedge darner,gossamer-winged butterflies (guide term),red admiral,large cabbage white butterfly,peacock butterfly,drop (liquid) ","Dutch,English"
ArtHist,4aa14526-984a-b81a-f860-d644091b2ea0.jpg,, Otto Marseus van Schrieck ," Opium poppy with bird's nest, snake, butterflies and a least weasel ",Still Life,,1671,1671,,painting,,,,,,,,,," Staatliche Kunstsammlungen Dresden - Gemäldegalerie Alte Meister, Dresden , inv./cat.nr 1614 1722 - gesignaleerd (in inventaris) in 1722",0000216676,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/4aa14526-984a-b81a-f860-d644091b2ea0.jpg,https://rkd.nl/explore/images/194000, ,,,,,"forest still life,opium poppy,docks and sorrels (guide term),cabbage butterfly,peacock butterfly,red admiral,damselfly,fly,weasel,snakes (guide term),bird's nest,drop (liquid) ","Dutch,English"
ArtHist,f93b7bfe-f017-cab2-aebf-a7ec72006e44.jpg,, Otto Marseus van Schrieck , Forest floor with flowers and reptiles ,Still Life,,1673,1673,,painting,,,,,,,,,," Fitzwilliam Museum, Cambridge (England) , inv./cat.nr 303 legaat Daniel Mesman 1834 1834 - ",0000217261,,,,,,,,,,,,,,https://rkd.nl/en/,https://images.rkd.nl/rkd/thumb/650x650/f93b7bfe-f017-cab2-aebf-a7ec72006e44.jpg,https://rkd.nl/explore/images/194033, ,,,,,"forest still life,moss,cabbage rose,opium poppy,carnation,red admiral,gossamer-winged butterflies (guide term),beetle,dragonfly,lizard,drop (liquid) ","Dutch,English"
