Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator
parfum	peu de souphre | pierre d'aimant | l'euphorbe | arbre noir , appelé bdellium | l'armoniac | racines des deux ellébores		Mars								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfume	musc | l'ambre | bois d'aloès | roses rouges | corail rouge		Vénus								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfums	pierres d'agate | mastic | d'encens | girofles | quinte-feuille		Mercure								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfum	racines | l'herbe d'encens | coq | cost		Saturne								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
odoriférantes	racines										049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
odoriférants	noix muscade | fruits | girofles		Jupiter								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
odoriférants	santal | cyprès | baume | d'aloès | bois		Mars								049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfums	safran | fleurs | roses | violette		Vénus	semblables							049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfums	cost | coq | mastic | camphre | l'encens | sandal | galbanon | l'opoponax | l'ase | bois d'aloès | thym | l'euphorbe | myrrhe										049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
parfum	drogues | cost | noix muscade | bois d'aloès | inathô | myrrhe | cannelle | safran		Hermès	le plus fort | le plus grand							049F 1903 Emmanuel Napoleon Les Parfums Magiques.txt	annotator14.tsv
odeurs		viandes		estrangeres				au service de ce Roy de Thunes	Naples	de nostre aage	039F Montaigne 1730 Les Essais.txt	annotator14.tsv
odoriferantes	drogues	viandes									039F Montaigne 1730 Les Essais.txt	annotator14.tsv
vapeur				souefve					maisons du voisinage | toutes les chambres de son palais | salle	quand on les despeçoit	039F Montaigne 1730 Les Essais.txt	annotator14.tsv
puant		l'air									039F Montaigne 1730 Les Essais.txt	annotator14.tsv
senteur	boue | marets			l'aigre					Venise | Paris		039F Montaigne 1730 Les Essais.txt	annotator14.tsv
odeur	fritures			forte					baraques en bois | Nagoya		043F Anonymous 1958 Les villes japonaises le jour la nuit.txt	annotator14.tsv
odeurs	musc | fritures			d'infâmes					le quartier arabe		061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
aromates											061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
exhalaisons	d'épices | laine	l'air									061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
pourriture d'encens	pourriture d'encens | charogne | fleurs			écœurante | exquise | qui | violentes							061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
qui											061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
qui				qui		tous les pays de l'Islam | l'Algérie					061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator14.tsv
odeurs	de musc et de fritures			d'infâmes					derrière la place de l'église | quartier arabe		061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator18.tsv
exhalaisons	d'épices et de laine	l'air									061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator18.tsv
senteur	charogne | fleurs violentes			écœurante | exquise							061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator18.tsv
parfum	pourriture d'encens								l'Algérie | de tous les pays de l'Islam		061F 1899 Jean Lorrain Heures d'Afrique.txt	annotator18.tsv
sentait	fonte surchauffée | l'eau d'amidon aigrie | roussi des fers								l'atelier		064F 1877 Emile Zola L'Assommoir.txt	annotator14.tsv
l'odeur	nuques trempées | chignons			plus rude							064F 1877 Emile Zola L'Assommoir.txt	annotator14.tsv
exhalant	grands lis	bouquet									064F 1877 Emile Zola L'Assommoir.txt	annotator14.tsv
parfum				très pur | très fort | exhalant							064F 1877 Emile Zola L'Assommoir.txt	annotator14.tsv
sentait						la fonte surchauffée , l'eau d'amidon aigrie , le roussi des fers , une fadeur tiède de baignoire					064F 1877 Emile Zola L'Assommoir.txt	annotator18.tsv
l'odeur											064F 1877 Emile Zola L'Assommoir.txt	annotator18.tsv
parfum				très pur , très fort							064F 1877 Emile Zola L'Assommoir.txt	annotator18.tsv
parfums											087F Barthelemy_Voyage.txt	annotator14.tsv
parfumé	d'essences	corps						les derniers adieux			072F Barthelemy_Voyage.txt	annotator14.tsv
parfumé	d'essences	corps									072F Barthelemy_Voyage.txt	annotator18.tsv
vin	vin | une		vous					la fermentation			0020F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
une	vinaigre		vous	forte | très - agréable						puis	0020F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
odeur				agréable		de vin | une de vinaigre			Paris		0020F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
odeurs											069F Arnaud_Sentiment.txt	annotator14.tsv
parfum											069F Arnaud_Sentiment.txt	annotator14.tsv
parfum	rose					de son haleine					069F Arnaud_Sentiment.txt	annotator18.tsv
odeurs	leur			parfumeurs							085F Barthelemy_Voyage.txt	annotator14.tsv
odeurs											085F Barthelemy_Voyage.txt	annotator18.tsv
puanteur	soulphre		les ames dãnées	intolerable					Enfer		0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puanteur				insupportables | extremes | grands					Enfer		0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puanteur											0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
exhalée											0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puanteur	corps										0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puanteur	La quatriesme peine			intolerable					Enfer		0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
puanteur				grands | extremes | insupportables							0015F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
odeurs											109F Oraisons.txt	annotator14.tsv
parfum	Iesuchrist					myrre | d'encens					109F Oraisons.txt	annotator14.tsv
parfum	deuotion | exemplarité										109F Oraisons.txt	annotator14.tsv
parfum											109F Oraisons.txt	annotator14.tsv
odeurs											109F Oraisons.txt	annotator14.tsv
odeur	tabac | spiritueux | bière | gaz		nous	mélangée					CAFÉ-CHANTAT		046F 1867 Louis Veuillot Les Odeurs de Paris.txt	annotator14.tsv
odoriférantes	d'herbes | thym								mont Hymette		071F Barthelemy_Voyage.txt	annotator14.tsv
odoriférantes	serpolet et d'herbes										071F Barthelemy_Voyage.txt	annotator18.tsv
odeur			il	mauvaise					lieu		0016F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puanteur			il						lieu		0016F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puante	son ame		il								0016F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
odeur				mauvaise | puante		puanteur					0016F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
d'aromates		dans leurs mains ou sur leurs têtes						La marche			076F Barthelemy_Voyage.txt	annotator14.tsv
odeur	leur										041F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
odeur	qui							étant fraîches			041F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
odeur	roses rouges			peu				étant fraîches			041F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
parfumé	moût							Fermententation			014F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
parfumé	moût										014F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
odeur		viandes						Dans l ’ état de maladie	boucherie		047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur	fièvre		tout le monde | odeur			haleine des fébricitants					047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur		elle		désagréable				Si on fait rôtir			047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur	fièvre			très accentuée				dans les accidents de parturition , la péritonite , la fièvre vitulaire , le charbon bactéridien , et en général dans toutes les maladies aiguës			047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
assez forte	chair pantelante | odeur			assez forte							047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur								si on vient à expédier les quartiers de l ’ animal avant leur refroidissemment complet			047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
viandes	météorisation | odeur	viandes									047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur						excrémentitielle					047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
odeur						ammoniacale | urineuse					047F 1889 Louis Villain Les odeurs et les couleurs des viandes.txt	annotator14.tsv
nez			vous	vénérables							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
puante	tabac | poudre		vous								0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
l'odorat				finesse	détruire						0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
l'odeur	celle qui			la plus repoussante							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
nous		corps	nous | s'exilaient	diverses | qui | dangereuses | utiles							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
qui											0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
s'exilaient											0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
parfums		cheveux | corps	Les anciens	sàuves							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
celle	jasmin | l'ambre	celle	hommes délicats essensuéls	préférable							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
celle	tabac										0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
l'odeur	plante Vénéneuse		vous-obstinéz	âcre | pénétrante							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator14.tsv
puante	poudre										0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
l'odeur				repoussante							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
odeurs											0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
l'Odeur	de l'ambre , du jasmin i dè là rose | tabac										0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
l'odeur	plante Vénéneuse			âcre | pénétrante							0017F Anonymous 1794 Courier du Pas-de-Calais.txt	annotator18.tsv
l'odeur	racine		les serpent		meurtrière	thym			La montagne		081F Barthelemy_Voyage.txt	annotator14.tsv
l'odeur	racine					approchante de celle du thym					081F Barthelemy_Voyage.txt	annotator18.tsv
odorante	cannelle			odorante							032F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
aromatique	cannelle			aromatique							032F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
odorante	cannelle			aromatique					Malabar | Batavia | l'isle de France		032F Raynal 1776 Histoire Philosophique et Politque.txt	annotator18.tsv
L'ODEUR	L'URINE										045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
odeur	l'urine			légèrement nauséeuse | particulière | animale						Après son émission	045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
fumet	l'urine										045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
fumet	fumet | fumet			fumet | fumet | fumet				fumet			045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
d'odeur	elle			peu				Quand l'urine est rendue en grande quantité			045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
L'odeur	l'urine			plus marquée						toujours	045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
L'odeur	l'urine | l'acétone | l'oxyde d'omichmile | l'uropittine		Rayer | quelques autres	naturelle		violette					045F 1886 Ernest Monin Essai sur les odeurs du corps.txt	annotator14.tsv
Odeur		bouches		infecte					sur la voie publique		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
odeurs									Marseille		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
odeurs									Paris | Londres		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
odeurs	matières		les hygiénistes	infectes				en stagnation , fermentent	Marseille | Paris | égouts		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
putrides	gaz			putrides							059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
odorante		l'atmosphère		plus odorante				où l'entraînement de la matière est régulier			059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator14.tsv
Odeur		les bouches ouvertes		infecte					la voie publique		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
odeurs									Marseille		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
odeurs									Paris | Londres		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
odeurs			hygiénistes	infectes					Paris | Marseille | égouts		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
putrides	gaz			putrides							059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
odorante		l'atmosphère		plus							059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.txt	annotator18.tsv
d'essences	d'essences | celles	Ils							au bain	après la promenade , presque toujours avant le repas	074F Barthelemy_Voyage.txt	annotator14.tsv
celles										celles	074F Barthelemy_Voyage.txt	annotator14.tsv
celles		leurs habits						ils ont soin de pénétrer			074F Barthelemy_Voyage.txt	annotator14.tsv
parfumés	d'essences	Ils									074F Barthelemy_Voyage.txt	annotator18.tsv
odeurs											074F Barthelemy_Voyage.txt	annotator18.tsv
odeur		bouche		puante | pesant | pensif | malicieux | Triste | dolent | convoiteux							003F Anonymous 1665 Le grand calendrier et compost des bergers.txt	annotator14.tsv
odeur				puante							003F Anonymous 1665 Le grand calendrier et compost des bergers.txt	annotator18.tsv
l'odeur											048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
principaux composés de chaque famille naturelle de corps	principaux composés de chaque famille naturelle de corps | celles		John Berry Haycraft								048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
celles	composés										048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeurs	le chlore , le brome , l'iode , le3 acides qu'ils forment avec l'hydrogène , leurs composés avec le méthyle , l'éthyle et l'éthylène										048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
l'odeur											048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeur	l'alcool méthylique					d'alcool					048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
l'odeur	l'alcool éthylique			alcoolique							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeur	l'alcool propylique			alcoolique							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
parfum	l'alcool propylique			spécial							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
l'odeur	alcools iso-butylique , amylique , oclylique			alcoolique							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
parfum	alcools iso-butylique , amylique , oclylique			spécial							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeurs	corps										048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
vapeurs	L'arsenic					l'ail		en s'oxydant			048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeurs	nitrobenzine | l'aldéhyde benzoïque | l'acide prussique										048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeur	pierres précieuses | émeraudes | rubis | perles			très prononcée		violette		qu'en pilant et triturant		pendant trois semaines plusieurs heures chaque jour	048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
odeur	L'acide sulfurique | l'eau distillée			chaude		musc		en se combinant			048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
L'odeur						musc		dans un grand nombre de réactions			048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
sentent	dérivés nitrés			aromatiques		musc					048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
l'odeur				indépendante							048F 1892 Charles Henry Les odeurs demosntrations pratiques avec lolfactometre.txt	annotator14.tsv
parfum	qualités les plus exquises		je								070F Arnaud_Sentiment.txt	annotator14.tsv
parfum						des qualités les plus exquises .					070F Arnaud_Sentiment.txt	annotator18.tsv
senteurs											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
odoriferante											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
parfumées											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
odeur											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
senteurs											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
l'odeur											038F Montaigne 1730 Les Essais.txt	annotator14.tsv
vapeurs				fétides							036F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
exhalaisons				infectes	dangers | dégoût						036F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
aromatiques	résines | bois										036F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
baume	baume | qui | reputation								France		107 Moreau 1639.txt	annotator14.tsv
qui		air		parfume							107 Moreau 1639.txt	annotator14.tsv
parfums	thym								mont Hymette		073F Barthelemy_Voyage.txt	annotator14.tsv
parfums	thym										073F Barthelemy_Voyage.txt	annotator18.tsv
parfumés	d'essences	cheveux	nous						grande pièce	Après avoir traversé un gazon entouré de troisportiques	077F Barthelemy_Voyage.txt	annotator14.tsv
parfumés	Ses cheveux noirs | d'essences										077F Barthelemy_Voyage.txt	annotator18.tsv
parfums									salon		025F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
parfums									parfums		025F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
exhalaisons	corps			continuelles					salon		025F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
exhalaisons	corps des spectateurs et des musiciens , et du parquet , et des fenêtres , et des plafonds								ce salon		025F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
odeurs	leurs			suaves							067F Arnaud_Epoux.txt	annotator14.tsv
odeurs	fleurs			suaves							067F Arnaud_Epoux.txt	annotator18.tsv
parfumer	d'essences	trois							Delphes		075F Barthelemy_Voyage.txt	annotator14.tsv
odeur			nous	extrêmement douce					chapelle		075F Barthelemy_Voyage.txt	annotator14.tsv
parfums	L'encens | autres	fumée	nous					y brûlait	sanctuaire	continuellement	075F Barthelemy_Voyage.txt	annotator14.tsv
parfumer	d'essences										075F Barthelemy_Voyage.txt	annotator18.tsv
odeur				extrêmement douce							075F Barthelemy_Voyage.txt	annotator18.tsv
parfum											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfum											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
répandent											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odorantes											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odeur											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfumées											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
arome											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
les											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
percevons											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odorat											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odorat											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
ils											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odorat											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odeurs											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
arome											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
respirer											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
odorat											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
ceux											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfum											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfum											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator14.tsv
parfum	fleurs										002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfum	corolles	d ’ une autre sphère			attirer les insectes	zone d ’ air férié et invisiblement magnifique					002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
odorantes	fleurs										002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
odeur											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfumées	fleurs			délicieusement							002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
émanation				désagréable							002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
odeurs				les plus brutales | les plus lourdes | les plus solides		musc | benjoin | myrrhe | encens					002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
arome	fleurs										002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfums											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfum	neige | glace | rosée du matin										002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
parfum											002F Maeterlinck 1907 L'intelligence des fleurs.txt	annotator18.tsv
l'air		l'air		pestilentiel						quelquefois | Elles	024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
Elles	toutes les plantes nuisibles | soufre | vitriol								la campagne de Rome		024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
exhalaisons		l'air		funestes					la campagne de Rome		024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator14.tsv
l'air		l'air | Elles		l'air							024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
Elles				Elles | l'air							024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
Elles	soufre | vitriol | d'arsenic | toutes les plantes nuisibles										024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
s'exhale	eaux croupissantes | anciens canaux								la campagne de Rome		024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
exhalaisons				funestes					campagne de Rome		024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
Elles									Elles		024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
Elles		l'atmosphère									024F Voltaire 1772 Questions sur l'Encyclopedie.txt	annotator18.tsv
puanteur	corps mort		Ange	aucune					dans le chemin		004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
parfumé	ieune muguet		Ange		se bouchant les narines						004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puante	charongne		Hermite	puante							004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
parfumé	ieune homme		Hermite	bien							004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
puantes	vapeurs			puantes | mauuaises					d icy bas		004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator14.tsv
sentir			Ange								004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
puanteur			Ange	aucune							004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
parfumé	muguet		Ange		se bouchant les narines						004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
puante	charongne			puante							004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
parfumé	homme										004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
puantes	vapeurs			mauuaises | puantes					d icy bas		004F Anonymous 1678 Les sept trompettes spirituelles.txt	annotator18.tsv
aromatique	le										034F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
odeur	le			excellente							034F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
odeurs	le	vins | liqueurs									034F Raynal 1776 Histoire Philosophique et Politque.txt	annotator14.tsv
odeur	clou de girofle			excellente							034F Raynal 1776 Histoire Philosophique et Politque.txt	annotator18.tsv
odorat	roses | Jasemins										006F Bouillon 1730 Histoire de la vie et du purgatoire de S. Patrice.txt	annotator14.tsv
l'odeur	roses								Vallée		006F Bouillon 1730 Histoire de la vie et du purgatoire de S. Patrice.txt	annotator14.tsv
odoriferentes	fleurs										006F Bouillon 1730 Histoire de la vie et du purgatoire de S. Patrice.txt	annotator14.tsv
l'odeur	roses | roses | Jasemins										006F Bouillon 1730 Histoire de la vie et du purgatoire de S. Patrice.txt	annotator18.tsv
odoriferentes	fleurs				embaumoient ce lieu de volupté .						006F Bouillon 1730 Histoire de la vie et du purgatoire de S. Patrice.txt	annotator18.tsv
parfumés											088F Barthelemy_Voyage.txt	annotator14.tsv
parfums											088F Barthelemy_Voyage.txt	annotator14.tsv
parfums											088F Barthelemy_Voyage.txt	annotator14.tsv
parfumé	huiles | parfums | poudres odoriférentes	tête | corps	chacun | voisins						Selon la tradition des Indiens & des Perses		035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
mauvais			quelqu'un	mauvais | puanteur							035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
puanteur											035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
senteurs			quelqu'un	bonnes				avoir reçu un présent			035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
senteurs			senteurs								035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
parfums			amis	odorifférens							035F Vulson 1795 Le palais des curieux.txt	annotator14.tsv
parfumé	poudres odoriférentes | parfums | huiles										035F Vulson 1795 Le palais des curieux.txt	annotator18.tsv
sentir			quelqu'un	mauvais							035F Vulson 1795 Le palais des curieux.txt	annotator18.tsv
puanteur											035F Vulson 1795 Le palais des curieux.txt	annotator18.tsv
senteurs			quelqu'un	bonnes							035F Vulson 1795 Le palais des curieux.txt	annotator18.tsv
parfums				odorifférens							035F Vulson 1795 Le palais des curieux.txt	annotator18.tsv
aromatiques											080F Barthelemy_Voyage.txt	annotator14.tsv
odoriférans											080F Barthelemy_Voyage.txt	annotator14.tsv
l'odeur											080F Barthelemy_Voyage.txt	annotator14.tsv
parfums											080F Barthelemy_Voyage.txt	annotator14.tsv
parfumé											080F Barthelemy_Voyage.txt	annotator14.tsv
odoriférans											080F Barthelemy_Voyage.txt	annotator14.tsv
parfums	Le vin de Biblos en Phénicie										080F Barthelemy_Voyage.txt	annotator18.tsv
