Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bibbleue1309	senteurs	sepulchre						le premier iour du Sabbath fort matin			23 .	le premier iour du Sabbath fort matin elles vindrent au sepulchre , apportans les senteurs qu ’ elles auoient preparees .	2 Et trouuerent la pierre roulee de deuant le sepulchre .
bibbleue1310	exhalaison|exhalant										Il est certain que comme notre ame est une substance purement spirituelle , il ne se peut dire qu ' elle sorte par aucune partie du corps ; car de la même saçon que j ' occupe ma pensée à la considération des objets que j ' ai vû autrefois , ou des personnes que je connois , & que cette même pensée s ' exhale de mon ame , sans qu ' on puisse dire qu ' elle sorte par aucunes parties de mon corps , ainsi l ' ame à la derniere période de la vie de l ' homme , disparoît subtilement sans qu ' on puisse dire qu ' elle sort , ni par où elle sort .	Supposé néanmoins que selon l ' opinion la plus commune le cæur soit le premier vivant & dernier mourant de l ' animal , & qu ' il ne posséde la vie naturelle sans l ' haleine & le respir qui lui est communiqué par le poulmon pour rafraichir l ' ardeur qui l ' enflamme , nous pouvons dire qu ' en quelque façon l ' ame sort du corps avec l ' effort de ce dernier respir , non pas qu ' elle soit jointe ou attachée à l ' exhalaison de ce souffle subtil ; mais parce que le poulmon n ' exhalant plus le petit vent par ce respir , il s ' ensuit bien de - là que cette opération naturelle est ce qui maintient le corps en union avec l ' ame , qui pour être composé de parties contraires l ' une à l ' autre , cette harmonie naturelle affoiblie se corrompt & enfin se dissout & à cette corruption & dissolution des parties succéde la retraite de l ' ame & sa séparation d ' avec le corps ; ainsi que la liqueur qui seroit dans un vase fragile , s ' ébranle entiérement & se perd étant mis en pieces .	Au même instant que l ' ame est séparée du corps , elle est portée en l ' un des quatre lieux suivans ; ou au Ciel pour jouir de la gloire bienheureuse , si elle est trouvée én état de graces , ou aux flâmmes du Purgatoire , si elle n ' a pas pleinement satisfait à la justice Divine pour les fautes qu ' elle a commises ici - bas , ou aux Lymbes des petits enfans , si elle n ' a point été ondoyée des sacrées Eaux baptismales , ou finalement dans les brasiers infernaux , si elle est trouvée criminelle devant le Tribunal de la Justice Divine .
bibbleue1310	puanteur|odeurs	feu|fange	horrible|douces								La quatrième sera une épaisse fumée , qui dans une opiniâtre continuité offusquera les sens , & leur ostera le respir sans qu ' ils puissent mourir .	La cinquième sera l ' horrible puanteur du feu ensouffré dont ils brûleront , & de la fange dont ils seront infectés , pour les douces odeurs dont ils auront mal usés dans leurs délices .	La sixième sera l ' hideuse & perpétuelle vision des démons effroyables , & des ames damnées , dont chacun d ' eux servira d ' épouvente à l ' autre , n ' en pouvant supporter la présence ni la vue .
bibbleue1310	odoriférantes	fleurs	très -				Anselme				Si toutefois nous n ' aimions mieux & plus doucement penser avec St .	Anselme , & les autres Auteurs cités par Tyrinus , sur l ' explication de la séconde Epitre de Saint Pierre , qui croyent pieusement que tous les Innocens coupables après le Jugement universel , habiteront la terre ( déserte pour lors par d ' autres habitans ) après qu ' elle aura été purifiée par le feu qui précédera ce grand jour , qui alors disent - ils , fera émaillée de quantité de fleurs très - odoriférantes , qui ne se faneront point comme à présent , qu ' un même jour les voit naître & périr , & de grand nombre de beaux Arbres portant fleurs & fruits de toutes sortes environnés de quantité de claires fontaines , qui coulant doucement arroseront ces plantes de l ' humidité de leurs eaux , & enjolivées de tous les autres ornemens de la nature , qui pourront contribuer à son lustre & à sa beauté .	De - là , ces petîts enfans , disent - ils , pourront contempler à leur aise le Ciel , le Soleil & les autres Astres , qui servent de flambeau pour éclairer ce grand Univers , aussi bien que la mer & les autres choses créés en ce bas monde , qui leurs serviront de motifs puissans pour s ' élever à Dieu , pour adorer , aimer & louer à jamais l ' Auteur de tant de rares merveilles , & que là ils meneront ainsi éternement une vie douce , tranquille , & paisible , sans ressentir l ' atteinte d ' aucune maladie , ennui , inquiétude ou dégoût de leur force ou condition , & sans souffrir aucune peine sensible , qui n ' est ordonnée que pour le péché actuel ; mais seulement de la peine du dam , qui est la privation de la claire vision de Dieu , dont ils ne jouiront point en cet état pour n ' avoir pas été purgés de la tache originelle qu ' ils ont contractée en leur conception par la révolte de leurs premiers parens .
bibbleue1310	odoriférant|odoriférant|odorat	terre|terre|fleurs|thym	odoriférant|odoriférant|doux	terre|terre	ambre						Si bien qu ' il semble que la vue se trouve doucement fatiguée par la hauteur des rochers , brûlés par l ' excessive chaleur des rayons du Soleil qui les maîtrise , & de l ' agréable diversité des Peupliers plantés en si bel ordre , que les branches & les rameaux s ' entre - laçant les uns parmi les autres , s ' embrassent amoureusement & se joignent en union par ensemble .	La terre est émaillée de fleurs , & d ' un thym odoriférant & si doux à l ' odorat , que l ' on peut dire avec raison que c ' est l ' ambre commun des forêts .	Les petits ponts que l ' on a dressés pour traverser les ruisseaux des fontaines , que les pluyes & les rochers ont grossi & ont fait sortir de leur lit naturel , sont de matiere assez grossiéres & de bois mal poli , à la faveur desquels néanmoins le Pasteur qui est un peu élevé sur une colline voisine , descendant y va conduire les troupeaux vagabons de ses petits moutons , qui depuis le lever de l ' aurore jusqu ' au Soleil couchant vont broutant l ' herbe des Prairies & léchent la rosée qui tombe à l ' aube du jour sur la pointe des herbes .
bibbleue1310	puanteur			bouche							D ' autres étoient plongés dans le creux d ' un monceau de neige , au haut duquel étoient quantité de bourreaux , qui appliquant de poignantes éguilles par tout leurs corps , leur arrachoient de la poitrine des cris & des hurlemens épouvantables , sans que personne eut pitié de leur misere .	Entre tous ces genres de supplices si cruels , il y avoit encore une roue effroyable équipée de pointes de fer & de chaînes ardentes dont étoient attachés les damnés par les pieds , de sorte que leur tête trainoit à terre , embrasée de quantité de foyers ensoufrés , dont la fumée épaisses leur remplissoit la bouche de puanteur , & quand les Démons donnoient le mouvement à cette machine , les pointes déchiroient leur corps par petits lambeaux .	Un peu plus avant je vis une maison fort élevée , d ' où sortoient des flammes & des fumées à gros brandons , & m ' informant de que ce pouvoit être , on me dit , que c ' étoit un bain délectable , où se baignoient les mondains qui avoient trop curieusement senti les odeurs prophanes , & ouvrant la porte avec vitesse ils me contraignirent d ' y regarder , ou je vis un Lac profond de glace & de neige , où étoient plongés jusqu ' au col un très - grand nombres d ' hommes & de femmes claquetant les dents de froid , & quantité de démons regardant aux fenêtres armés de divers instrumens de supplices cruels , comme de lances , de javelots ou fléches , dont ils frappoient ou menaçoient ceux qui osoient lever la tête ou les bras hors de cet étang , où ils languissoient impitoyablement , & sans espérance de remede .
bibbleue1310	odeurs		délectable|prophanes			maison|Lac	m|mondains|je				Entre tous ces genres de supplices si cruels , il y avoit encore une roue effroyable équipée de pointes de fer & de chaînes ardentes dont étoient attachés les damnés par les pieds , de sorte que leur tête trainoit à terre , embrasée de quantité de foyers ensoufrés , dont la fumée épaisses leur remplissoit la bouche de puanteur , & quand les Démons donnoient le mouvement à cette machine , les pointes déchiroient leur corps par petits lambeaux .	Un peu plus avant je vis une maison fort élevée , d ' où sortoient des flammes & des fumées à gros brandons , & m ' informant de que ce pouvoit être , on me dit , que c ' étoit un bain délectable , où se baignoient les mondains qui avoient trop curieusement senti les odeurs prophanes , & ouvrant la porte avec vitesse ils me contraignirent d ' y regarder , ou je vis un Lac profond de glace & de neige , où étoient plongés jusqu ' au col un très - grand nombres d ' hommes & de femmes claquetant les dents de froid , & quantité de démons regardant aux fenêtres armés de divers instrumens de supplices cruels , comme de lances , de javelots ou fléches , dont ils frappoient ou menaçoient ceux qui osoient lever la tête ou les bras hors de cet étang , où ils languissoient impitoyablement , & sans espérance de remede .	Ces Ministres infernaux me maltraitant me montroient tous ces genres de supplices , me menaçant de m ' y précipiter , mais nonobstant leur malice & leur fureur , ayant recours à l ' invocation du Saint Nom de Jesus , mon azile ordinaire , je me sentis libre aussi - tôt de ce danger , ainsi que des précédens .
bibbleue1310	odeur					fleuve|Enfer	Je|je				Mais ce qui redoubla mon appréhension pour lors , fut de me voir au faîte de cette montagne si élevée , d ' où jettant les yeux en bas , j ' apperçûs un fleuve si large & si profond , qu ' il n ' y a poin de mer si grande qu ' elle soit , qui lui puisse être comparée ; comme cette montagne étoit haute & ce fleuve profond , ma vue s ' éblouissoit en les considérant ; si je n ' eusse tourné les yeux d ' un autre côté , j ' étoit au hasard de tomber en cet abîme .	Je demandai quel fleuve étoit celui - là , on me fit réponse , que c ' étoit le fleuve de l ' Enfer , que je crus d ' autant plus facilement , que la couleur & l ' odeur le donnoient à connoître .	Je m ' informai encore pourquoi ils m ' avoient transporté sur le faîte de cette montagne ; on me repliqua que je me retirasse un peu à quartier & que je le saurois .
bibbleue1310	puantes|puantes		puantes|puantes								Ils me firent donc voir comme un vent impétueux soulevoit les ames des damnés jusqu ' au haut de cette affreuse montagne , d ' où avec des cris & hurlemens épouvantables , ils se précipitoient dans ce fleuve ; je confesse que quand je vis un tel prodige , je fus saisi d ' une si forte crainte , que je tremblois par - tout le corps , de même qu ' une feuille d ' arbre lorsqu ' elle est agitée des vents .	Mais beaucoup davantage entendant leurs menaces redoubler ; disant que si je ne prenois la résolution de m ' en retourner d ' où je venois , ils me précipiterolent au milieu de cette horrible campagne , pour être emporté des vents dans un fleuve profond ; or si d ' aventure je ne mourois en tombant , au moins je serois enseveli sans pitlé dans ces ondes puantes sans esperance d ' en sortir jamais .	Je reveillai alors mon courage plus que devant , pour dire , quoiqu ' en tremblant de peur , qu ' ils fissent de moi ce qu ' il leur plairait , que j ' étois résolu de mourir mille fois plutôt que de faire une telle lâcheté .
bibbleue1310	odeurs	soufre	puantes|insupportables							tomber en défaillance	Pendant que j ' égarois mon esprit en la méditation de ces belles paroles , je vis paroître devant moi une troupe de Démons plus nombreuse qu ' auparavant , où non seulement se trouverent ceux qui jusqu ' alors m ' avoient persécuté ; mais aussi quantité d ' autres qui sembloient plus résolus que ces premiers , auxquels ils reprochoient la lâcheté & le peu de courage & de pouvoir qu ' ils avoient d ' ébranler ma constance .	Ils s ' approchérent donc de moi avec des menaces effroyables , disant pourquoi je ne leur obéissoit , reprenant la route de mon chemin pour retourner aussi - tôt ; & me prenant par le bras me frappoient outrageusement ; puis m ' empoignant par le milieu du corps m ' enlevérent en une autre campagne , autant & plus spacieuse que les autres ; or la quantité & la qualité des peines étoit sans nombre aussi bien que les personnes qui les enduroient ; car la terre étoit si embrasée de feux & de flammes , que de quelque côté qu ' on tournât la vue on n ' appercevoit que des feux , ainsi qu ' à l ' embouchure d ' une fournaise ardente ; mais ce qui augmentoit plus l ' horreur de ces peines , étoit l ' abondance du soufre , qui exhaloit des odeurs si puantes & insupportables , qu ' elles me faisoient souvent tomber en défaillance .	Mais le point de mon étonnement fut de voir qu ' encore que ce champ fut de telle étendue que je n ' en pouvois apperçevoir l ' extrémité , la multitude des personnes qu ' il y avoit en te lieu - là étoit si nombreuse , qu ' ils étoient presque tous entassés les uns sur les autres , & de vrai il me sembloit voir plus de gens en un seul petit coin du champ qu ' on n ' en voit ès plus grandes Villes , dans l ' affluence du peuple qui y accourt pour voir quelque fete publique .
bibbleue1310	puanteur	pauvres Ames|fumées ensoufrées									Que d ' ici le dévot Lecteur de cette Histoire considére la diligence qu ' il doit apporter à accomplir les pénitences qui lui sont imposées par son Pere Confesseur , & l ' estime qu ' il doit faire des Indulgences , des Jubilés , afin qu ' il ait moins à satisfaire en l ' autre pour la rigoureuse exaction avec laquelle on paye en ce lieu chaque petit deffaut ; car quoiqu ' en ce monde nous recevions par l ' Absolution du Prêtre la rémission de nos fautes au Saint Sacrement de Pénitence , c ' est seulement quant à la coulpe , & non pas quant à la relaxation des peines dont nous étions reliquataire à la Divine Justice , & qu ' il nous faut payer en ce monde ou en l ' autre , pour en être quitte entiérement .	Les démons voyant que je m ' étonnois des angoisses & des peines que souffroient ces pauvres Ames languissantes , tant pour les brasiers ardens , que pour la puanteur des fumées ensoufrées qui en sortoient en abondance , me mirent au choix de deux choses l ' une , de m ' exposer à la rigueur de toutes ces peines , où de retourner d ' où j ' étois venu .	Mais comme il me sembloit que j ' approchois de la fin de ma journée & me soûvenant que jusqu ' alors Dieu ne m ' avoit pas dénié son assistance favorable , je me persuadai qu ' il ne me délaisse .
bibbleue1310	puante|puante		noirâtre|puante|puante								Toutes les horreurs & les supplices que tu as vus jusqu ' ici , quoique mes Ministres t ' ayent assuré que c ' est la l ' Enfer , séjour lugubre des démons & des damnés , ce ne l ' est pourtant pas ; car c ' est notre coûtume d ' avancer de semblables tromperies & mensonges pour décevoir les esprits foibles des hommes , mais sois certain que ce qui te reste à passer est le plus dangéreux & pénible , car c ' est proprement ce qui doit s ' appeller l ' Enfer , ou tu demeureras ainsi confiné sans espoir d ' en ressortir , si tu ne t ' en retourne tout présentement .	A peine eut - il fini ce discours , que ces Satellites m ' empoignant par le colet , me transporterent en un fleuve si épais & profond , que la pensée humaine est trop foible pour se réprésenter la crainte que le bruit terrible des ondes écumantes de ce fleuve ensoufré me donnérent alors ; ce fleuve étoit couvert d ' un côté de feux & de flammes au lieu d ' eau , & de l ' autre c ' étoit une boue noirâtre & puante , qui auroit fait soulever le cæur aux plus robustes .	Au lieu de poissons c ' étoit des monstres marins , dont les écailles hideuses étoient des pointes aigues qui traversoient les misérables damnes , qui se trouvoient autour d ' eux , & que même ils acrochoient par la bouche & les narrines pour les traîner aprés eux , & ce qui étoit le premier mauvais traitement qu ' ils recevoient de leur malice .
bibbleue1310	odorat|odeur	roses|Jasmins|roses|feuilles				chemin					Mais comme je désirois bien de contempler tout à mon aise le séjour & la demeure des Bienheureux Saints , ainsi que j ' avois été spectateur des supplices des malheureux , selon que l ' on m ' avoit prédit en y entrant ; je ne m ' arrêtai en ce lieu qu ' autant qu ' il me fut nécessaire pour reprendre un peu haleine , & me délasser des travaux que j ' avois enduré dans ce voyage .	Voyant donc une petite fente vers la main droite , enjolivé de part & d ' autre de roses & de Jasmins , je pris ma route par cet endroit , contentant mes sens de tant de beautés , mes yeux & mon odorat de la couleur & de l ' odeur des roses , dont les feuilles tombant à terre , jonchoient & parfumoient le chemin de leur douceur & de leur beauté , & mes oreilles du doux gazouillement que faisoient les ondes argentines de quantité de petits ruisseaux qui couloient le long du sentier .	Je cheminai longtemps par cette voix délicieuse , d ' ou je passai en un champ spacieux , rempli de beaux vergers , de jardins agréables , enrichies de claires fontaines bâties de marbre & de jaspe , & enrichis de quantité de figures d ' argent richement travaillées .
bibbleue1310	odoriférantes	pierres précieuse|fleurs				lieu de volupté				embaumoient	D ' un côté il y avoit de longues allées couvertes d ' arbres fruitiers , chargés d ' une si grande abondance de fruits que la puissante charge de leurs poids affoiblissoit les branches , ensorte qu ' elles penchoient presque jusqu ' à terre .	De l ' autre côté je voyois quantité de vases d ' or & d ' argent émaillés de pierres précieuse d ' un prix inestimable , & tous remplis de si belles fleurs & si odoriférantes , qu ' elles embaumoient ce lieu de volupté .	Comme j ' admirois la beauté de ces agréables Jardins , qui à mon avis devoient être le Paradis terestre , où Dieu mit autrefois nos premiers Parens après leur création , j ' apperçus de loin un Château d ' une Architecture nompareille , & si haut que , nonobstant sa distance , je le voyois aisément sans beaucoup étendre ma vue .
bibbleue1310	odeur|parfums|senteurs		doux|suave|agréable|aromatiques	air							L ' extrême desir que j ' avois de contempler cette merveille à mon aise , me fit doubler le pas pour voir promptement les raretés de cet édifice superbe .	Et comme j ' en approchois , je vis qu ' on ouvroit de riche portail d ' or , duquel s ' exhaloit un air doux , & une odeur suave & si agréable qu ' il sembloit qu ' on y brûloit tous les parfums & toutes les senteurs aromatiques du monde .	Il y avoit devant cette riche porte un petit bois si plaisant à la vue , que mon esprit est trop rampant & ma plume trop grossiére pour décrire la moindre de ses parties .
bibbleue1317	parfum	chardonneret|fauvette|fontaine|fleurs									Des bancs de gazons servaient de siéges , le feuillage légèrement agité par le vent du Nord , étail entrelacé de fleurs   ; et les oiseaux , quise rassemblentau concherdu soleil , faisaient entendre leur douce mélodie .	La fraîcheur et la beauté du soir , le chant du chardonneret et de la fauvette , le murmure d ’ une fontaine , le parfum des fleurs , et surtout le sentiment de tendresse et de satisfaction qui pénétraiat les convives , faisait régner parmi eux un silence délicieux .	Le cœur du bon Allard palpitait de joie , et ses yeux nageaient dans les larmes .
bibbleue1319	puantes|puantes		puantes|puantes								Soudain ils s ’ approcherent du cercueil & prirent le capuce qui couuroit la teste de cét impie , & prirét le chemin du Dortoir , & entrerent en la chambre du mort , prirent tous ses liures , toutes ses hardes , & les porterent sur ce corps abominable , puis l ’ vn des deux alluma auec le flambeau qu ’ il tenoit en sa main , & tout brûla , tant le corps comme les hardes .	Les pauures Freres , qui estoient venus là estoient tous estonnez & tremblants , & n ’ osoient dire mot l ’ vn à l ’ autre : enfin , la vision disparuë , ils s ’ approcherent du lieu où estoit le corps trespassé , ils virent qu ’ il estoit tout brûlé & reduit en cédres noires & puantes .	Plus craitifs & estonnez qu ’ auparauãt , ils monterent à la chãbre du Pere Gardien , auquel ils raconterent tout ce qu ’ ils auoient veu .
bibbleue1329	sent		fort								Et moy dit vne ieune Marchande , d ’ aupres le chastelet , qui dés le lendemain de ses Nopces a Emmoysé & Acteonisé son mary , le placeant dedans le Zodia au Signe du Capricorne , arriue ce qui pourra , ie ne peux plus máquer , il ne mien chaut que nous ayons paix ou guerre , ie suis asseutée sur vn bon & ferme pillotis , & mesme mes enfans ont des Benefices dés l ’ instant de leur conception , & deuant que l ’ emprion soit formé .	Ie ne m ’ estonne plus pourquoy les fémes ont tát de mala se descharger de leur fruict , dit la mere de l ’ Accouchée , veu & consideré que leurs enfans sortent hors d ’ icelles auec la Grosse & la Mitte en teste , mes enfás , repliqua la Marchande , n ’ ont ny Crosse ny mitte : mais i espere , que celuy enqui l ’ ay mis ma confiance en aura bien tost vne , à tout le moins on m a dit que l ’ Euésché est en grand bransle , & qu ’ il sent fort la resinee , si cela est ie vous laisse à penser du succez de mes affaires , & comme ie m ’ accommoderay , pour - ueu qu ’ il me face tousiours participante de ses bonnes & meilleures affections , & de sa fauent .	Mais vous n ’ en dictes mot de la faueur , dit vne fille de chambre , qui aymoit bien a parler des affaires d Estat , ne parlez point [ page NA ] de choses qui nous sont indiferentes , repliqua sa maistresse , les murailles ont des oreilles on ne sçait quelque fois deuant qui on parle , il est vray , Madame , dit la femme d ’ vn petit Aduocat du Chastelet , on me disoit l ’ autre iour qu vne hóneste compagnie estant venuë veoit Madame l ’ Acouchée vn certain quidam tenoit Registre de tout ce que la compagnie disoit , & qu ’ il estoit derrier son lict .
bibbleue1343	odeur		la plus suave	air							Le chemin qu ’ elle suivit la conduifit quelques heures après dans un bois charmant .	On y respiroit un air pur , parfumé de l ’ odeur la plus suave .	Elle n ’ eut pas fait cent pas dans ce beau lieu , qu ’ elle apperçut un château d ’ argent attaché aux quatre plus grand arbres ; il étoit suspendu par de grandes & grosses chaînes du même metal , & si bien en équilibre , qu ’ il étoit agité par un doux zéphir qui ne faisoint que le bruit qu ’ il falloit pour entretenir un sommeil paisible .
bibbleue1367	odeur	Epaphrodite	bonne								17 Non point que ie demande des dons , mais ie requiers le fruit qui vous soit aloüé en cõpte à vostre aduantage .	18 Or i ’ ay tout reçeu , & abondé : i ’ ay esté remply , ayant reçeu d ’ Epaphrodite ce qui m ’ a esté enuoyé de par vous , comme vn odeur de bonne sentuer , vn sacrifice agreable , & plaisant à Dieu : 19 Aussi mon Dieu supplee tout ce qui vous sera besoin selon ses richesses , en gloire en Iesus - Christ .	20 Gloire soit à nostre Dieu & Pere au siecle des siecles .
bibbleue1393	Encens|Encens odorant|odorant	Myrrbe|Or|Encens|Encens	odorant|odorant								Là sont entrée les Nobles Chevaliers , Qui ont trouvé l ’ enfant enveioppé Dévotement se sont agenouille , Et fort humiliés pour l ’ enfant adoren : Noel , Noel .	[ page [ 7 ] ] Par grand plaisir vont l ’ enfant ado rant Trois dons lui firent en le plus honorant , Myrrbe , Or fin & Encens odorant , Et après tous en pleurs veulent s ’ en retourner : Noel , Noel .	Saint Siméon qui l ’ enfant désitoit , Prophetisa que mort ne souffriroit Tant que l ’ enfant entre ses bras tiendroit , Et que porté l ’ euroit sur l ’ autel présanter : Noel , Noel .
bibbleue1397	odorat|odeurs|sent		bonnes|mauvais	teste|vestemens|teste		hôpitaux|maisons des	Je				Je me confesfe , ô mon Seigneur & mon Dieu , en presence de vôtre sainte Mere , de vos Anges , de vos saints Apostres , & de toute la Cour Celeste , des pechez que j ’ ai commis par mes regards fiers , arrogans , dédaigneux , curieux & impudiques Je me confesse des pechez que j ’ ai commis par louïe , entendant une infinité de discours vains , inutiles médisant , failes & des - honnestes , Je me consesse des pechez que j ’ ai commis par l intemperance de ma bouche , ne jeûnant pas lorsque j ’ y estois obligé : mangeant & bûvant dans l ’ excés : recherchant trop ma satis - faction dans la delicatesse dens viandes , prenant mes repas sans faire ni la benediction devant , n ’ il ’ action de graee apres .	Je me confesse des pechez que j ’ ai commis par l ’ odorat : faisant des dépenses superfluës , & recherchant avec trop de passion les bonnes odeurs : parsumant ma teste & mes vestemens : parsumant ma teste & mes vestemens à mauvaise fin : suïantles hôpitaux & les maisons des paurvres malades , parce qu ’ on y sent mauvais .	Je me confesse des pechez abominables que j ’ ai commis par des attouchemens impudiques que j ’ ai faits sur mon corps & sur celui des autres .
bibbleue1397	odorat|odeurs	eaux de senteur	douces	narines		Calvaire|montagne					Amen .	Lorsqu ’ il oindra les narines , & qu ’ il dira : Que nôtre Seigneur par cette Onction , & par sa tres - grande misericorde , vous jardonne tous les pechez que vous avez commis par l ’ odorat , dites : O Pere de mon Seigneur JESUS CHRIST ! je vous conjure par la douleur que lui fit sousfrir sur le Calvaire l ’ inçection du lieu , & la corruption dés corps executez sur cette montagne , de me pardonner tous les pechez que j ’ ai commis par le plaisir que j ’ ai pris aux douces odeurs , aux eaux de senteur , & autre satisfactions criminelles .	Amen .
bibbleue1410	odoriferant	pierres precieuses|bois									11 Les marchãds de la terre aussi pleureront , & meneront dueil à cause d ’ elle , parce que nul n ’ achete plus de leur marchandise .	12 Marchandise d ’ or & d ’ argent , & de pierres precieuses , & perles , & de crespe , & de pourpre , & de soye , & d ’ escarlate , & de toute sorte de bois odoriferant , & de vaisseaux d ’ yuoire , & de vaisseaux de pierre precieuse , & d ’ airain , & de fer , & de marbre .	13 Et canelle , & amome , & senteurs & vnguens , & encens , & vin , & huile , & fine fleur de farine , & blé , & iumens , & brebis , & cheuaux , & chariots , & serfs , & ames d ’ hommes .
bibbleue1410	amome|amome|senteurs	canelle|amome|amome|encens|vin									12 Marchandise d ’ or & d ’ argent , & de pierres precieuses , & perles , & de crespe , & de pourpre , & de soye , & d ’ escarlate , & de toute sorte de bois odoriferant , & de vaisseaux d ’ yuoire , & de vaisseaux de pierre precieuse , & d ’ airain , & de fer , & de marbre .	13 Et canelle , & amome , & senteurs & vnguens , & encens , & vin , & huile , & fine fleur de farine , & blé , & iumens , & brebis , & cheuaux , & chariots , & serfs , & ames d ’ hommes .	14 Et les pommes du desir de ton ame sont departies de toy , & toutes choses delicates & excellentes te sont peries , & d ’ oresnauãt tu ne trouueras plus ces choses .
bibbleue1414	odeur	fleur|elle				vallons|collines					VOici , belle jeunesse , Le mois de May plaisant , Galans & vos maîtresses Combien d ' heureux momens , Passerez - vous l ' on lan la , Passerez - vous aux champs .	Les vallons , les collines , Les Prez sont verdoyans , La fleur est à l ' épine , L ' odeur qu ' elle répand N ' est que pour les l ' on lan la , N ' est que pour les Amans .	Allez fouler l ' herbette , Laissez - là vos Hameaux , chantés vos amourettes Sur de neufs chalumeaux , Densés sous les l ' on lan la , Dansés sous les Ormeaux .
bibbleue1440	parfum	storax									Pour parfums en poudre .	Prend benjoin storax , calamita , lignacens , ladanum , grains de génévre , autant de chacun qu ' il te plaira , pille les ensemble , puis tu metteras le tout ensemble autant d ' un que d ' autre jette ledit parfum sur le feu , & tu verras si cela sentira bon .	SECOND RECEPTAIRES de ce present Liv eauquel est traité de di verses sortes d ' odoras , & la confection d ' icelles .
bibbleue1440	odeur	roses	trés souvraine|fort delectable						en sorte quà mise en un coffre plein delinge ou vestement		SECOND RECEPTAIRES de ce present Liv eauquel est traité de di verses sortes d ' odoras , & la confection d ' icelles .	Pour accouster les roses en sorte quà mise en un coffre plein delinge ou vestement , rendront une odeur trés souvraine & fort delectable .	IL faut prendre quantité de roses autant que tu voudras , & les regalles sur une table , & quelques linge desous & dessus , laisse les ainsi jusqu ' à ce qu ' elles soient seiches , c ' est à sçavoir bien essuyez , fait que le lieu où tu les mettras ayent vent & bon air non pas au soleil : Et quand tu verras qu ' elles seront bien seiches , prend rose fine musquée en ta bouche , & éupyé la sur lesdites roses tant qu ' e es deviennent un peu moites : puis recouvre les , & les laisse encore secher de rechef les épuisant de l ' eau susdite jusqu ' à trois fois , ainsi que dit est .
bibbleue1440	odeur	roses	parfaite	coffies				en moins de quatre jours			Apres ce prendra : benjoin , storax & calamita , de chacun un peu , avec deux ou trois grains de musc & demy grain de civette , le tout poudroyé & meslé avec eau rose dans une petite écuelles , répondant sur les roses que tu auras mis dans un plat creux , & ainsi les mesleras tres - bien plusieurs jours .	Incontinent apres mets dedans sa chers ; de linge vne le faits en men eces de cofinets & coads lesdites roses , les jette dans tes coffràs : tu verras qu ' en moins de quatre jours ce qui sera dans lesdirs ; coffies aura pris une telle odeur parfaite .	Si tu n ' y veux faire tant de de pense : seche lesdites rose ; comme dessus , & aye un petit pot , dans lequel mers de l ' eau ro eassez , & sur icelle eau rose jette poudre de flambes blanches , & girofle & musguette avec un pea de muse , laisse le tout bouillir à petit feu ; puis le jette bien menu sur les roses tant qu ' elles en soient humides & moites ; mets - les dans leur sachets comme defsus .
bibbleue1440	parfumer|parfumer									parfumer|parfumer	Si tu n ' y veux faire tant de de pense : seche lesdites rose ; comme dessus , & aye un petit pot , dans lequel mers de l ' eau ro eassez , & sur icelle eau rose jette poudre de flambes blanches , & girofle & musguette avec un pea de muse , laisse le tout bouillir à petit feu ; puis le jette bien menu sur les roses tant qu ' elles en soient humides & moites ; mets - les dans leur sachets comme defsus .	Pour parfumer les Grands .	Prend huile d ' amandres - douce , mets la dans une fiole avec les pommes quì s ' ensuivent ; à sçavoir , un peu de musc , storax , calamita , racine de flambes : le tout bien pulverisé mettras dans la fiole , laquelle faut que tu laisse reposer , & confir nu soleil l ' espace de huit jours ayant tous les jours le soin de mêler lesdites poudres parmy l ' huile avec une baguette , puis aye de l ' eau rose musquée & prend les grands , & les broüille trés - bien d ' icelle eau fur un tailloit laisse les seicher , & fait en cette maniere par trois où quatre fois , & la dernier fois que les Grands seront essuyez , loingt les de l ' huile susdites , & tu verras qu ' ils prendront .
bibbleue1440	odeur|parfum	gans	bonne								Prend huile d ' amandres - douce , mets la dans une fiole avec les pommes quì s ' ensuivent ; à sçavoir , un peu de musc , storax , calamita , racine de flambes : le tout bien pulverisé mettras dans la fiole , laquelle faut que tu laisse reposer , & confir nu soleil l ' espace de huit jours ayant tous les jours le soin de mêler lesdites poudres parmy l ' huile avec une baguette , puis aye de l ' eau rose musquée & prend les grands , & les broüille trés - bien d ' icelle eau fur un tailloit laisse les seicher , & fait en cette maniere par trois où quatre fois , & la dernier fois que les Grands seront essuyez , loingt les de l ' huile susdites , & tu verras qu ' ils prendront .	Encore de làdite huille tu peu oindrelles mains quelque fois , & elle te les rendra bien mollettes , reluisante , & de bonne odeur pour mieux encore entretenir le parfum de tes gans par dedans quand tu les mettras .	Parfums sins .
