Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl1161	Perfume|perjfume|perjfume perjfume|stink		weak|perjfume|perjfume								They told us in the Crowd of other things , that they wrought Miracles in Ger - Tom .	My most dear Child : The Books of the ancient Schoolmen are crowded E man - jy 28 The Pragmatical Jesuit sound Truths , the better , under such palliations , palliations , to disseminate and publish their most unsound Errours : Thus doth a slink offend us more , when ' concomitant with some weak Perfume which ic hath provehiculo , provehiculo , chan if ic singly sets upon us ; the perjfume perjfume procuring for the stink , easier admittance admittance into our sense : .	Thus Poysons are most dangerous and irremediable , when joyned in commission wich a Cordial thac is noc able co resist rhem ; ic serving co conduct conduct chem to che hearc , and being unable co vanquish cheir malignicy : Thus the old Fowlets deceived Pigeons by shewing an exoculated Pigeon leiping and darning in .
bl1161	smell	powders|of wtjich								procures lust|and sets body and soul on fire	■ ^ ^ .	Th ' fttTpave the Frier many akers behind ' : ^ e & lt ; n ^ hat was the casual author of Gunpowder : they make powders , powders , the smell of wtjich procures lust , and sets body and soul on fire .	- they mix the purest paint for women : their abutsdance abutsdance of idle time incites them as to monstrous monstrous evils , - so to marvellous curiosities .
bl1161	smell	ofthe Powder									They both start , one after the ether , at out os a dream , and Vt & gt ; ake .	On with yonr Gloves Sir John , and avert die smell ofthe Powder .	Lucifug .
bl1161	stinks	he									Page , Not just so hard , but harder if I can .	Out , you ditch and dunghill rascal ; foh ; I have kick ' c him till he stinks again .	again .
bl1161	stinks	He|his Ape									Let me give him one kick .	He is a Rogue by Act of Parliament : foh : He or his Ape stinks , or both .	Lucifer .
bl1161	perfumes		mixt|simple								I cook him for a Ballad - singer , till I came necr him : but findinghimafterwards findinghimafterwards to be a Mountebank , I waited upon the sequel .	He had his paints , his White and red for women - , his powders of all colours ; his perfumes , mixt and simple ; his salves for all sores and griefs , he could abate the Drunkards rednesse , and fire in his face , and raise a pale colour colour to beauty , from within : he could awake Appetite , set a man to sleep , byasse byasse nature as he pleas ' d : He could fur nissi a man or woman with new teeth , new eyes , new ears , new noses , new arms , new legs : I expected when he would have said , new Heads , new Hearts .	If my Ears scout it rightly for my Sous , I heard him say , thac he could restore a lost Maiden - head .
bl1163	treafures|perfumes										Rollo .	The fweetnefleof the Arabian winde ftill blowing Upon the treafures of perfumes and ( pices , In all their pride and pleafures call thee Midriff .	Ed .
bl1164	smell		sweet								No I Cannot the breath of Kings doe this ? Di .	No , nor smell sweet it seise , if once the Kings Be but corrupted .	K .
bl1165	stinks	of|of last|last -|- night|night '|' s|s office			of|of last|last -|- night|night '|' s|s						I hate a mor ning * Baw & lt ; .	, Tt a - stinks of last - night ' s office [ _ T ^ ; & gt ; Sulpit .	.
bl1165	smell	a Rose	sweet								Thou would ' st be still thy self , though not a Marius , Belov ' d of me , and charming as thou art .	What ' s in a Name ? that which we call a Rose , By any other name wou ' d smell as sweet .	So Marius , were he not Marius calPd , Be still as dear to my desiring Eyes , Without that Title .
bl1165	reeking	with my Father ' s Gore									e where helics , yourand my only Joy .	* _ his Sword yet reeking with my Father ' s Gore , ' Plunge .	.
bl1165	reeking	Mnrther				in our Streets					Enter two Citizens .	i - dt - tx 7 Hither , oh ! whither ssiall we fly for Safety ? V V Already reeking Mnrther ' s in our Streets , Matrons with infants in their Arms are butcher ' d , And Rome appears one noisome House of slaughter .	2 .
bl1165	stink	I|upon a Tree									Yes , the Rat - catchers have trapp ' d me .	Now must I Be food for Crows , and stink upon a Tree , Whilst Coxcombs strowl abroadon Holy - day ? , To take the Air , and see me rot .	A pox On Fortune , and - a pox on that first Fool That taught the world Ambition .
bl1166	Odour|Vigour			This							She drinks .	This Wine wants Flavour , Sapor , Odour , Vigour ; Tafte it , dear Madam , ' cis as pall and flat At a fee r Fly - flap .	Drawer .
bl1166	fmell	your meaning					We				Or your fpecial Lord Madam .	We fmell your meaning .	As I am vertuons , he deferves yourfmileor whatfoever may moft indear him .
bl1167	smell	nothing					thou				, L \ My Lord .	Dep - Make fast the Chamber - door , stifle the Rey - hole , and the Cran * nies , T must discourse of secret Matters , dost thou smell nothing , Ro * gero .	ha A Ro .
bl1167	Smell						my|my			to offend my|my Nostril	ha A Ro .	Smell & gt ; not anv tbingv my Lord , to offend my Nostril .	Dep .
bl1167	smell	a Rat					I				Dep .	Sirrah , Sirrah , Sirrah , I smell a Rat behind the Hangings : Here ' s no body , ha .	Are there no Trunks to convey secret Voices ? Ro .
bl1168	fmell	your Incenft									Al Book III Argdus and Tartfania .	i o 5 The facred Priefls , whofe voices recommended The daics fucceffe to heaven , and did divide Ableffing ' twixt the Bridegroome , and the Bride ; Which done , and after low obeyfance made , The firft ( while all the reft kept filence J faid : Welcome to Juno ' s facred Courts 5 Draw neare : Vnfpottcd Lovers , welcome t doe mtfeare To touch this holy ground • pa ( fe onfecure ; Our gates ft and open tofucbguefts , as you are ; Our gracious Goddefle grants you your de fires , And hath accepted ofthefc holy fires We offer ' ' d in your name , andtakesapleafure _ To fmell your Incenft , in ft great a meafure Of true delight , that we are bold to fay , She crownesyour vowes , and fmiles upon this day .	So faid , they bowed to the ground , and bleft Themfelves 5 that done they fingled from the reft The noble Bridegroome , and his Princely Bride , And faid , Our gracious Goddeffe be our guide , As we are yours ■ And as they fpake that word , Their vvell - tund voices fweetly did accord With Mufick from the Altar : as along They pait , they gently warbled out this fong : THus inpompe andprieftly pride , To glorious Juno ' s Altar goe we ; Thus to Juno ' s altar fbow we The noble Bridegroome and his Bride • Let Juno ' s hour ely bleftingsfendye As much joy as can attend ye .
bl1169	odours						my				r Cleon .	O get thee wings and flye then , Tell him my love doth burne like vestall fire , Which with his memory , richer than all spices , Dispersed odours round about my soule .	And did refresh it when twas dull and fad , With thinking of his absence .
bl1169	smell	a|a match agen			a|a		I				lac .	I smell a match agen .	the Duke will fetch her about & gt ; here was another Ambassador at dinner , and his Highnesse F $ s So The Grateful / Servant .
bl1169	smell						he|I				Exeunt Enter lacomo .	I ac More privateroome said he / I smell a businesse , I thought this gamster had beene gone , is it e ' ne so , have at your burrough Madanijhc ' sa shrewd Ferret I can tell you , and j ' ust in the nicke here comes the Warrener .	Enter Lodwicke .
bl1169	smell	the fiend					J				.	thinks J smell the fiend still .	lac .
bl1170	stinking|stinking	Foot	stinking|stinking								But then the Second Fit comes not fo Jirong , Like fecond Agues , neither fierce nor l & amp ; ng : What you bave known before , grows fooner ft a / & lt ; ? , And Iefo provohgs you , then an untold tale .	That but tefrefhes what before you knew y But this difcovers fomething that is new \ Hence ' tis , that at new flays you come fo foon , hike Bride - grooms , hot , to go to Bede ' re neon ! Or , if you are det ain3 d some little space , The stinking Foot mans sent to keep your place .	But , when a flays rt & lt ; ui & lt ; v d , you stay and dine , And drinkjill three , and then comtfdropping in \ As Husband after absence , wait all day , And decently for Spouse till bedtime stay , \ So , e ' re the Brethren ' s liberal jit was spent , } The first wife Nonconformists under - went & gt ; With ease , and batten d in imprisonment } For greater gains , his t , eal refused the less \ Each day to him was worth a Diocess .
bl1171	stench	of this fiUhy place					I				Lady .	Oh he has bruised me , and lamed me , and I am almost dead with the stench of this fiUhy place , either I am remov ' d by Enchantment , or they have given me Opium , and in a dead sleep they have brought me hither , are you in earnest ? Look on me , do you not know my Lady Lovemore ? - I ' ll give you a hundred pound and carry me home .	[ They both laugh .
bl1171	stinking|stinking	Leather Leather Breeches|a Lecher Apron	stinking|stinking				in my Nostrils				Husband , Sir Richard , what a Pox has ( he Knighted me & gt ; my Name is Ze / tV / too , heres ' a jest indeed .	Lady , Hah he ' s gone , he ' s noc i ch ' Bed , Oh Heaven ! wheream I ? foh , whac savour is this in my Nostrils , here are stinking Leather Leather Breeches and a Lecher Apron , here are Canvas Sheets and fil - thy ragged Curtans , a beastly Rug and a Flock bed .	• am I awake ? or A Comical Tra ? isformation ] fy Rowl .
bl1171	smells	he			like a Nosegay						Nell .	Oh rare sweet man ! he smells all over like a Nosegay , Heaven preserve my wits .	( Aside ) Enter Rowland , Longmore , and all the servants Sir Rich .
bl1171	smelling	Beer	Strong			in her House					Teen 2 The Devil of a Wife : Or , Nell .	O Lord Husband , the new Lady , they fay , will not suffer a Stranger to come into her House , she grudges a draught of Small Beer , and several of this Town have come Home with broken Heads from her Ladiships own hands , forbut smelling Strong Beer in her House .	Jobson ' .
bl1171	stinks	the Beast|of|Leather apron|Pitch|Grease|foul Linnen									[ He kisses her and smacks \ Lady .	Ohfoh , how the Beast stinks of Cheese , Leather apron , Pitch , Grease , foul Linnen and old Shoes .	( Aside ) Enter the Country Fellow with two or three more with him , C .
bl1171	fume						the vain				Why Neighbour Jobson ? why dont you put on your Bond , and goto the Hall place ? Jobson .	Let the vain Sparkle on fume all his sore , In keeping an expensive Whore , .	For others to employ .
bl1171	Whores|perfumes						you				For all those snares , and baits he pay \ Which sie for other Gallants lays , And he mujl leajl enjoy .	Keep Whores then as perfumes you wear , Of which your selves hhve the leaf si } are : Of othersCUps partak ? .	Tour Bodies bring to the Surgeons hands , And to the Scriveners all your Lands : And give her your lafi Stake .
bl1172	smell	Tree	sweet			on Libanus					Cedar , Ktcs & gt ; ® - , Gr .	a tall growing Tree of a sweet smell , frequent on Libanus , a Mountain in Syria , famous for them in Scripture , Psal .	29 .
bl1172	Odoriferous|Odoriferous|perfumed|perfumed	Wings	Odoriferous|Odoriferous|perfumed|perfumed	Gales							1 57 .	Fanning their Odoriferous Wings ; Now pleasant Gales waving their perfumed Wings on all sides , bestow Natural Sweetness , and tell from whence they came , rich with those precious precious Spoils .	Odoriferous , that has a pleasing Smell : Odorifents , Lat .
bl1172	Smell	Odorifents	Odoriferous|pleasing								Fanning their Odoriferous Wings ; Now pleasant Gales waving their perfumed Wings on all sides , bestow Natural Sweetness , and tell from whence they came , rich with those precious precious Spoils .	Odoriferous , that has a pleasing Smell : Odorifents , Lat .	OJoriferam Panaceam , Æn .
bl1172	Perfumes	Natural|Nativus									158 .	Native Perfumes ; Natural Sweets ; such as grow , Nativus , Lat .	Perfume , - of the Fr .
bl1172	Perfume	of the Fr .									Native Perfumes ; Natural Sweets ; such as grow , Nativus , Lat .	Perfume , - of the Fr .	Parfum , quasi per fumum , made by laying sweet smelling Shrubs on Fire , whose Fumes refresh refresh or please the Scent .
bl1172	smelling|smelling|Scent	Shrubs	sweet smelling|smelling								Perfume , - of the Fr .	Parfum , quasi per fumum , made by laying sweet smelling Shrubs on Fire , whose Fumes refresh refresh or please the Scent .	V .
bl1172	smell|Odours	Balm - Tree|its				in Judea			at the sacking of their chief City		Balmy , sweet , delicious , of B - Awjhw , Gr .	the Balm - Tree preferable for its smell to all other Odours , growing only in Judea , and near to Destruction by the Malice of the Jews , at the sacking of their chief City , as Pliny relates .	Saviere in Arbufiulum hum Judai , ficut in vitam quoque Jiiam , contra defendire Romani , ( 3 dimicatumpro dimicatumpro frudee est , Lib .
bl1172	Perfumes	The Juice|the Seed|the Bark|the Wood	extraordinary								25 .	The Juice , the Seed , the Bark , and the Wood it self are extraordinary Perfumes .	Quid tibi Odorato refer am fitdantia ligno Balsama .
bl1172	Odours|Perfumes	Cassia|Myrrh|Cinnamon|Frankinsenle	Sabean|rich								1 62 .	Sabean Odours ; High and rich Perfumes , like the Pretious Breaths of the Sabeans , Inhabitants of Saba , chief City of Arabia Fœlix , ( Arable the Blest ) rich in Balm , Cassia , Myrrh , Cinnamon , Frankinsenle , ( 3c .	sosomuch that they used nothing but perfumed Wood in their Kicchins .
bl1172	perfumed|perfumed	Wood	perfumed|perfumed								Sabean Odours ; High and rich Perfumes , like the Pretious Breaths of the Sabeans , Inhabitants of Saba , chief City of Arabia Fœlix , ( Arable the Blest ) rich in Balm , Cassia , Myrrh , Cinnamon , Frankinsenle , ( 3c .	sosomuch that they used nothing but perfumed Wood in their Kicchins .	Non alia Ligni Genera in usitsunt quam Odor at a ; Ci ' basque ccquunt tut it Ligno , alii Myrrh * .
bl1172	smelling|smelling|perfumed|perfumed	Spicy Shoar|Coast	sweet smelling|smelling|perfumed|perfumed								I .	The Spicy Shoar ; The sweet smelling Coast , the perfumed Country .	Spicy , of the Fr .
bl1172	Perfumes	Efpiees|Efpiees									Spicy , of the Fr .	Efpiees , Efpiees , Perfumes .	V .
bl1172	Odorous|Odorous|Breaths|perfumed	Sweets	Odorous|Odorous|extraordinary sweet								1 66 .	These Odorous Sweets ; These extraordinary sweet Breaths and perfumed Winds ; a Redundancy .	Odorous , Odorus , Lat .
bl1172	Odorus|Odorus		Odorous|Odorus|Odorus								These Odorous Sweets ; These extraordinary sweet Breaths and perfumed Winds ; a Redundancy .	Odorous , Odorus , Lat .	that smells well , yeilding a good smell , as also quick of smelling , that has a good Nose , as Odor a Canum vis , Æn .
bl1172	smells|smell|smelling|Odor		well|good							that has a good Nose	Odorous , Odorus , Lat .	that smells well , yeilding a good smell , as also quick of smelling , that has a good Nose , as Odor a Canum vis , Æn .	4 .
bl1172	Smell	Fume|of Fumus									Vers 8 .	Fume , a Smell , of Fumus , Lat .	Smoak .
bl1172	smell	of Infants Blood sacrificed							when		662 .	The Night - Hag when call ' d in secret ; None so deform ' d and disinal attend the chief Night - Witch , when summon ' d in private , and allured by the smell of Infants Blood sacrificed to her , ( he comes flying through the Air , to Dance and Revel with her Lapland Consorts , while the sickning Moon faints at their direful Charms .	Hag is by a great Master in Etymologies deduced from the Lar .
bl1172	smell|smell	of Infant - Blood|of some poor Infants Blood	reeking								664 .	Lufd with the smell of Infant - Blood ; Invited , allured , drawn by the reeking smell of some poor Infants Blood .	I find Horace in his Invective on Candia , accuseth her of making use of Frogs Blood in her Incantations ; Et untla ttcrpis ova Rana sanguine * .
bl1172	Odour	Distill ' d Ambrosia|with Immortal Sweetnesi									57 .	Distill ' d Ambrosia , dr apt with Immortal Sweetnesi ; An Odour by which the Poetick Gods and Goddesses were discovered , when so disguise appearing to their Relatives , one of the Dignofticks of a Deity , so Virgil of his Venus entertaining her Son Æneas , Ambrost .	cque Coma Divinum Vertice Od rem Spiraverc .
bl1172	smelling|smelling	Gumms|Fruits|Flowrs	sweet smelling|smelling								Book XL 303 Our frailty can sustain , thy tydings bring , Departure from this happy place , our sweet Recess , and onely consolation left Familiar to our eyes , all places else Inhospitable appear and desolate , Nor knowing us nor known : and if by prayer Incessant I could hope to change the will Of him who all things can , I would not cease To weary him with my assiduous cries : But prayer against his absolute Decree No more avails than breath against the wind , Blown stifling back on him that breaths it forth : Therefore to his great bidding I submit .	This most afflicts me , that departing hence , As from his face I sliall be hid , depriv ' d His blessed count ' nance ; here I could frequent , With worship , place by place where he vouchsaf ' d Presence Divine , and to my Sons relate ; On this Mount he appear ' d , under this Tree Stood visible , among these Pines his voice I heard , here with him at this Fountain talk ' d : So many gratefull Altars I would rear Of graslie Turf , and pile up every Stone Of lustre from the brook , in memory , Or monument to Ages , and thereon Offer sweet smelling Gumms and Fruits and Flowrs : In yonder nether World where shall I seek His bright appearances , or footstep trace ? For though I fled him angry , yet recaU ' d To life prolong ' d and promis ' d Race , I now Gladly behold though but his utmost skirts Of glory , and far off his steps adore .	To Book XI .
bl1172	smells	With flourets	fragrant								Whom thus th ' Angelick Vertue answer ' d mild , Adam , I therefore came , nor art thou such Created , or such place hast here to dwell , As may not oft invite , though Spirits of Heav ' n To visit thee ; lead on then where thy Bower O ' ershades ; for these mid - hours , till Evening rise I have at will .	So to the Sylvan Lodge They came , that like Pomona ' s Arbour smil ' d With flourets deck ' d and fragrant smells ; jbut Eve Undeckt , save with her self more lovely fair Than Wood - Nymph , or the fairest Goddess feign ' d Of three that in Mount Ida naked strove , Stood to entertain her guest from Heav ' n ; no veil She needed , Vertue - proof , no thought infirm Alter ' d her cheek .	On whom the Angel Hail Bestow ' d , the holy salutation us ' d Long after to blest Mary , second Eve .
bl1172	smells		ichoieest								Some such resemblances methinks I find Of our last Evenings talk , in this thy dream But with addition strange ; yet be not fad - Evil into the mind of God ori Man May come and go & gt ; so unapprov ' d , and leave No spot or blame behind : Which gives me hope That what in sleep thou didst abhor to dream , Waking thou never wilt consent to doe .	Be not difheart ' nd then , nor cloud those looks That wont to be more chearfidl and serene Than when fair Morning first smiles on the World , And let us to our fresh imployments rise Among thc Groves , the Fountains , and the Flowrs That open now their , ichoieest bofom ' d smells _ _ _ _ .	.
bl1172	odours	on Roses	liquid			in some pleasant Cave	WHat slender Youth|thee				Quis multa gracilis te puer in Rosa , Ren - dred almost word for word without Rhyme , according to the Latin Measure , as near as the Language will permit .	WHat slender Youth bedew ' d with liquid odours Courts thee on Roses in some pleasant Cave , Pyrrha for whom bind ' st thou In wreaths thy golden Hair , Plain in thy neatness ; O how oft stall he On Faith and changed Gods complain : and Seas Rough with black winds and storms Unwonted stall admire : Who now enjoys thee credulous , all Gold , Who always vacant always amiable Hopes thee ; of flattering gales Unmindful .	Hapless they To whom thou untry ' d scem ' st fair .
bl1172	odoriferous|odoriferous|perfumes		odoriferous|odoriferous|Native								, , _ E .	And higher than that wall a circling , row , Of goodliest Trees loaden with fairest Fruit , Blossoms and Fruits at once a golden hue Appear ' d , with gay enamel ' d colours mixt : n t , On which the Sun more glad impreis ' d his beams Than in fair Evening Cloud , or humid Bow , When God laath ( howr ' d the Earth ; so lovely seem ' d That Lantskip : And of pure now purer air Meets his approach , and to the heart inspires Vernal delight and joy , able to drive All sadness but despair : now gentle gales Fanning their odoriferous wings dispense Native perfumes , and whisper whence they stole Those balmy spoils .	As when to them who fail Beyond the Cape of Hope , , and now are past Mozambick , off at Sea North - East winds blow Sabean Odours from the spicy shoar Of Arabie the blest , with such delay Well pleas ' d they flack their course , and many a League Chear ' d with the gratefull smell old Ocean smiles .
bl1172	Odours|smell	from the spicy shoar Of Arabie	Sabean|gratefull	North - East winds							And higher than that wall a circling , row , Of goodliest Trees loaden with fairest Fruit , Blossoms and Fruits at once a golden hue Appear ' d , with gay enamel ' d colours mixt : n t , On which the Sun more glad impreis ' d his beams Than in fair Evening Cloud , or humid Bow , When God laath ( howr ' d the Earth ; so lovely seem ' d That Lantskip : And of pure now purer air Meets his approach , and to the heart inspires Vernal delight and joy , able to drive All sadness but despair : now gentle gales Fanning their odoriferous wings dispense Native perfumes , and whisper whence they stole Those balmy spoils .	As when to them who fail Beyond the Cape of Hope , , and now are past Mozambick , off at Sea North - East winds blow Sabean Odours from the spicy shoar Of Arabie the blest , with such delay Well pleas ' d they flack their course , and many a League Chear ' d with the gratefull smell old Ocean smiles .	So 7 * Shall Book III .
bl1172	odorous|odorous breath	of morn|slumb|leaves|tassel ' d horn	odorous|odorous								And from the Boughs brush off the evil dew , And heal the harms of thwarting thunder blew , Or what the cross dire - looking Planet smites , Or hurtful Worm with canker ' d venom bites .	When Ev ' ning gray doth rise , I fetch my round Over the mount , and all this hallow ' d ground , And early e ' re the odorous breath of morn Awakes the slumb ' ring leaves , or tassel ' d horn Shakes the high thicket , haste I all about , Number my ranks , and visit every sprout With puissant words , and murmurs made to bless , But else in deep of night when drowsiness Hath lock ' t up mortal Sense , then listen I To the celestial Sirens harmony , That sit upon the nine enfolded Sphears , And sing to those that hold the vital shears , And turn the Adamantine spindle round , On which the fate of Gods and men is wound .	Such sweet compulsion doth in musick ly , To lull the daughters of Necessity , Such a rural Queen All Arcadia hath not seen .
bl1172	fragrant|fragrant	Flowers|Greens	fragrant|fragrant								Apoll .	mentions Many , in vvhich not only the choicest Trees and Ft uits , the most sweet and beautiful Flowers , the most fragrant and lasting Greens , but Multitudes of living Creatures of the selectest sorts were enclosed ; whence Aul .	Gel ! .
bl1172	smell	All Trees									Beneath him with new wonder now he views To all delight of humane fense expos ' d In narrow room Natures whole wealth , yea more , A Heav ' n on Earth .	; for blissfull Paradise Of God the Garden was , by him in th ' East Of Eden planted ; Eden stretch ' d her Line From Auran Eastward to the Royal Towrs Of great Seleucia , built by Grecian Kings , Or where the Sons of Eden long before Dwelt in Telaffar : In this pleasant soil His far more pleasant Garden God ordain ' d ; Out of the fertile ground he caus ' d to grow All Trees of noblest kind for sight , smell , taste ; And all amid them stood the Tree of Life High eminent , blooming Ambrosial Fruit Of vegetable Gold ; and next to Life Our Death the Tree of Knowledge grew fast by , Knowledge of Good bought dear by knowing 111 .	Southward through Eden went a River large , Nor chang ' d his course , but through the shaggy hill Pass ' d underneath ingulfs , for God had thrown That Mountain as his Garden mold high rais ' d Upon the rapid current , which through veins Of porous Earth with kindly thirst up drawn Rose a fresh Fountain , and with many a rill Water ' d the Garden ; thence united fell Down the steep glade , and met the neather Floud , Which from his darksome passage now appears , And Samson Agonistes .
bl1172	fragrant|fragrant|fragrance		fragrant|fragrant						after showers		With thee conversing I forget all time , All seasons and their change , all please alike .	Sweet is the breath of morn , her rising sweet , With charm of earliest Birds ; pleasant the Sun When first on this delightfull Land he spreads His orient Beams , on Herb , Tree , Fruit and Flower , Glistring with dew ; fragrant the fertile Earth After soft showers ; and sweet the coming on Of gratefull Evening mild , then silent Night With this her solemn Bird and this fair Moon , And these the Gems of Heav ' n , her starry train : But neither breath of Morn , when she ascends With charm of earliest Birds , nor rising Sun On this delightfull Land , nor Herb , Fruit , Flower , Glistring with dew , nor fragrance after showers , Nor gratefull Evening mild , nor silent Night With this her solemn Bird , nor walk by Moon , Or glittering Star - light without thee is sweet .	But wherefore all night long shine these , for whom This glorious sight , when sleep hath shut all eyes ? To whom our general Ancestour replied .
bl1172	reek						she				Aquila , Lac Duh the Eagle mount up at thy - command ? and make her neft on high .	she dwelleth on the reek .	, upon the crag of tbe reck .
bl1172	perfumes		rich|d								The visage quite transforms of him that drinks , And the inglorious likeness of a beast Fixes instead , unmoulding reason ' s mintage Character ' d in the face ; this have I learn ' t Tending my flocks hard by i ' th ' hilly crofts , That brow this bottom glade , whence night by night He and his monstrous rout are heard to howl Like stabl ' d Wolves , or Tigers at their prey , Doing abhorred rites to Hecate In their obscured haunts of inmost bowers , Yet have they many baits , and guileful spells , To inveigle and invite th ' unwary sense Of them that pass unweeting by the way .	This evening late , by then the chewing flocks Had ta ' ne their supper on the savoury Herb Of Knot - grass dew - bespent , and were in fold , j I sate me down to watch upon a bank With Ivy canopied , and interwove With flaunting Hony - suckle , and began , Wrapt in a pleasing fit of melancholy , To meditate upon my rural minstrelsie , Till fancy had her fill , but e ' re a close I The wonted roar was up amidst the Woods , And fill ' d the Air with barbarous dissonance , At which I ceas ' t , and listen ' d them a while , Till an unusual stop of sudden silence Gave respit to the drowsie frighted steeds That draw che litter of close curtain ' d sleep ; At last a soft and solemn breathing sound Rose like a steam of rich distill ' d perfumes , And stole upon the Air , that even Silence Was took e ' re she was ware , and wifht she might .	Deny her Nature , and be never more Still to be so displac ' t .
bl1172	odorous|odorous|fume|fume	sweets|with the filhy|filhy fume|fume	odorous|odorous|filhy|filhy								Paradise Lost .	So entertain ' d those odorous sweets the Fiend Who came their bane , though with them better pleas ' d Than Afmodeus with the filhy fume , That drove him , though enamour ' d , from the Spouse Of Tobiis Son , and with a vengeance sent From Media post to Ægypt , there fast bound .	Now to th ' ascent os that steep savage Hill Satan had journied on , pensive and slow ; But farther way found none , so thick entwin ' d , As one continu ' d brake , the undergrowth Of shrubs and tangling bushes had perplext All path of Man or Beast that past that way : One Gate there onely was , and that look ' d East On th ' other side : which when th ' arch - felon saw Due entrance he disdain ' d , and in contempt , At one slight bound high over leapt all bound Of Hill or highest Wall , and sheer within Lights on his feet .
bl1172	odorous|odorous	Trees	odorous|odorous								Paradise Lost .	93 And now divided into four main Streams , Runs divers , wandring many a famous Realm And Countrey whereof here needs no account , But rather to tell how if Art could tell , How from that Saphire Fount the crisped Brooks , Rolling on Orient Pearl and sands of Gold , With mazy errour under pendant shades Ran Nectar , visiting each plant and fed Flowers worthy of Paradise which not nice Art In Beds and curious Knots , but Nature bodn Pour ' d forth profuse on Hill , and Dale , and Plain , Both where the morning Sun first warmly smote The open field , and where the unpierc ' d shade Imbround the noontide Bowers : thus was this place , A happy rural scat of various view ; Groves whose rich Trees wept odorous & lt ; Gums and Balrn ^ Others whose fruit burnisht with Golden Rind Hung amiable , Hesperian Fables true , j If tru here onely , and of delicious taste : - .	Betwixt them Lawns , or level Downs and Flocks Grafing the tender herb , were interpos ' d , ; f , L Or palmie hillock , or the flowry lap i [ & lt ; ■ Of some irriguous Valley spread her store , ir Flowers of all hue , and without Thorn the Rose : a V Another side , umbrageous Grots and paves Of cool recess , o ' er which the mantling Vine Lays forth her purple Grape , and gently creeps Luxuriant ; mean while murmuring waters fall Down the slope hills , disperst , or in a Lake , That to the fringed Bank with Myrtle crown ' d , Her crystal mirrour holds , unite their streams .
bl1172	smell	of field and Grove									Betwixt them Lawns , or level Downs and Flocks Grafing the tender herb , were interpos ' d , ; f , L Or palmie hillock , or the flowry lap i [ & lt ; ■ Of some irriguous Valley spread her store , ir Flowers of all hue , and without Thorn the Rose : a V Another side , umbrageous Grots and paves Of cool recess , o ' er which the mantling Vine Lays forth her purple Grape , and gently creeps Luxuriant ; mean while murmuring waters fall Down the slope hills , disperst , or in a Lake , That to the fringed Bank with Myrtle crown ' d , Her crystal mirrour holds , unite their streams .	The Birds their Choir apply ; Airs , vernal Airs , Breathing the smell of field and Grove , attune The trembling leaves , while Universal Pan O Knit Paradise Loft .	Book .
bl1172	fragrance		nly								At once on th ' Eastern cliff of Paradise He lights , and to his proper shape returns A Seraph wing ' d ; six wings he wore , to shade His lineaments Divine ; the pair that clad Each shoulder broad , came mantling o ' er his breast With regal Ornament ; the middle pair Girt like a Starry zone his waste , and round Skirted his loins and thighs with downy Gold And colours dipt in Heav ' n ; the third his feet Shadow ' d from either heel with feather ' d mail Sky tinctur ' d grain .	Like Maia ' s son he stood , And shook his Plumes , that Heav ' nly fragrance fill ' d The circuit wide .	Streight knew him all the Bands Of Angels under ' watch ; and to his state , And to his message high in honour rise ; For on some message high they guess ' d him bound .
bl1172	Odours	Cassia|Nard|Balm	flowring								Streight knew him all the Bands Of Angels under ' watch ; and to his state , And to his message high in honour rise ; For on some message high they guess ' d him bound .	Their glittering Tents he pass ' d , and now is come Into the blissful ! field , through Groves of Myrrhe , Aod flowring Odours , Cassia , Nard and Balm ; A Wilderness of sweets ; for Nature here Wanton d as in her prime , and play ' d at will Her Virgin Fancies , pouring forth more sweet , Wild above Rule or Art : enormous bliss .	Him through the spicy Forest onward come Adam discern ' d , as in the door he fate Of his cool Bower , while now the mounted Sun Shot down direct his fervid Rays to warm Earths inmost womb , more warmth than Adam needs ? And Eve within , due at her hour prepaid For BQQKE .
bl1172	odours	with rosie Twine|dropping Wine	Dropping								Mean while welcome Joy , and Feast , Midnight sliout , and revelry , Tipsie dance , and Jollity .	Braid your Locks with rosie Twine Dropping odours , dropping Wine .	Rigor now is gon to bed , And Advice with scrupulous head , I I Notes on Milton ' x Taradise Loft .
bl1172	odours	fruits|eyes									I had not thought to have unlockt my lips In this unhallow ' d air , but that this Jugler Would think to charm my judgement , as mine ears To those budge Doctors of the Stoick Furr , And fetch their precepts from the Cynick Tub , Praising the lean and sallow Abstinence .	Wherefore did Nature pour her bounties forth , With such a full and unwithdrawing hand , Covering the earth with odours , fruits , and eyes .	Obtruding false Rules , prancktin Reason ' s garb .
bl1172	smell	Stone|its			of a Bitumen				when burnt		2 .	But later Experience has diseovered it to be a kind of Petroleum , sweating out of the Rocks in the Sinus Botnicus , the Botnar Sea , ( running into , or rather being a part of the Baltic ) where it has been found hanging down like Isickles , thence dropping on Flies or small Animals , and Embalming them in transparent and perspicuous Tombs , is in the Spring when the melted Snows fill those Caverns , washt out and set a - fioating , and by the Salt - wash its viscosity is hardened into a sort of Stone , which , when burnt , betrays it self by its smell to be of the nature of a Bitumen .	V .
