Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
ro1882	smell|smell|odoriferous|odoriferous|smell	particles of their prey	odoriferous|odoriferous	the|in the water		on the surface of the water	they|them|they				Although it is not the external air which they inspire that produces smell , I believe it is the air retained in the nostril out of the current of respiration , which by being impregnated with the odoriferous particles contained in the water during the act of blowing , is applied to the organ of smell .	It might be supposed , that they could smell the air on the surface of the water by every inspiration , as animals do on land ; and probably they may : but this will not give them the power to smell the odoriferous particles of their prey in the water at any depth ; and as their organ is not fitted to be affected by the application of water , and as they cannot suck water into the nostril , without the danger of its passing into the lungs , it cannot be by its application to this organ that they are enabled to smell .	Some have the power of throwing the water from the mouth through the nostril , and with such force as to raise it thirty feet high : this must answer some important purpose , although not immediately evident to us .
ro1882	smell|smelling	air|of the external air									Some have the power of throwing the water from the mouth through the nostril , and with such force as to raise it thirty feet high : this must answer some important purpose , although not immediately evident to us .	As the organ appears to be formed to smell air only , and as I conceive the smelling of the external air could not be of use as a sense .	I therefore believe , that they do not smell in inspiration ; yet let us consider how they may be supposed to smell the odoriferous particles of the water .
ro1882	smell|smell|odoriferous|odoriferous	they|they|particles of the water	odoriferous|odoriferous								As the organ appears to be formed to smell air only , and as I conceive the smelling of the external air could not be of use as a sense .	I therefore believe , that they do not smell in inspiration ; yet let us consider how they may be supposed to smell the odoriferous particles of the water .	The organ of smell is out of the direct road of the current of air in inspiration ; it is also out of the current of water when they spout ; may we not suppose then , that this sinus contains air , and as the water passes in the act of throwing it out , that it impregnates this reservoir of air , which immediately affects the sense of smell .
ro1882	smell|smell						The organ of			which immediately affects	I therefore believe , that they do not smell in inspiration ; yet let us consider how they may be supposed to smell the odoriferous particles of the water .	The organ of smell is out of the direct road of the current of air in inspiration ; it is also out of the current of water when they spout ; may we not suppose then , that this sinus contains air , and as the water passes in the act of throwing it out , that it impregnates this reservoir of air , which immediately affects the sense of smell .	This operation is probably performed in the time of expiration , because it is said that this water is sometimes very offensive ; but all this I only give as conjecture .
ro1882	offensive|offensive	this water	very offensive|offensive					sometimes			The organ of smell is out of the direct road of the current of air in inspiration ; it is also out of the current of water when they spout ; may we not suppose then , that this sinus contains air , and as the water passes in the act of throwing it out , that it impregnates this reservoir of air , which immediately affects the sense of smell .	This operation is probably performed in the time of expiration , because it is said that this water is sometimes very offensive ; but all this I only give as conjecture .	If the above solution is just , then only those which have the organ of smell can spout , a fact worthy of enquiry .
ro1882	smell						the organ of				This operation is probably performed in the time of expiration , because it is said that this water is sometimes very offensive ; but all this I only give as conjecture .	If the above solution is just , then only those which have the organ of smell can spout , a fact worthy of enquiry .	The organ of smell would appear to be less necessary in these animals than in those which live in air , since some are wholly deprived of it ; and the organ in those which have it is extremely small , when compared with that of other animals , as well as the nerve which is to receive the impression , as was observed above .
ro1885	smell	It|of|of inflammable air									But it is an objection to this hypothesis , that the inflammable air produced in this manner burns blue , and not at all like that which is produced from iron , or any other metal , by means of an acid .	It has also the smell of that kind of inflammable air which is produced from vegetable substances .	Besides , oil of vitriol without water , will not dissolve iron ; nor can inflammable air be got from it , unless the acid be considerably diluted ; and when I mixed brimstone with the chalk , neither the quality nor the quantity of the air was changed by it .
ro1885	smell	a fresh cabbage leaf|the leaf|of putrefaction									In repeating this experiment , care must be taken to draw away all the dead leaves from about the plant , lest they should putrefy , and affect the air .	I have found that a fresh cabbage leaf , put under a glass vessel filled with common air , for the space of one night only , has so far affected the air , that a candle would not burn in it the next morning , and yet the leaf had not acquired any smell of putrefaction .	1 Finding that candles burn very well in air in which plants had grown a long time , and having had some reason to think , that there was something attending vegetation , which restored air that had been injured by respiration , I thought it was possible that the same process might also restore the air that had been injured by the burning of candles .
ro1885	effluvia|vitiated|smell	of these two plants|the essential oil of mint|groundsel|which	aromatic|offensive								This remarkable effect does not depend upon any thing peculiar to mint , which was the plant that I always made use of till July 1772 ; for on the 16th of that month , I found a quantity of this kind of air to be perfectly restored by sprigs of balm , which had grown in it from the 7th of the same month .	That this restoration of air was not owing to any aromatic effluvia of these two plants , not only appeared by the essential oil of mint having no sensible effect of this kind ; but from the equally complete restoration of this vitiated air by the plant called groundsel , which is usually ranked among the weeds , and has an offensive smell .	This was the result of an experiment made the 16th of July , when the plant had been growing in the burned air from the 8th of the same month .
ro1885	smell|smell	Inflammable|Inflammable air|air	very strong|offensive|of three different kinds	Inflammable|Inflammable air|air					when it is made by a quick process|according as the air is extracted from mineral , vegetable , or animal substances		To what this difference is owing , I cannot tell .	Inflammable air , when it is made by a quick process , has a very strong and offensive smell , from whatever substance it be generated ; but this smell is of three different kinds , according as the air is extracted from mineral , vegetable , or animal substances .	The last is exceedingly fetid ; and it makes no difference , whether it be extracted from a bone , or even an old and dry tooth , or from soft muscular flesh , or any other part of the animal .
ro1885	fetid|fetid	The last	exceedingly fetid|fetid								Inflammable air , when it is made by a quick process , has a very strong and offensive smell , from whatever substance it be generated ; but this smell is of three different kinds , according as the air is extracted from mineral , vegetable , or animal substances .	The last is exceedingly fetid ; and it makes no difference , whether it be extracted from a bone , or even an old and dry tooth , or from soft muscular flesh , or any other part of the animal .	The burning of any substance occasions the same smell : for the gross fume which arises from them , before they flame , is the inflammable air they contain , which is expelled by heat , and then readily ignited .
ro1885	smell|fume	them	same|gross						The burning of any substance|before they flame		The last is exceedingly fetid ; and it makes no difference , whether it be extracted from a bone , or even an old and dry tooth , or from soft muscular flesh , or any other part of the animal .	The burning of any substance occasions the same smell : for the gross fume which arises from them , before they flame , is the inflammable air they contain , which is expelled by heat , and then readily ignited .	The smell of inZ 2 flammable flammable air is the very same , as far as I am able to perceive , from whatever substance of the same kingdom it be extracted .
ro1885	smell	of inZ 2 flammable flammable air	the very same				I				The burning of any substance occasions the same smell : for the gross fume which arises from them , before they flame , is the inflammable air they contain , which is expelled by heat , and then readily ignited .	The smell of inZ 2 flammable flammable air is the very same , as far as I am able to perceive , from whatever substance of the same kingdom it be extracted .	Thus it makes no difference whether it be got from iron , zinc , or tin , from any kind of wood , or , as was observed before , from any part of an animal .
ro1885	inflammable|inflammable|smell	it		inflammable|inflammable air		even through the water			in a glass vessel standing in water		Thus it makes no difference whether it be got from iron , zinc , or tin , from any kind of wood , or , as was observed before , from any part of an animal .	If a quantity of inflammable air be contained in a glass vessel standing in water , and have been generated very fast , it will smell even through the water , and this water will also soon become covered with a thin film , assuming all the different colours .	If the inflammable air have been generated from iron , this matter will appear to be a red okre , or the earth of iron , as I have found by collecting a considerable quantity of it ; and if it have been generated from zinc , it is a whitish substance , which I suppose to be the calx of the metal .
ro1885	smell		offensive|much stronger								Inflammable air , made by a violent effervescence , I have observed to be much more inflammable than that which is made by a weak effervescence , whether the water or the oil of vitriol prevailed in the mixture .	Also the offensive smell was much stronger in the former case than in the latter .	The greater degree of inflammability appeared by the greater number of successive explosions , when a candle was presented to the neck of a phial filled with it .
ro1885	putrid|putrid		putrid|putrid								Though air tainted with putrefaction extinguishes flame , I have not found that animals or vegetables putrefying in inflammable air render it less inflammable .	But one quantity of inflammable air , which I had set by in May 1771 , along with the others above mentioned , had had some putrid flesh in it ; and this air had lost its inflammability , when it was examined at the same time with the other in the December following .	The bottle in which this air had been kept , smelled exactly like very strong Harrowgate water .
ro1885	smelled			The bottle|this	like very strong Harrowgate water						But one quantity of inflammable air , which I had set by in May 1771 , along with the others above mentioned , had had some putrid flesh in it ; and this air had lost its inflammability , when it was examined at the same time with the other in the December following .	The bottle in which this air had been kept , smelled exactly like very strong Harrowgate water .	I do not think that any person could have distinguished them .
ro1885	noxious|noxious		noxious|noxious	air							When animals die upon being put into air in which other animals have died , after breathing in it as long as they could , it is plain that the cause of their death is not the want of any pabulum vitae , which has been supposed to be contained in the air , but on account of the air being impregnated with something stimulating to their lungs ; for they almost always die in convulsions , and are sometimes affected so suddenly , that they are irrecoverable after a single inspiration , though they be withdrawn immediately , and every method has been taken to bring them to life again .	They are affected in the same manner , when they are killed in any other kind of noxious air that I have tried , viz .	fixed air , inflammable air , air filled with the fumes of brimstone , infected with putrid matter , in which a mixture of iron filings and brimstone has stood , or in which charcoal has been burned , or metals calcined , or in nitrous air , & amp ; c .
ro1885	fumes|fumes|putrid|putrid	fumes|fumes of brimstone|matter	putrid|putrid								They are affected in the same manner , when they are killed in any other kind of noxious air that I have tried , viz .	fixed air , inflammable air , air filled with the fumes of brimstone , infected with putrid matter , in which a mixture of iron filings and brimstone has stood , or in which charcoal has been burned , or metals calcined , or in nitrous air , & amp ; c .	If a mouse ( which is an animal that I have commonly made use of for the purpose of these experiments ) can stand the first shock of this stimulus , or has been habituated to it by degrees , it will live a considerable time in air in which other mice will die instantaneously .
ro1885	effluvium		noxious						loaded by animal respiration|absorbed by standing without agitation in fresh or salt water		In these , my guide has generally been to consider the influences to which the atmosphere is , in fact , exposed ; and , as some of my unsuccessful trials may be of use to those who are disposed to take pains in the farther investigation of this subject , I shall mention the principal of them .	The noxious effluvium with which air is loaded by animal respiration , is not absorbed by standing without agitation in fresh or salt water .	I have kept it many months in fresh water , when , instead of being meliorated , it has seemed to become even more deadly , so as to require more time to restore it , by the methods which will be explained hereafter , than air which has been lately made noxious .
ro1885	noxious|smell	matter|them	offensive								I have kept it many months in fresh water , when , instead of being meliorated , it has seemed to become even more deadly , so as to require more time to restore it , by the methods which will be explained hereafter , than air which has been lately made noxious .	I have even spent several hours in pouring this air from one glass vessel into another , in water , sometimes as cold , and sometimes as warm , as my hands could bear it , and have sometimes also wiped the vessels many times , during the course of the experiment , in order to take off that part of the noxious matter , which might adhere to the glass vessels , and which evidently gave them an offensive smell ; but all these methods were generally without any sensible effect .	The motion , also , which the air received in these circumstances , it is very evident , was of no use for this purpose .
ro1885	effluvia|noxious|noxious	of this kind of air	noxious|noxious	into the air			I				This kind of air is not restored by being exposed to the light , or by any other influence to which it is exposed , when confined in a thin phial , in the open air , sor some months .	Among other experiments , I tried a great variety of different effluvia , which are continually exhaling into the air , especially of those substances which are known to resist putrefaction ; but I could not by these means effect any melioration of the noxious quality of this kind of air .	Since air tainted with animal or vegetable putrefaction is the same thing with air rendered noxious by animal respiration , I shall now recite the observations which I have made upon this kind of air , before I treat of the method of restoring them .
ro1885	smell	They|they	equally noxious|offensive								of air are , in fact , the same thing , I conclude from their having several remarkable common properties , and from their differing in nothing that I have been able to observe .	They equally extinguish flame , they are equally noxious to animals , they are equally , and in the same way , offensive to the smell , they are equally diminished in their quantity , they equally precipitate in limewater , and they are restored by the same means .	Since air which has passed through the lungs is the same thing with air tainted with animal putrefaction , it is probable that one use of the lungs is to carry off a putrid effluvium , without which , perhaps , a living body might putrefy as soon as a dead one .
ro1885	effluvium		putrid								They equally extinguish flame , they are equally noxious to animals , they are equally , and in the same way , offensive to the smell , they are equally diminished in their quantity , they equally precipitate in limewater , and they are restored by the same means .	Since air which has passed through the lungs is the same thing with air tainted with animal putrefaction , it is probable that one use of the lungs is to carry off a putrid effluvium , without which , perhaps , a living body might putrefy as soon as a dead one .	When a mouse putrefies in any given quantity of air , the bulk of it is generally increased for a few days ; but in a few days more it begins to shrink up , and generally , in about eight or ten days , if the weather be pretty warm , it will be found to be diminished 1 / 6 , or 1 / 5 of its bulk .
ro1885	putrid|putrid|effluvium	the|mouse	putrid|putrid|putrid								If a quantity of lime - water in a phial be put under a glass vessel standing in water , it will not become turbid , and provided the access of the common air be prevented , it will continue lime - water , I do not know how long ; but if a mouse be left to putrefy in the vessel , the water will deposit all its lime in a few days .	This may be owing to the fixed air being transferred from the putrid mouse into the water , and yet it is evident that there is a putrid effluvium entirely distinct from this kind of air , and which has very different properties .	It is a doubt with me , however , whether the putrid effluvium be not chiefly fixed air , with the addition of some other effluvium , which has the power of diminishing common air .
ro1885	effluvium|effluvium		putrid								This may be owing to the fixed air being transferred from the putrid mouse into the water , and yet it is evident that there is a putrid effluvium entirely distinct from this kind of air , and which has very different properties .	It is a doubt with me , however , whether the putrid effluvium be not chiefly fixed air , with the addition of some other effluvium , which has the power of diminishing common air .	The resemblance between the true putrid effluvium and fixed air in the following experiment , which is as decisive as I can possibly contrive it , appeared to be very great ; indeed , much greater than I had expected .
ro1885	effluvium	fixed air	putrid				I		in the following experiment		It is a doubt with me , however , whether the putrid effluvium be not chiefly fixed air , with the addition of some other effluvium , which has the power of diminishing common air .	The resemblance between the true putrid effluvium and fixed air in the following experiment , which is as decisive as I can possibly contrive it , appeared to be very great ; indeed , much greater than I had expected .	I put a dead mouse into a tall glass vessel , and having filled the remainder with quicksilver , and set it , inverted , in a pot of quicksilver , I let it stand about two months , in which time the putrid effluvium issuing from the mouse had filled the whole vessel , and part of the dissolved blood , which lodged upon the surface of the quiksilver , began to be thrown out .
ro1885	effluvium	dead mouse|from the mouse	putrid								The resemblance between the true putrid effluvium and fixed air in the following experiment , which is as decisive as I can possibly contrive it , appeared to be very great ; indeed , much greater than I had expected .	I put a dead mouse into a tall glass vessel , and having filled the remainder with quicksilver , and set it , inverted , in a pot of quicksilver , I let it stand about two months , in which time the putrid effluvium issuing from the mouse had filled the whole vessel , and part of the dissolved blood , which lodged upon the surface of the quiksilver , began to be thrown out .	I then filled another glass vessel , of the same size and shape , with as pure fixed air as I could make , and exposed them both , at the same time , to a quantity of lime - water .
ro1885	effluvium		putrid								This , at least , would have been the consequence , if the mouse itself had putrefied in any quantity of air .	It seems to depend , in some measure , upon the time , and other circumstances , in the dissolution of animal or vegetable substances , whether they yield the proper putrid effluvium , or fixed , or inflammable air ; but the experiments which I have made upon this subject , have not been numerous enough to enable me to decide with certainty concerning those circumstances .	Putrid cabbage , green , or boiled , infects the air in the very same manner as putrid animal substances .
ro1885	Putrid|Putrid|putrid|putrid	Putrid|Putrid cabbage	putrid|putrid	the air							It seems to depend , in some measure , upon the time , and other circumstances , in the dissolution of animal or vegetable substances , whether they yield the proper putrid effluvium , or fixed , or inflammable air ; but the experiments which I have made upon this subject , have not been numerous enough to enable me to decide with certainty concerning those circumstances .	Putrid cabbage , green , or boiled , infects the air in the very same manner as putrid animal substances .	Air thus tainted is equally contracted in its dimensions , it equally extinguishes flame , and is equally noxious to animals ; but they affect the air very differently if the heat that is applied to them be considerable .
ro1885	effluvium		of						by quicksilver		If beef or mutton , raw , or boiled , be placed so near to the fire , that the heat to which it is exposed shall equal , or rather exceed , that of the blood , a considerable quantity of air will be generated in a day or two , about 1 / 7th of which I have generally found to be absorbed by water , while all the rest was inflammable ; but air generated from vegetables , in the same circumstances , will be almost all fixed , and no part of it inflammable .	This I have repeated again and again , the whole process being in quicksilver ; so that neither common air , nor water , had any access to the substance on which the experiment was made ; and the generation of air , or effluvium of any kind , except what might be absorbed by quicksilver , or resorbed by the substance itself , might be distinctly noted .	A vegetable substance , after standing a day or two in these circumstances , will yield nearly all the air that can be extracted from it , in that degree of heat ; whereas an animal substance will continue to give more air or effluvium , of some kind or other , with very little alteration , for many weeks .
ro1885	effluvium	an|an animal substance		A|an|an				for many weeks			This I have repeated again and again , the whole process being in quicksilver ; so that neither common air , nor water , had any access to the substance on which the experiment was made ; and the generation of air , or effluvium of any kind , except what might be absorbed by quicksilver , or resorbed by the substance itself , might be distinctly noted .	A vegetable substance , after standing a day or two in these circumstances , will yield nearly all the air that can be extracted from it , in that degree of heat ; whereas an animal substance will continue to give more air or effluvium , of some kind or other , with very little alteration , for many weeks .	It is remarkable , however , that though a piece of beef or mutton , plunged in quicksilver , and kept in this degree of heat , yield air , the bulk of which is inflammable , and contracts no putrid smell ( at least , in a day or two ) , a mouse treated in the same manner , yields the proper putrid effluvium , as , indeed the smell sufficiently indicates ; and this effluvium does either either itself extinguish flame , or has in it such a mixture of fixed air , as to give it that property .
ro1885	smell|smell	piece of beef or mutton|a mouse	putrid	putrid effluvium					plunged in quicksilver|kept in this degree of heat|treated in the same manner		A vegetable substance , after standing a day or two in these circumstances , will yield nearly all the air that can be extracted from it , in that degree of heat ; whereas an animal substance will continue to give more air or effluvium , of some kind or other , with very little alteration , for many weeks .	It is remarkable , however , that though a piece of beef or mutton , plunged in quicksilver , and kept in this degree of heat , yield air , the bulk of which is inflammable , and contracts no putrid smell ( at least , in a day or two ) , a mouse treated in the same manner , yields the proper putrid effluvium , as , indeed the smell sufficiently indicates ; and this effluvium does either either itself extinguish flame , or has in it such a mixture of fixed air , as to give it that property .	That the putrid effluvium will mix with water seems to be evident from the following experiment .
ro1885	effluvium		putrid								It is remarkable , however , that though a piece of beef or mutton , plunged in quicksilver , and kept in this degree of heat , yield air , the bulk of which is inflammable , and contracts no putrid smell ( at least , in a day or two ) , a mouse treated in the same manner , yields the proper putrid effluvium , as , indeed the smell sufficiently indicates ; and this effluvium does either either itself extinguish flame , or has in it such a mixture of fixed air , as to give it that property .	That the putrid effluvium will mix with water seems to be evident from the following experiment .	If a mouse be put into a jar full of water , standing with its mouth inverted in another vessel of water , a considerable quantity of elastic matter ( and which may , therefore , be called air ) will soon be generated , unless the weather be so cold as to check all putrefaction .
ro1885	smell|effluvium|smell	the water	extremely fetid|offensive|putrid|offensive	the|the		the|the water					If a mouse be put into a jar full of water , standing with its mouth inverted in another vessel of water , a considerable quantity of elastic matter ( and which may , therefore , be called air ) will soon be generated , unless the weather be so cold as to check all putrefaction .	After a short time , the water contracts an extremely fetid and offensive smell , which seems to indicate that the putrid effluvium pervades the water , and affects the neighbouring air ; and since , after this , there is often no increase of the air , that seems to be the very substance which is carried off through the water , as fast as it is generated ; and the offensive smell is a sufficient proof that it is not fixed air .	For this has a very agreeable flavour , whether it be produced by fermentation , or extracted from chalk by oil of vitriol ; affecting not only the mouth , but even the nostrils , with a pungency which is peculiarly pleasing to a certain degree , as any person may easily satisfy himself who will chuse to make the experiment .
ro1885	putrid|putrid|putrid|putrid|effluvium|smell|putrid|putrid	air|the mouse|it	putrid|putrid|putrid|putrid|putrid|offensive|putrid|putrid	the water|air|air					for as soon as this fresh water becomes saturated with it		For this has a very agreeable flavour , whether it be produced by fermentation , or extracted from chalk by oil of vitriol ; affecting not only the mouth , but even the nostrils , with a pungency which is peculiarly pleasing to a certain degree , as any person may easily satisfy himself who will chuse to make the experiment .	If the water in which the mouse was immersed , and which is saturated with the putrid air , be changed , the greater part of the putrid air will , in a day or two , be absorbed , though the mouse continues to yield the putrid effluvium as before ; for as soon as this fresh water becomes saturated with it , it begins to be offensive to the smell , and the quantity of the putrid air upon its surface increases as before .	I kept a mouse producing putrid air in this manner for the space of several months .
ro1885	putrid|putrid	a mouse	putrid|putrid	air				for the space of several months			If the water in which the mouse was immersed , and which is saturated with the putrid air , be changed , the greater part of the putrid air will , in a day or two , be absorbed , though the mouse continues to yield the putrid effluvium as before ; for as soon as this fresh water becomes saturated with it , it begins to be offensive to the smell , and the quantity of the putrid air upon its surface increases as before .	I kept a mouse producing putrid air in this manner for the space of several months .	Six ounce measures of air not readily absorbed by water , appeared to have been generated from one mouse , which had been putrefying eleven days in confined air , before it was put into a jar which was quite filled with water , for the purpose of this observation .
ro1885	putrid|putrid	mice	putrid|putrid						standing in water		Six ounce measures of air not readily absorbed by water , appeared to have been generated from one mouse , which had been putrefying eleven days in confined air , before it was put into a jar which was quite filled with water , for the purpose of this observation .	Air thus generated from putrid mice standing in water , without any mixture of common air , extinguishes flame , and is noxious to animals , but not more so than common air only tainted with putrefaction .	It is exceedingly difficult and tedious to collect a quantity of this putrid air , not miscible in water , so very great a porportion of what is collected being absorbed by the water , in which it is kept ; but what that proportion is , I have not endeavoured to ascertain .
ro1885	putrid|putrid		putrid|putrid	air							Air thus generated from putrid mice standing in water , without any mixture of common air , extinguishes flame , and is noxious to animals , but not more so than common air only tainted with putrefaction .	It is exceedingly difficult and tedious to collect a quantity of this putrid air , not miscible in water , so very great a porportion of what is collected being absorbed by the water , in which it is kept ; but what that proportion is , I have not endeavoured to ascertain .	Though a quantity of air be diminished by any substance putrefying in it , I have not yet found the same effect to be produced by a mixture of putrid air with common air ; but , in the manner in which I have hitherto made the experiment , I was obliged to let the putrid air , pass through a body of water ; which might instantly absorb whatever it was in the putrid substance , that diminished the common air .
ro1885	putrid|putrid|putrid|putrid|putrid|putrid	substance|substance	putrid|putrid|putrid|putrid|putrid|putrid	air|substance|substance							It is exceedingly difficult and tedious to collect a quantity of this putrid air , not miscible in water , so very great a porportion of what is collected being absorbed by the water , in which it is kept ; but what that proportion is , I have not endeavoured to ascertain .	Though a quantity of air be diminished by any substance putrefying in it , I have not yet found the same effect to be produced by a mixture of putrid air with common air ; but , in the manner in which I have hitherto made the experiment , I was obliged to let the putrid air , pass through a body of water ; which might instantly absorb whatever it was in the putrid substance , that diminished the common air .	Insects of various kinds live perfectly well in air tainted with animal or vegetable putrefaction , when a single inspiration of it would have instantly killed any animal .
ro1885	putrid|putrid		putrid|putrid	air							I have also observed , that the aphides will thrive as well upon plants growing in this kind of air , as in the open air .	I have even been frequently obliged to take plants out of the putrid air in which they were growing , on purpose to brush away the swarms of these insects which infected them ; and yet so effectually did some of them conceal themselves , and so fast did they multiply , in these circumstances , that I could seldom keep the plants quite clear of them .	When air has been freshly and strongly tainted with putrefaction , so as to smell through the water , sprigs of mint have presently died , upon being put into it , their leaves turning black ; but if they do not die presently , they thrive in a most surprising manner .
ro1885	smell	sprigs of mint		air|through the water					When		I have even been frequently obliged to take plants out of the putrid air in which they were growing , on purpose to brush away the swarms of these insects which infected them ; and yet so effectually did some of them conceal themselves , and so fast did they multiply , in these circumstances , that I could seldom keep the plants quite clear of them .	When air has been freshly and strongly tainted with putrefaction , so as to smell through the water , sprigs of mint have presently died , upon being put into it , their leaves turning black ; but if they do not die presently , they thrive in a most surprising manner .	In no other circumstances have I ever seen vegetation so vigorous as in this kind of air , which is immediately fatal to animal life .
ro1885	putrid|putrid|putrid|putrid|effluvium	the plants|matter	putrid|putrid|putrid|putrid|putrid	air|from the air							Once , I let a mouse live and die in a quantity of air , which had been noxious , but which had been restored by this process , and it lived nearly as long as I conjectured it might have done in an equal quantity of fresh air ; but , this is so exceedingly various , that it is not easy to form any judgment from it ; and in this case the symptom of difficult respiration seemed to begin earlier than it would have done in common air .	Since the plants that I made use of manifestly grow and thrive in putrid air ; since putrid matter is well known to afford proper nourishment for the roots of plants ; and since it is likewise certain that they receive nourishment by their leaves as well as by their roots , it seems to be exceedingly probable , that the putrid effluvium is in some measure extracted from the air , by means of the leaves of plants , and therefore that they render the remainder more fit for respiration .	Towards the end of the year some experiments of this kind did not answer so well as they had done before , and I had instances of the relapsing of this restored air to its former noxious state .
ro1885	noxious|noxious		noxious|noxious								Since the plants that I made use of manifestly grow and thrive in putrid air ; since putrid matter is well known to afford proper nourishment for the roots of plants ; and since it is likewise certain that they receive nourishment by their leaves as well as by their roots , it seems to be exceedingly probable , that the putrid effluvium is in some measure extracted from the air , by means of the leaves of plants , and therefore that they render the remainder more fit for respiration .	Towards the end of the year some experiments of this kind did not answer so well as they had done before , and I had instances of the relapsing of this restored air to its former noxious state .	I therefore suspended my judgment concerning the efficacy of plants to restore this kind of noxious air , till I should have an opportunity of repeating my experiments , and giving more attention to them .
ro1885	noxious|noxious		noxious|noxious	air							Towards the end of the year some experiments of this kind did not answer so well as they had done before , and I had instances of the relapsing of this restored air to its former noxious state .	I therefore suspended my judgment concerning the efficacy of plants to restore this kind of noxious air , till I should have an opportunity of repeating my experiments , and giving more attention to them .	Accordingly I resumed the experiments in the summer of the year 1772 , when I presently had the most indisputable proof of the restoration of putrid air by vegetation ; and as the fact is some importance , and the subsequent variation in the state of this kind of air is a little remarkable ; I think it necessary to relate some of the facts pretty circumstantially .
ro1885	putrid|putrid		putrid|putrid	air							I therefore suspended my judgment concerning the efficacy of plants to restore this kind of noxious air , till I should have an opportunity of repeating my experiments , and giving more attention to them .	Accordingly I resumed the experiments in the summer of the year 1772 , when I presently had the most indisputable proof of the restoration of putrid air by vegetation ; and as the fact is some importance , and the subsequent variation in the state of this kind of air is a little remarkable ; I think it necessary to relate some of the facts pretty circumstantially .	The air , on which I made the first experiments , was rendered exceedingly noxious by mice dying in it on the 20th of June .
ro1885	noxious|noxious		exceedingly noxious|noxious	The air				on			Accordingly I resumed the experiments in the summer of the year 1772 , when I presently had the most indisputable proof of the restoration of putrid air by vegetation ; and as the fact is some importance , and the subsequent variation in the state of this kind of air is a little remarkable ; I think it necessary to relate some of the facts pretty circumstantially .	The air , on which I made the first experiments , was rendered exceedingly noxious by mice dying in it on the 20th of June .	Into a jar nearly filled with one part of this air , I put a sprig of mint , while I kept another part of it in a phial , in the same exposure ; and on the 27th of the same month , and not before , I made a trial of it , by introducing a mouse into a glass vessel , containing 21 / 2 ounce measures filled with each kind of air ; and I noted the following facts .
ro1885	noxious|noxious		highly noxious|noxious					on the 19th of this			Franklin and Sir John Pringle happened to be with me , when the plant had been three or four days in this state , and took notice of its vigorous vegetation , and remarkably healthy appearance in that confinement .	On the 30th of the same month , a mouse lived fourteen minutes , breathing naturally all the time , and without appearing to be much uneasy , till the last two minutes , in air which had been rendered noxious by mice breathing in it almost a year before , and which I had found to be most highly noxious on the 19th of this month , a plant having grown in it , but not exceedingly well , these eleven days ; on which account , I had deferred making the trial so long .	This restored air was affected by a mixture of nitrous air , almost as much as common air .
ro1885	putrid|putrid		putrid|putrid	air							This restored air was affected by a mixture of nitrous air , almost as much as common air .	As this putrid air was thus easily restored to a considerable degree of fitness for respiration , by plants growing in it , I was in hopes that by the same means it might in time be so much more perfectly restored , that a candle would burn in it ; and for this purpose I kept plants growing in the jars which contained this air till the middle of August following , but did not take sufficient care to pull out all the old and rotten leaves .	The plants , however , had grown , and looked so well upon the whole , that I had no doubt but that the air must constantly have been in a mending state ; when I was exceedingly surprised to find , on the 24th of that month , that though the air in one of the jars had not grown worse , it was no better , and that the air in the other jar was so much worse than it had been , that a mouse would have died in it in a few seconds .
ro1885	putrid|putrid		putrid|putrid	air							It also made no effervescence with nitrous air , as it had done before .	Suspecting that the same plant might be capable of restoring putrid air to a certain degree only , or that plants might have a contrary tendency in some stages of their growth , I withdrew the old plant , and put a fresh one in its place ; and found that , after seven days , the air was restored to its former wholesome state .	This fact I consider as a very remarkable one , and well deserving of a farther investigation , as it may throw more light upon the principles of vegetation .
ro1885	putrid|putrid|putrid|putrid	animal substances|substances	putrid|putrid|putrid|putrid	the|the air					mixed with the|the		It purifies it by distillation , when it raises it in vapours , and lets it fall in rain ; and farther still by filtration , when , keeping it fluid , it suffers that rain to percolate the earth .	We knew before , that putrid animal substances were converted into sweet vegetables , when mixed with the earth , and applied as manure ; and now , it seems , that the same putrid substances , mixed with the air , have a similar effect .	The strong thriving state of your mint in putrid air seems to show that the air is mended by taking something from it , and not by adding to it .
ro1885	putrid|putrid		putrid|putrid	air							We knew before , that putrid animal substances were converted into sweet vegetables , when mixed with the earth , and applied as manure ; and now , it seems , that the same putrid substances , mixed with the air , have a similar effect .	The strong thriving state of your mint in putrid air seems to show that the air is mended by taking something from it , and not by adding to it .	' ' He adds , ` ` I hope this will give some check to the rage of destroying trees that grow near houses , which has accompanied our late improvements in gardening , from an opinion of their being unwholesome .
ro1885	inflammable|noxious|noxious|putrid|putrid		innoxious|noxious|noxious|putrid|putrid	air|air|air					by continued agitation in a trough of water		I am certain , from long observation , that there is nothing unhealthy in the air of woods ; for we Americans have every where our country habitations in the midst of woods , and no people on earth enjoy better health , or are more prolific .	' ' Having rendered inflammable air perfectly innoxious by continued agitation in a trough of water , deprived of its air , I concluded that other kinds of noxious air might be restored by the same means ; and I presently found that this was the case with putrid air , even of more than a year ' s standing .	I shall observe once for all , that this process has never failed to restore any kind of noxious air on which I have tried it , viz .
