Book	Smell_Word	Smell_Source	Quality	Sentence
gallica1011	parfums	fleurs|fruits		Au talent vieux déjà de gloire et jeune encore , De ces poètes saints dont le front radieux Brille comme un soleil , combien des plus fameux Ont oublié la muse autrefois bien - aimée , La muse qui dora leur front de renommée , Et dédaignant ses fleurs , ses fruits et ses parfums , S ' affublent aujourd ' hui du rôle de tribuns .
gallica1012	haleine parfumée			Ah ! petite folle mutine , De ton gentil rire argentin Et de ta bouche gui butine , Par ci , par là , quelque baiser lutin ; De ton haleine parfumée .
gallica1012	parfum	rose	doux	Au songe , hélas ! trop tôt succédera la veille , Et la rose , penchant sa corolle vermeille , Perdra son doux parfum , feuille à feuille échappé .
gallica1012	parfum	rose	doux	Au songe , hélas ! trop tôt succédera la veille , Et la rose , penchant sa corolle vermeille , Perdra son doux parfum , feuille à feuille échappé .
gallica1012	parfumé	sein		D ' où viens - tu , Poésie , et que fais - tu sur terre ? Ne crains - tu donc jamais , blanche Muse aux yeux bleus , De souiller tes pieds nus sur notre sol fangeux Et d ' exposer ton cœur à notre air délétère ? Ah ! pourquoi t ' en vas - tu , dans ta course légère , Portant tes pas ici , ta tête dans les cieux , Toi qu ' on croyait , jadis , une déesse austère , Recevoir les baisers d ' un peuple d ' amoureux ? Dis - moi , donnes - tu donc à tous la même chose , Et quand leur fol amour à ta beauté s ' impose , Souvent , n ' est - il pas vrai , tout seuls ils ont aimé ? Muse ! que mon amour ne reste pas stérile ! Et permets que mon cœur , à la feinte inhabile , Se repose , un instant , sur ton sein parfumé ! 26 juin 1858 VI SONNET ( TRADUCTION D ' UN SONNET DE WORDSWOR TH ) LA PLANÈTE VÉNUS Quel ange te conduit , belle étoile du soir , Et pourquoi brilles - tu , comme si ta lumière , En approchant de nous , voulait rendre la terre , De nuits en nuits , plus douce à nos cœurs pleins d ' espoir ? La Nature abdiquant , devant nous , son pouvoir , L ' homme dirige , enfin , ce qu ' il craignait naguère : La science , à grands pas , marche sûre et légère ; Mais connaissons - nous mieux l ' amour ou le devoir ? Vois - tu chez nous , bel astre , un peu plus de sagesse Que n ' en avait le monde , au temps de sa jeunesse , Et nos coeurs , aujourd ' hui , sont - ils plus près des cieux ? Non ! notre âme n ' est pas beaucoup mieux préparée A se voir , par la mort , pour toujours séparée De la terre et des biens qui captivaient nos yeux .
gallica1012	parfum	roses		Mais ce que j ' aime au - dessus toutes choses , Ce qui vaut mieux que le parfum des roses Et que les vers , même les plus parfaits , C ' est un baiser , un baiser de ma mie , Moment d ' oubli qui suspend notre vie Entre un désir et d ' éternels regrets .
gallica1012	parfums		divins	A travers sa beauté , se lisent tour à tour ; Sous ses longs cheveux bruns , sa gorge palpitante Cachait , comme un trésor , sa chaste nudité ; La neige de son corps paraissait plus brillante Que des astres du ciel la blanche pureté ; Et , comme elle approchait , l ' atmosphère , embaumée De ces parfums divins qui ne parlent qu ' au cœur , Répandait , dans mon âme , un torrent de bonheur Qui , comme un cercle d ' or , la retenait charmée .
gallica1012	odorantes	laurier|feuilles		Un jour , le fils d ' Alcmène , errant par les déserts , Rencontra , nous dit - on , deux femmes ravissantes : L ' une portait le thyrse aux pampres toujours verts , Et l ' autre le laurier aux feuilles odorantes .
gallica1012	parfums		doux	Mais , lorsque le printemps , sur ma tête rêveuse , De ses plus doux parfums vient répandre les flots .
gallica1012	parfums	fleurs	enivrants	Sur notre route , à nous , les fleurs se sont fanées , Leurs parfums enivrants les ont abandonnées ; Crois - tu donc qu ' ils pourraient , quelque jour , revenir ? Non , non , il ne nous reste , hélas ! qu ' un souvenir .
gallica1012	parfums	fleurs	enivrants	Sur notre route , à nous , les fleurs se sont fanées , Leurs parfums enivrants les ont abandonnées ; Crois - tu donc qu ' ils pourraient , quelque jour , revenir ? Non , non , il ne nous reste , hélas ! qu ' un souvenir .
gallica1012	haleines		douces	Gloire , patrie , amour ! femmes de tous pays ! Lauriers cueillis partout ! Vie ardente et joyeuse , Fantômes adorés pourquoi vous être enfuis ? Et toi blonde Allemande , à la bouche rieuse , Qui voulais , à mon sort , unir ta folle main ; Perdita , l ' Espagnole , arrachée à ton cloître , Comtesse Paolo que je vis , un matin , T ' enfuir , échevelée , hors du toit qui vit croître De ta jeune beauté les charmes radieux ! Comme un tourbillon d ' or qui monte jusqu ' aux cieux , Ah ! venez m ' enivrer de vos douces haleines ! Que mon cœur rajeuni secoue enfin ses peines Et , pour un seul instant , revive du passé ! Mais - , sur mon front flétri , les temps ont amassé La neige des vieux ans , blanche fleur de la tombe , Et , sous leur poids mortel , il faut que je succombe ! Je reviens au pays , et Jeanne , de son cœur M ' offre le pur trésor .
gallica1012	parfum	fleur		Un vieillard , affaissé sous des habits de deuil , A genoux et pleurant , priait sur un cercueil : « Ma fille , disait - il , en frappant sa poitrine , Mon enfant adoré ! de ta voix argentine N ' entendrai - je donc plus les sons mélodieux ? Ton parfum , pauvre fleur , a regagné les deux ! De toi , naguère encor si candide et si belle , Il ne me reste , hélas ! que la forme mortelle ! 0 mon unique enfant , l ' espoir de mes vieux jours , Ma fille , mon trésor , ô mes seules amours , Vois les cris déchirants de ton malheureux père , Revis , revis encor ! » - Alors , près de la bière , Je m ' approche en criant : « Ta fille revivra , A la vie , aujourd ' hui , son cœur se rouvrira ! » - En effet , secouant son linceul mortuaire , Le sourire à la bouche , elle s ' offre à son père .
gallica1012	parfum	brise printanière|fleurs		Non , je n ' ai pas connu cette douce folie Que tout le monde appelle amour , Qui , de chainons dorés , en esclaves nous lie , Et qui ' nous fait bénir le jour ! Et pourtant , sur mon front , la brise printanière A porté le parfum des fleurs ; Pourtant , j ' ai visité le pauvre en sa chaumière , Avec lui j ' ai versé des pleurs .
gallica1012	onde parfumée			Abreuve donc ta lèvre à cette source pure : Son onde parfumée , à ta jeune nature , Donnera la vigueur des géants d ' autrefois .
gallica1012	parfums		doux	Il est si doux d ' aimer et de donner son âme , De savoir qu ' en ce monde , on n ' est plus isolé , Que quelqu ' un pense à vous , partage votre flamme , Et vous montre du ciel le chemin étoilé ! Qu ' une femme adorée à vos jours s ' intéresse , Et de son propre cœur , même n ' est plus maîtresse ! Et pourtant , combien peu , savent de ce bonheur Goûter les doux parfums , sonder la profondeur ? Les uns courent après la fortune trompeuse , D ' autres jettent au vent leur vie insoucieuse , Cherchent , dans les plaisirs , un oubli d ' un moment : Mais , dans de faux sentiers , tous ils vont s ' égarant .
gallica1012	exhale	vers		Mais , hélas ! au réveil , tous ces rêves s ' envolent ; Si je veux l ' appeler , elle ne répond pas ; A son ombre qui fuit , en vain je tends les bras , Et les vers que j ' exhale , en rien ne me consolent ! 15 juillet 1866 .
gallica1012	parfums	fleurs	doux	Sur les champs réchauffés , les fleurs , comme un sourire , Mêlent leurs doux parfums à l ' air que l ' on respire ; La sève , dans le bois , pénètre à flots pressés , Et les chevaliers verts , par les ondes bercés , Veillent , dans les roseaux , sur leurs jeunes couvées .
gallica1012	parfums	fleurs	doux	Sur les champs réchauffés , les fleurs , comme un sourire , Mêlent leurs doux parfums à l ' air que l ' on respire ; La sève , dans le bois , pénètre à flots pressés , Et les chevaliers verts , par les ondes bercés , Veillent , dans les roseaux , sur leurs jeunes couvées .
gallica1012	parfum	rose		Il semblait que mon sort fût d ' aimer quelque chose ; Dans le chant d ' un pinson , le parfum d ' une rose , Je croyais découvrir un langage nouveau .
gallica1012	haleine		brûlante	Voyez - vous , sous ce toit où le bien - être abonde , Cette mère qui montre une angoisse profonde ; Depuis huit jours , déjà , sur un lit de douleur , Son enfant , moribond , se couvre de pâleur ; Elle , oubliant les soins de sa propre existence , Seule , dans cette chambre , où règne un froid silence , Elle darde ses yeux sur son fils bien - aimé : A tout autre souci , son cœur reste fermé ! Elle est là , pantelante et respirant à peine , Et veut le réchauffer sous sa brûlante haleine ! Ah ! qui dira la force où le sein maternel Puise , de son amour , l ' élan surnaturel ? C ' est là son bien , son sang et sa vie et son âme , C ' est le premier enfant né de sa chaste flamme ; C ' est lui qu ' elle a nourri du plus pur de son lait ; C ' est lui seul qu ' elle adore , et pour lui qu ' elle irait Braver tous les dangers , ainsi qu ' une lionne ; Mais , devant ce berceau , tout son être frissonne , Et d ' amers souvenirs roulent , dans son esprit ! Elle revoit , hélas ! les premiers pas qu ' il fit ; C ' est elle qui , d ' abord , eut son premier sourire : En pensant à cela , sou âme se déchire ! C ' est elle qui , guidant ce papillon léger , Seule , de fleur en fleur , voulait le diriger .
gallica1012	odeur	boucs|leur|serpents visqueux	horrible	Mille chauves - souris le frappent de leurs aîles , Des boucs empestent l ' air , de leur horrible odeur , Et des serpents visqueux , rampant là , pêle - mêle , Dardent sur lui leur langue et mordent sa pâleur .
gallica1012	odeur	boucs|leur|serpents visqueux	horrible	Mille chauves - souris le frappent de leurs aîles , Des boucs empestent l ' air , de leur horrible odeur , Et des serpents visqueux , rampant là , pêle - mêle , Dardent sur lui leur langue et mordent sa pâleur .
gallica1014	odeur	fumée		N ' y pouvant plus tenir , suffoqué , empesté par l ' odeur et la fumée , je montai sur le tillac , où je respirai du moins à mon aise .
gallica1014	puante	eau		Les premières rues liquides par où nous avons passé ne m ' ont pas séduit : une eau puante , des maisons délabrées par l ' humidité ; ce silence morne auquel on n ' est pas accoutumé dans une grande ville étonne et déplaît .
gallica1015	odeur|parfum		bonne|suave	Ne vous semble - til pas , ma Révérende Mère , lire une de ces délicieuses pages des Fioretti de Saint - François d ' Assise , en remarquant quel frappant rapport existe entre les saints ! Oh ! qu ' il avait raison de réserver l ' eau pure et limpide et de garder le soleil pour cette partie de la création qui n ' a point offensé Dieu ! Mais notre saint aurait pu y trouver sa place , car sa vertu était telle qu ' on éprouvait auprès de lui le charme inexprimable que donne la pureté ; on ne pouvait l ' approcher sans se sentir pénétré d ' une profonde impression religieuse que communiquait son regard angélique , plein de sourires ; on respirait auprès de lui la bonne odeur de Jésus - Christ et il s ' exhalait de toute sa personne ce suave parfum d ' abstinence dont il est fait mention dans la vie du saint solitaire Antoine et de plusieurs autres cénobites .
gallica1016	odorantes	fleurs		Les ondes lumineuses n ' agissent pas seulement sur le monde des corps , et ne se bornent pas à décomposer et à recomposer les substances ; elles n ' ont pas pour unique effet d ' attirer hors du sein de la terre les germes délicats des plantes , de développer dans les feuilles la matière verte ou chlorophylle , de teindre les fleurs odorantes , ou de répéter mille et mille fois l ' image du Soleil , au milieu du choc gracieux des vagues et sur les tiges légères de la prairie , courbées par le souffle du vent .
gallica1016	exhalaisons	étoilesfilantes|matières inflammables		Pour la plupart d ' entre ceux - ci , les étoilesfilantes ou tombantes étaient des météores atmosphériques , prenant naissance , s ' allumant et s ' éteignant dans les hautes régions de l ' air ; elles s ' y formaient par la réunion de matières inflammables , d ' exhalaisons sorties du sol et que leur légèreté spécifique avait entraînées dans les hauteurs .
gallica1021	parfums	brise	bénis	C ' est comme une brise qui passe Apportant des parfums bénis , Comme un souffle qui dans l ' espace , Rafraîchit l ' air et sur sa trace Embaume la clarté des nuits .
gallica1021	parfums	brise	bénis	C ' est comme une brise qui passe Apportant des parfums bénis , Comme un souffle qui dans l ' espace , Rafraîchit l ' air et sur sa trace Embaume la clarté des nuits .
gallica1021	parfumée	nature		Petite corolle embaumée , Doux adieu des mois sans soleil , Premier sourire à son réveil De la nature parfumée .
gallica1021	parfum	brise		Jamais le parfum de la brise Ne vient enivrer ton réveil .
gallica1021	odeur	laine		Le sauvage enfant du hameau Aime presque autant ton haleine Que l ' odeur de l ' épaisse laine Que répand au loin son troupeau .
gallica1021	parfum|exhale	fleurs de mai		Et si je retournais à ma terre natale ! Je reconnaîtrais bien mes bois ; Et de mes fleurs de mai le parfum qui s ' exhale Me charmerait comme autrefois ; Je crierais , et mon chien accourrait à ma voix , Mais que verrais - je à la porte ? Hélas ! peut - être un cercueil , Car mes rêves m ' ont dit que ma mère était morte Et mes rêves depuis se sont vêtus de deuil .
gallica1027	parfum	prés fleuris		En somme , rien de plus frais , de plus riant , de plus gracieux que cette corbeille de verdure répandant au milieu de la plaine la fraîcheur et le parfum des prés fleuris .
gallica1027	odeur|odorat	bon pain de seigle		fumante dans les larges écuelles ; une corbeille pleine de pommes de terre cuites à l ' eau tenait le milieu de la table ; une appétissante vapeur planait tout à T entour , et l ' odeur du bon pain de seigle fraîchement sorti du four chatouillait agréablement l ' odorat .
gallica1027	odorant	chars de foin		Les chars de foin odorant qui rentrent aux granges se croisent dans les chemins , étroits avec les chars vides qui retournent aux prés .
gallica1027	odorante	herbe		Petit - Pierre détela ses bêtes sans wur ôter le joug , mit une brassée d ' herbe odorante à leur portée , et vint à son tour prendre place au commun repas .
gallica1027	odeur	suie|matières	mauvaise	Du reste , la suie comme le charbon en poudre , si l ' on en avait suffisamment à sa disposition , serait certainement , pour parler comme les savants dans les livres , le meilleur excipient de toutes les matières qu ' on abandonne dans notre pays , à cause de leur mauvaise odeur et du profond dégoût qu ' elles inspirent .
gallica1027	odeur	suie|matières	mauvaise	Du reste , la suie comme le charbon en poudre , si l ' on en avait suffisamment à sa disposition , serait certainement , pour parler comme les savants dans les livres , le meilleur excipient de toutes les matières qu ' on abandonne dans notre pays , à cause de leur mauvaise odeur et du profond dégoût qu ' elles inspirent .
gallica1027	odeur	rôti	appétissante	Voyons ! allez vous excuser auprès du beaupère , et yite en besogne ; entamons le contrat , rattrapons le temps perdu , car c ' est déjà l ' heure d ' être à table ; et l ' odeur appétissante du rôti , qui se répand dans l ' escalier , nous avertit de nous hâter si nous ne voulons pas d ' un rôti brûlé .
gallica1027	odeur	rôti	appétissante	Voyons ! allez vous excuser auprès du beaupère , et yite en besogne ; entamons le contrat , rattrapons le temps perdu , car c ' est déjà l ' heure d ' être à table ; et l ' odeur appétissante du rôti , qui se répand dans l ' escalier , nous avertit de nous hâter si nous ne voulons pas d ' un rôti brûlé .
gallica1028	parfums|odeur	cire	céleste	Il ordonna de tendre l ' église et le baptistère des plus riches tapisseries : il fit allumer un grand nombre de cierges , ou l ' on avait mêlé avec la cire de précieux parfums , en sorte que le saint lieu paraissait rempli d ' une odeur céleste .
gallica1028	parfums|odeur	cire	céleste	Il ordonna de tendre l ' église et le baptistère des plus riches tapisseries : il fit allumer un grand nombre de cierges , ou l ' on avait mêlé avec la cire de précieux parfums , en sorte que le saint lieu paraissait rempli d ' une odeur céleste .
gallica1029	odeur	encens		— L ' odeur de l ' encens , les mots mystérieux de la langue liturgique , la bénédiction du Saint - Sacrement lui plaisaient particulièrement .
gallica1029	odeur|parfums	alcools|femmes		Le grain de perversité qui existait chez les deux Américaines leur faisait trouver un agrément qu ' elles n ' analysaient pas dans cette atmosphère alourdie par la fumée des cigares , l ' odeur des alcools et les parfums des femmes .
gallica1029	fumets|odeurs|parfums		diverses|violents	L ' atmosphère se chargea de fumets , d ' odeurs diverses , de parfums violents .
gallica1029	parfums|exhalaient			Et l ' un et l ' autre , guidés par l ' Invisible , ils cheminèrent pendant quelques minutes , presque seuls , sous l ' allée ombreuse , dans l ' air chargé des parfums qui s ' exhalaient des massifs environnants .
gallica1029	odeur|odeur	leur|cierges|encens refroidi		Elle aimait leur odeur même , cette odeur de sépulcre , de vieillesse , de cierges éteints , d ' encens refroidi , qui est particulière aux églises de Rome et qui les ferait reconnaître entre toutes celles du monde .
gallica1029	parfumé	encens		L ' année qu ' elle avait passée là , dans 1 étude et la retraite , lui avait laissé un souvenir très doux , comme parfumé d ' encens .
gallica1029	parfumée	fleurs		La jeune femme était là devant son mari , les joues colorées , les yeux luisants entre leurs longs cils , très jolie dans sa toilette de souple satin blanc , toute parfumée par les fleurs de son corsage .
gallica1029	parfum	fleurs	délicieux	Elle marcha dans la curieuse atmosphère créée par son imagination , elle se revit telle qu ' elle était en ce jour qui devait marquer sa vie d ' une marque indélébile : elle avait un chapeau garni de roses pâles , un costume beige clair ; il faisait un temps splendide , il y avait dans l ' air un parfum délicieux de fleurs et de verdure ; elle cheminait gaiement , le cœur léger , sans souci , sans pressentiment .
gallica1029	parfum	fleurs	délicieux	Elle marcha dans la curieuse atmosphère créée par son imagination , elle se revit telle qu ' elle était en ce jour qui devait marquer sa vie d ' une marque indélébile : elle avait un chapeau garni de roses pâles , un costume beige clair ; il faisait un temps splendide , il y avait dans l ' air un parfum délicieux de fleurs et de verdure ; elle cheminait gaiement , le cœur léger , sans souci , sans pressentiment .
gallica1029	odeur|odeur	encens|bouquins|vieux garçon|tabac	curieuse	Il y a là , dans ces magnifiques appartements , une curieuse odeur d ' église , d ' encens , de bouquins , de vieux garçon , de tabac , une odeur d ' autres siècles .
gallica1029	odeur|odeur	encens|bouquins|vieux garçon|tabac	curieuse	Il y a là , dans ces magnifiques appartements , une curieuse odeur d ' église , d ' encens , de bouquins , de vieux garçon , de tabac , une odeur d ' autres siècles .
gallica1039	parfumées	essences|eaux	médicinales	Distillateur d ' essences et eaux parfumées et médicinales .
gallica1039	parfumées	essences|eaux	médicinales	Distillateur d ' essences et eaux parfumées et médicinales .
gallica1047	senteurs		étranges	10 UN SCEPTIQUE Par d ' étranges senteurs , que nulparfum n ' égale , Excitant ma poitrine à des frémissements , Cet Eden , quel est - il ? Un merveilleux mirage Vient - il troubler encor ma pensée et ma foi ? Et sans avoir quitté mon bien - aimé rivage , Aurais - je du désert l ' oasis devant moi ? Suis - je encor sur ma couche et le jouet d ' un songe ? Faut - il que mon esprit réaliste , au réveil , Toujours déçu , s ' arrache à ce nouveau mensonge Et rencontre l ' erreur même dans le sommeil ? - Faut - il que ma pensée à la nature entière Reproche d ' égarer sans cesse ma raison ? Dois - je , doutant de tout , même de la lumière , Me plonger dans la nuit éternelle ? .
gallica1047	parfums		les|doux	Et parmi les parfums les plus doux , gravissant Le sentier , qui serpente autour du roc antique , J ' atteins , en palpitant , la grande basilique .
gallica1048	odorants	cannas|fuchsias|dalhias|verveines|magnolias|dateras|pivoines|astères|lentanas		^ < ^ < ^ AU PBQFÏT B ' UiE BQHHE OEUVRE ET LE CHATEAU mm f ^ isinin 3 Un jour assis sur la berge D ' un bassin où se submerge Du touffus saule pleureur , Des accacias en fleur L ' abondante chevelure : — Beau présent de la nature Se mariant aux nymphéas Ainsi qu ' aux épicéas , A mille plantes fécondes Qui , se mirant dans ces ondes , Semblent dire aux autres fleurs Gomme à de charmantes soeurs : — Aux cannas , aux fuchsias , Zinias ou chrysanthèmes , Aux dalhias , aux verveines , Aux pompeux magnolias , Aux odorants dateras , Aux pivoines , aux astères , Aux superbes lentanas , Aux autres plantes austères : - 4Hortensias .
gallica1051	parfums|odorat	rosier|fleurs	les plus doux|vives	Au milieu de cette étendue , Un rosier , couvert de ses fleurs , Des parfums les plus doux , des plus vives couleurs , Charmait l ' odorat et la vue .
gallica1051	parfums|odorat	rosier|fleurs	les plus doux|vives	Au milieu de cette étendue , Un rosier , couvert de ses fleurs , Des parfums les plus doux , des plus vives couleurs , Charmait l ' odorat et la vue .
gallica1051	odorante	genêtparfùmé|mélisse		Émule de ' Didon , l ' ambitieuse aspire A fonder , en ' fuyant , un Iloribsant empire ; Chaque matin son vol , imitant le clairon , De ses : futurs sujets appelle l ' escadron : Cet appareillée bruit , sa beauté , sa jeunesse , Du peuple qui l ' èntoùre ' entretienneritl ' ivresse : : > ! ; D ' un tumulte ; confus lacr - uche retentit : p E ' ÏOISJW Le ciel en vain s ' épure yen Yâin Flore sourit ^ ; s J - ' Le genêtparfùmé , ; i ? odorante mélisse ; ! vb uia , 1 • ■ € onserventlë trésotf déleur brillant : calicot otiscf Au dehors , : sous les toits - , le travail arrêté yh - i ^ oh Décèle ' un ' grand désordre ; aiï sein ' dé ' là : cilé ' * t ? > « sJ On s ' agite / bnseMte , ! on ^ se heur Ley bn ' selSôûfele i — 36 — Du vif bourdonnement le murmure redouble ; On voit autour des murs se presser attroupés Des milliers d ' habitants confusément groupés .
gallica1051	odeur		douce	Quand sa feuille s ' enfle et veut naître , J ' assiste à ses progrès nouveaux , Mon oeil est là sur ces rameaux Qui l ' attend et la voit paraître ; L ' été je lui dois mes berceaux , La plus douce odeur en automne , Un abri contre l ' aquilon , Quand je vais lisant Fénélon ; Et l ' hiver chaque arbre me donne , Utile en toutes les saisons , Lorsque sous le toit des maisons Un réseau d ' argent toujours brille , = 64 — Et l ' éclat dont mon feu pétille , Et la chaleur de mes tisons .
gallica1051	odeur	sainlelé		De l ' odeur de ta sainlelé Tu remplis ce désert sauvage .
gallica1051	parfum|parfum	fleurs		Et de ses chants sacrés venait remplir ce lieu , Devant le roi des rois , sous ces vertes feuillées , Les jeunes villageois , de roses effeuillées Sur la terre à l ' envi parsemaient les couleurs ; Et mêlant son parfum au parfum de ces fleurs , L ' encens qui de Saba fit l ' antique opulence , Comme un nuage au loin qui dans l ' air se balance j .
gallica1051	odorat	fleurs		Mais , parmi tous ces plans prodigués sans mesure , Puis - je oublier les fleurs , luxe de la nature ! Les fleurs , son plus doux soin , les fleurs , berceau des fruits ! Quelle forme élégante , et quel frais coloris ! C ' est l ' azur , le rubis , l ' opale , la topaze , Tournés en globe , en frange , en diadème , en vase , les fleurs charment le goût , l ' odorat et les yeux ; Dans le palais des rois , dans le lemple des dieux , Souvent l ' or fastueux le cède à leurs guirlandes : Amour ne reçoit pas de plus douces offrandes .
gallica1051	odeur|parfument			Pour rendre leurs contours , leur flexible souplesse , Le marbre mêmesemble emprunter leur mollesse , Le peintre les chérit ; sous les doigts du brodeur , L ' art n ' en laisse au désir regretter que l ' odeur , Et dresse un piège adroit au papillon volage : Tantl ' hommeaimelesfleursjusquedansleur image ! Si les temps ne sont pi us , où , dans les jours de deuil , Les fleurs suivaientles morts , ou paraient leur cercueil , Si nous ne voyons plus de ces jeux funéraires , Les fleurs s ' entrelacer aux urnes cinéraires , La pastourelle encor en forme ses bouquets ; Elles parent nos fronts , parfument nos banquets ; Et , parmi les cristaux , belles sans artifice , De nos brillants desserts couronnent l ' édifice .
gallica1059	haleine		puante	Le malade a l ' haleine puante .
gallica1059	puantes	tumeurs noires		Les narines s ' écartent & se remplissent de tumeurs noires & puantes .
gallica1059	odeur	fang|excréments|éruptions cutanées|corps|sueur		Ceux qui » étoient les plus malades le Roi les » visitoit plus soigneusement & plus » hastivement , alloit à leur lit , les « touchoit , même les mains des malaédes & les lieux de la maladie ; & """" quand la maladie étoit plus griéve , """" ou Apostême ou autre mal , tant plus Ce qui sîgnifîe que les premières personnes de l ' Etat avoient chez - elles un habile Médecin & de bonne Doctrine , qui guérissoit sans s ' amuser à la stupide étude & contemplation des urines , & qui ne regardoit les signes tirés des urines que comme ceux qui font tirés du pouls , de la langue , du visage , de l ' inspeéhon du fang , des excréments , des différentes éruptions cutanées , de l ' odeur du corps , de la sueur , & c .
gallica1060	parfums	fleurs		dans le pays des fleurs et des parfums , plus on éprouve de jouissances .
gallica1060	odeurs		suaves	Écartons donc un moment les vives couleurs , les odeurs suaves , les formes élégantes , pour chercher premièrement à bien connaître l ' être organisé qui les rassemble .
gallica1060	odorante	poussière jaune	très -	Chaque anthère est une boîte qui s ' ouvre quand elle est mûre , et verse une poussière jaune très - odorante , dont nous parlerons dans la suite .
gallica1060	odorante	poussière jaune	très -	Chaque anthère est une boîte qui s ' ouvre quand elle est mûre , et verse une poussière jaune très - odorante , dont nous parlerons dans la suite .
gallica1060	odorantes|aromatiques	plantes|origan|marjolaine|thym|serpolet|basilic|menthe|hysope|lalavande		J ' ajoute à ces caractères qu ' un nombre de labiées sont ou des plantes odorantes et aromatiques , telles que l ' origan , la marjolaine , le thym , le serpolet , le basilic , la menthe , l ' hysope , lalavande , etc .
gallica1060	odorantes|puantes|odeur|odeur|odorante|aromatique	plantes|orties mortes|staquis|crapaùdines|marrube|bugle|brunelle|toque|plantes|muflaude|linaire|euphraise|pédiculaire|crête|coq|orobanche|cimbalaire|velvote|digitale|scrophulaire	sans	ou des plantes odorantes et puantes , telles que diverses espèces d ' orties mortes - , ' staquis , crapaùdines , marrube ; quelques - unes seulement , telles que le bugle , la brunelle , la toque , n ' ont pas d ' odeur : au lieu que les personnées sont pour la plupart des plantes sans odeur , comme la muflaude , la linaire , l ' euphraise , la pédiculaire , la crête - de - coq , l ' orobanche , la cimbalaire , la velvote , la digitale ; je ne connais guère d ' odorante dans cette branche que la scrophulaire qui sente et qui pue , sans être aromatique .
gallica1060	odorantes|puantes|odeur|odeur|odorante|aromatique	plantes|orties mortes|staquis|crapaùdines|marrube|bugle|brunelle|toque|plantes|muflaude|linaire|euphraise|pédiculaire|crête|coq|orobanche|cimbalaire|velvote|digitale|scrophulaire	sans	ou des plantes odorantes et puantes , telles que diverses espèces d ' orties mortes - , ' staquis , crapaùdines , marrube ; quelques - unes seulement , telles que le bugle , la brunelle , la toque , n ' ont pas d ' odeur : au lieu que les personnées sont pour la plupart des plantes sans odeur , comme la muflaude , la linaire , l ' euphraise , la pédiculaire , la crête - de - coq , l ' orobanche , la cimbalaire , la velvote , la digitale ; je ne connais guère d ' odorante dans cette branche que la scrophulaire qui sente et qui pue , sans être aromatique .
gallica1060	odeur|odeurs	ciguë|son|persil|cerfeuil	puante|vireuse|agréables	, v Quand vous vous serez bien assurée de la ciguë en fleurs , vous vous confirmerez dans votre jugement en froissant légérement et flairant son feuillage ; car son odeur puante et vireuse ne vous la laissera pas confondre avec le persil ni avec le cerfeuil , qui tous deux ont des odeurs agréables .
gallica1060	odeur|odeurs	ciguë|son|persil|cerfeuil	puante|vireuse|agréables	, v Quand vous vous serez bien assurée de la ciguë en fleurs , vous vous confirmerez dans votre jugement en froissant légérement et flairant son feuillage ; car son odeur puante et vireuse ne vous la laissera pas confondre avec le persil ni avec le cerfeuil , qui tous deux ont des odeurs agréables .
gallica1060	odorante	camomille|sagina procumbens|hieracium umbellatumde|Flora britannica		Pour commencer , Madame , à remplir des fonctions que vous me rendez précieuses , je vous envoie ci - joints deux petits échantillons de plantes que j ' ai trouvées à mon voisinage , parmi les bruyères qui bordent un parc , dans un terrain assez humide , où croissent aussi la camomille odorante , le sagina procumbens , l ' hieracium umbellatumde Linnseus , et d ' autres plantes que je ne puis vous nommer exactement , n ' ayant point encore ici mes livres de botanique , excepté le Flora britannica , qui ne m ' a pas quitté un seul moment .
gallica1060	odorâ	Cyperus radice		? Ce n ' est point lui , et il n ' en est fait aucune mention , que je sache , ni dans le Species , ni dans aucun auteur de botanique , hors le seul ' Mikelius , dont voici là phrase : Cyperus radice repente , odorâ , locústis unciam longis et lineam ( lads .
gallica1060	odeur	oeillet	bien suave|faible	C ' est réellement un bien bel oeillet , et d ' une odeur bien suave , quoique faible .
gallica1060	odeur	oeillet	bien suave|faible	C ' est réellement un bien bel oeillet , et d ' une odeur bien suave , quoique faible .
gallica1060	odeurs		suaves	Les odeurs suaves , les vives couleurs , les plus élégantes formes , semblent se disputer à l ' envi le droit de fixer notre attention .
gallica1060	infectes vapeurs	mines|forge		Alors il faut qu ' il appelle l ' industrie , la peiue et le travail au secours de ses misères ; il fouille les entrailles - de la terre ; il va chercher dans son centre , aux risques de sa vie et aux dépens de sa santé , des Liens imaginaires à la place des biens réels qu ' elle lui offrait d ' elle - même quand il savait en jouir ; il fuit le soleil et le jour , qu ' il n ' est plus digue de voir ; il s ' enterre tout vivant , et fait bien , ne méritant plus de vivre à la lumière ; là des carrières , des gouffres , des forges , des fourneaux , un appareil d ' enclumes , de marteaux , de fumée et de feux , succèdent aux douces images des travaux champêtres ; les visages hâves des malheureux qui languissent dans les infectes vapeurs des mines , de noirs forge - ' rons , de hideux cyclopes , sont - le spectacle que l ' appareil dès mines substitue , au sein de la terre , à celui de fa verdure et des fleurs , du ciel azuré , des bergers amoureux , et des laboureurs robustes , sur sa surface .
