Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
38-33	smell	of gas		I	ordinary											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
38-38	smell			smell | I	so strongly											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
45-3	effluvium	of sulphurous gases		my	slight											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A slight effluvium of sulphurous gases was given off, but it did not last long nor extend itself beyond the building.
57-16	impregnated	with the flavour of drainage	the water from the butt	I												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I tasted the water from the butt at No. 21; it was strongly impregnated with the flavour of drainage.
66-10	smell	this heap		to the inmates of the neighbouring houses					During the hot weather			most offensive | most offensive	Disgust | Disgust	 | 	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	During the hot weather, this heap exhaled a smell most offensive to the inmates of the neighbouring houses.
67-8	stench			I	worse than that of a privy					in the sitting room						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I entered one of them; the stench in the sitting room was worse than that of a privy.
77-5	pestilential		vapours		pestilential						at the time of my visit					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The inhalation of the pestilential vapours arising from such a nuisance had, at the time of my visit, already begun its work.
80-2	stench									from two street gullies in Clarence-street						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The stench from two street gullies in Clarence-street, has been much complained of, I beg to submit the propriety of trapping them, to the favourable consideration of the Board.
81-3	smell	of the Thames water		by many of the gentlemen	putrid											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
81-71	stinking	Thames water	the large population of Hanover-street		stinking											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
82-19	smelt			I			as if it had been recently dipped from a sewer			from the well	On the ' 27th July					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	On the '27th July, I examined some of the water 13 from the well, it smelt as if it had been recently dipped from a sewer.
89-3	stench			me							on the 27th July					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
89-15	odour	of sugar scum			strong					from some of the arches						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
90-8	smell	of the mud of the mill-stream								between Mill-pond Bridge and the Surrey Mills						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Complaints have been often made of the smell of the mud of the mill-stream between Mill-pond Bridge and the Surrey Mills.
106-43	putrifies	the water								in the remote ramifications of the stream						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The tide not being now let in from the river either so often or so abundantly as formerly, the water in the remote ramifications of the stream scarcely covers the mud, is hardly ever properly renewed, stagnates, and putrifies.
110-21	stenches			The family of Mr . Latreille					generated when the pond is emptied	near the outlet into the Thames						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Latreille, whose house is situated near the outlet into the Thames, have much suffered in health from the stenches generated when the pond is emptied.
111-8	nuisance	the King's Mills Stream		I	of the worst kind							nuisance	Disgust|Smell_Word	Negative		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I consider the King's Mills Stream a nuisance of the worst kind, and as many complaints have been made to me about it, I thought it advisable to bring it at once under the notice of this Vestry.
112-28	stench	a pool of stagnant water							during the hot weather	In Wellington-street , Albion-street		disagreeable | disagreeable	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In Wellington-street, Albion-street, there is, after rain, a pool of stagnant water, from which, during the hot weather, a disagreeable stench arises.
116-50	stench	the drainage stagnating on the pavement and in the gutter		the neighbours and passengers												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The drainage of these two dwellings runs from the back to the front, through an open wooden trough under the floor of the lower rooms, and discharges itself by a sort of pigeon-hole in the wall into the street; the neighbours and passengers complain of the stench generated by the drainage stagnating on the pavement and in the gutter.
120-45	effluvia	from the liquid pollution		by the inmates												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	As almost every yard is inundated from the overflowing of the cesspool, and in one or two cases, the filth is literally penetrating into the ground floor of the houses, every breath inhaled by the inmates must be charged with the effluvia arising from the liquid pollution.
128-31	stench								after a shower of rain			most offensive | most offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The rape and linseed fall from the bags on to the ground, which is unpaved, lie there and rot; and after a shower of rain, the stench is most offensive.
164-46	smells	liquid sewage								the lower part of the houses		abominably | abominably	Disgust | Disgust	 | 	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The pipe also conveying the solid and liquid matter down to a drain under the flooring of the houses is leaky, and the lower part of the houses, more especially of No. 4, is often covered with liquid sewage, and smells abominably.
171-17	stenches	stagnant sewage		to the dwellers in Berkeley-street and Chester-terrace		caused annoyance				the ditch	during the summer	annoyance	Anger	Negative		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In the course of time the ditch has become full of stagnant sewage, and the stenches arising therefrom during the summer caused annoyance to the dwellers in Berkeley-street and Chester-terrace.
202-27	smelt	the liquid					as if it had been dipped from a sewer		after standing a few hours							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Even a short time ago, they had no water, but from a tidal pump, and the liquid after standing a few hours, smelt as I said in one of my former reports— as if it had been dipped from a sewer.
212-61	stench	a pool of stagnant sewage		All the inmates of the place						At 28 , Princes Street		suddenly seized with vomiting and purging , and forced to leave her work | suddenly seized with vomiting and purging , and forced to leave her work	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	At 28, Princes Street, besides a full cesspool, and a choked drain, there is in the washhouse, a pool of stagnant sewage. 21 All the inmates of the place, complain of sickness and headache' and a woman employed to wash clothes on the premises, was' from the effect of the stench, suddenly seized with vomiting and purging, and forced to leave her work.
247-34	nuisance	of the mud of the mill-stream		by inhabitants of the part of Rotherhithe | by owners of property in that district					occasioned by the casting of the mud of the mill-stream near the houses			intolerable | intolerable	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Gentlemen, Variocs complaints having been made to me, by inhabitants of the part of Rotherhithe called Jamaica Level, and by owners of property in that district, of an intolerable nuisance occasioned by the casting of the mud of the mill-stream near the houses.
252-35	smell	this accumulation of solid sewage		my	faint							sickening | sickening	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Although the weather was cold at the time of my examinations, this accumulation of solid sewage, the settlings of a quarter of a century or more, exhaled a faint, sickening smell.
253-2	nuisance	such a mass of decomposing organic filth				more likely to generate disease										006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	No nuisance is more likely to generate disease than such a mass of decomposing organic filth.
254-38	effluvium	from , the mud of ponds and ditches				always injurious , and often fatal , to the human constitution										006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Ague and typhoid fever are likely to be engendered from such a cause, there being no fact in the whole range of medical science more clearly established, and more universally admitted, than that the effluvium. from, the mud of ponds and ditches is a subtile poison, always injurious, and often fatal, to the human constitution.
265-44	effluvia	the sewage				would , in all probability , be harmless			becoming diluted	further away from the dwellings						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	However undesirable draining into open ditches may be, in the abovementioned case, it would be infinitely preferable to what at present exists, by carrying the sewage further away from the dwellings, and into an open space, where the effluvia becoming diluted would, in all probability, be harmless. 24 An open ditch, beginning by a dead head at the southern extremity of Berkeley-street, after running a course of about two hundred and fifty or three hundred yards, discharges itself into the sewer in Swan-lane.
266-8	smell	The ditch														006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The ditch itself is clean and without smell, and receives the drainage of ten small houses.
276-5	effluvia	by the action of sulpuric acid upon raw bones , blood , pieces of skin , soot , sugarscum , and such-like ingredients			The worst kinds of											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The worst kinds of effluvia are generated by the action of sulpuric acid upon raw bones, blood, pieces of skin, soot, sugarscum, and such-like ingredients.
277-4	smell		the atmosphere		strong | acid				while the mixing is going on	in the neighbourhood of the factories						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A strong acid smell also always pervades the atmosphere in the neighbourhood of the factories, while the mixing is going on.
294-19	stenches									from the premises of Messrs						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In consequence of a letter addressed to me in the beginning of the month, complaining of the stenches emanating from the premises of Messrs.
296-12	smell	manure in open vessels		by almost every passenger		that remarks thereon were uttered by almost every passenger				in the street		so offensive | so offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The men were making manure in open vessels, and the smell in the street was so offensive, that remarks thereon were uttered by almost every passenger.
298-57	fetid	patent manure	gases		fetid											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	To conclude, 1 am of opinion that patent manure may be made in properly closed vessels without nuisance, and that all manufacturers of that article, whose premises are offensive to the neighbouring inhabitants, should be compelled to erect proper machinery for conducting the operation of mixing in such a manner that the fetid gases exhaled therefrom be carried into a high shaft, and if they are still found to be a nuisance, that they be burned by passing through a coke fire before escaping into the air.
299-15	smells	pools of stagnant water			foul	injurious to the health of the neighbours			after rain	from the premises 47 and 48 , Lower Queen-street						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A statement was made at the last meeting of this Board, that foul smells, injurious to the health of the neighbours, were given out from the premises 47 and 48, Lower Queen-street, and that 26 after rain, there existsd in the back yards, pools of stagnant water.
302-17	smell	pool of stagnant water		I	foul					The yards						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The yards in other respects are clean and orderly, I never could perceive any foul smell, or did I observe any pool of stagnant water, and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry.
2-2	stench				so great	that several of the inmates of the houses applied personally to me to get it abated						Sickness and Mortality	Sadness	Negative		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The stench was so great, that several of the inmates of the houses applied personally to me to get it abated.
14-31	smells			the inhabitants of Rotlierhithe-street	foul						for some time past					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Gentlemen, Complaints are being continually made by the inhabitants of Rotlierhithe-street, from the southern extremity of Swan-lane to the \\ Horns,\\  of the foul smells which they have been obliged to endure for some time past.
15-51	fetid	nine factories for the fabrication of patent manure	gases		fetid											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Nor are these complaints without foundation; for in the above mentioned length of Street, about a mile, there are, besides the Surrey Consumer's Gas Works, no less than nine factories for the fabrication of patent manure, that is to say, nine sources of fetid gases.
16-23	stinking	ingredients			stinking						from the month of December to July					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
16-34	smell	ingredients			permanent					to some parts of the street						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
16-64	stench					which has occasioned headache , nausea , vomiting and cough to some of the inmates of the houses adjacent to the factories			the action of the sulphuric acid upon the animal and vegetable matter							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
25-18	effluvium					caused great annoyance to the neighbourhood				The Dodds-place ditch	during the last month	great annoyance	Anger	Negative		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The Dodds-place ditch is in a filthy state ; when cast during the last month, the effluvium arising from it caused great annoyance to the neighbourhood.
28-13	smell	of linseed oil	of the vapour		unpleasant					round the arches occupied by Messrs	On the 30th June about one o'clock p.m					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	On the 30th June about one o'clock p.m., the unpleasant smell of the vapour of linseed oil extended for a considerable distance round the arches occupied by Messrs.
33-3	stench				overpowering					in and about the Tunnel-square	on the morning of Wednesday | the 24th June					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	An overpowering stench was perceived in and about the Tunnel-square, on the morning of Wednesday, the 24th June.
35-45	odours			I					carrying on the process of gas-making			offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I therefore made it my business to visit those works repeatedly, and to spend some hours on the 10 promises; I must premise by stating, that no means has yet been discovered of carrying on the process of gas-making without offensive odours.
38-33	smell	of gas		I	ordinary											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
38-38	smell			smell | I	so strongly											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
45-3	effluvium	of sulphurous gases		my	slight											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	A slight effluvium of sulphurous gases was given off, but it did not last long nor extend itself beyond the building.
57-16	impregnated	with the flavour of drainage	the water from the butt	I												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I tasted the water from the butt at No. 21; it was strongly impregnated with the flavour of drainage.
66-10	smell	this heap		to the inmates of the neighbouring houses					During the hot weather			most offensive | most offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	During the hot weather, this heap exhaled a smell most offensive to the inmates of the neighbouring houses.
67-8	stench			I						in the sitting room		worse than that of a privy | worse than that of a privy	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I entered one of them; the stench in the sitting room was worse than that of a privy.
77-5	pestilential		vapours		pestilential						at the time of my visit					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The inhalation of the pestilential vapours arising from such a nuisance had, at the time of my visit, already begun its work.
80-2	stench									from two street gullies in Clarence-street		has been much complained of	Disgust	Negative		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The stench from two street gullies in Clarence-street, has been much complained of, I beg to submit the propriety of trapping them, to the favourable consideration of the Board.
81-3	smell	of the Thames water		by many of the gentlemen								putrid | putrid	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
81-71	stinking	Thames water	the large population of Hanover-street		stinking											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
82-19	smelt			I						from the well	On the ' 27th July	as if it had been recently dipped from a sewer | as if it had been recently dipped from a sewer	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	On the '27th July, I examined some of the water 13 from the well, it smelt as if it had been recently dipped from a sewer.
89-3	stench			me							on the 27th July					006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
89-15	odour	of sugar scum			strong					from some of the arches						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
90-8	smell	of the mud of the mill-stream								between Mill-pond Bridge and the Surrey Mills						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Complaints have been often made of the smell of the mud of the mill-stream between Mill-pond Bridge and the Surrey Mills.
106-43	putrifies	the water								in the remote ramifications of the stream						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The tide not being now let in from the river either so often or so abundantly as formerly, the water in the remote ramifications of the stream scarcely covers the mud, is hardly ever properly renewed, stagnates, and putrifies.
110-21	stenches			The family of Mr . Latreille					generated when the pond is emptied	near the outlet into the Thames		suffered in health	Other	Negative	suffer	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Latreille, whose house is situated near the outlet into the Thames, have much suffered in health from the stenches generated when the pond is emptied.
111-8	nuisance	the King's Mills Stream		I	of the worst kind											006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	I consider the King's Mills Stream a nuisance of the worst kind, and as many complaints have been made to me about it, I thought it advisable to bring it at once under the notice of this Vestry.
112-28	stench	a pool of stagnant water							during the hot weather	In Wellington-street , Albion-street		disagreeable | disagreeable	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In Wellington-street, Albion-street, there is, after rain, a pool of stagnant water, from which, during the hot weather, a disagreeable stench arises.
116-50	stench	the drainage stagnating on the pavement and in the gutter		the neighbours and passengers												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The drainage of these two dwellings runs from the back to the front, through an open wooden trough under the floor of the lower rooms, and discharges itself by a sort of pigeon-hole in the wall into the street; the neighbours and passengers complain of the stench generated by the drainage stagnating on the pavement and in the gutter.
120-45	effluvia	from the liquid pollution		by the inmates												006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	As almost every yard is inundated from the overflowing of the cesspool, and in one or two cases, the filth is literally penetrating into the ground floor of the houses, every breath inhaled by the inmates must be charged with the effluvia arising from the liquid pollution.
128-31	stench								after a shower of rain			most offensive | most offensive	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The rape and linseed fall from the bags on to the ground, which is unpaved, lie there and rot; and after a shower of rain, the stench is most offensive.
164-46	smells	liquid sewage								the lower part of the houses		abominably | abominably	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	The pipe also conveying the solid and liquid matter down to a drain under the flooring of the houses is leaky, and the lower part of the houses, more especially of No. 4, is often covered with liquid sewage, and smells abominably.
171-17	stenches	stagnant sewage		to the dwellers in Berkeley-street and Chester-terrace						the ditch	during the summer	caused annoyance | caused annoyance	Anger | Anger	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	In the course of time the ditch has become full of stagnant sewage, and the stenches arising therefrom during the summer caused annoyance to the dwellers in Berkeley-street and Chester-terrace.
202-27	smelt	the liquid							after standing a few hours			as if it had been dipped from a sewer | as if it had been dipped from a sewer	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Even a short time ago, they had no water, but from a tidal pump, and the liquid after standing a few hours, smelt as I said in one of my former reports— as if it had been dipped from a sewer.
212-61	stench	a pool of stagnant sewage		All the inmates of the place		suddenly seized with vomiting and purging , and forced to leave her work				At 28 , Princes Street		complain of sickness and headache	Other	Negative	Suffer	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	At 28, Princes Street, besides a full cesspool, and a choked drain, there is in the washhouse, a pool of stagnant sewage. 21 All the inmates of the place, complain of sickness and headache' and a woman employed to wash clothes on the premises, was' from the effect of the stench, suddenly seized with vomiting and purging, and forced to leave her work.
247-34	nuisance	of the mud of the mill-stream		by inhabitants of the part of Rotherhithe | by owners of property in that district					occasioned by the casting of the mud of the mill-stream near the houses			intolerable | intolerable	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Gentlemen, Variocs complaints having been made to me, by inhabitants of the part of Rotherhithe called Jamaica Level, and by owners of property in that district, of an intolerable nuisance occasioned by the casting of the mud of the mill-stream near the houses.
252-35	smell	this accumulation of solid sewage		my	sickening							faint | faint	Disgust | Disgust	Negative | Negative	 | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	Although the weather was cold at the time of my examinations, this accumulation of solid sewage, the settlings of a quarter of a century or more, exhaled a faint, sickening smell.
253-2	nuisance											more likely to generate disease | such a mass of decomposing organic filth | such a mass of decomposing organic filth | more likely to generate disease	Anticipation | Disgust | Disgust | Anticipation	 | Negative | Negative | 	 |  |  | 	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.tsv	femke.tsv	No nuisance is more likely to generate disease than such a mass of decomposing organic filth.
