Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
1-2	ODEURS									MONTAUBAN						051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	LES ODEURS DE MONTAUBAN\r\rLe Ruisseau Lagarrigue considéré au point de vue de la santé publique.
5-30	odeurs			Dame d'un certain embonpoint	d'acre | fétide				passe très rapidement	l'un de ces ponts		souvenirs	Nostalgia	Neutral		051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Cette Dame d'un certain embonpoint qui passe très rapidement sur l'un de ces ponts, et qui croit éviter ou du moins atténuer par ce moyen ce que ces odeurs ont d'acre et de fétide, ignore que les muscles inspirateurs de sa poitrine développent une plus grande puissance d'assimilation, et qu'elle avale tout jusqu'à la plante des pieds, gomme dirait le Coupeau de M.
6-14	parfumé	patchouli | d'ambre	mouchoir	Cette autre plus jeune et d'une coquetterie recherchée		neutraliser les vapeurs malfaisantes du ruisseau										051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Zola ; Cette autre plus jeune et d'une coquetterie recherchée étale un mouchoir parfumé d'ambre ou de patchouli, et se persuade que ces odeurs vont neutraliser les vapeurs malfaisantes du ruisseau ; elle se trompe encore : ce mélange ne les dénature pas et leur laisse quelque chose qui n'a de nom dans 'aucune langue.
6-25	odeurs															051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Zola ; Cette autre plus jeune et d'une coquetterie recherchée étale un mouchoir parfumé d'ambre ou de patchouli, et se persuade que ces odeurs vont neutraliser les vapeurs malfaisantes du ruisseau ; elle se trompe encore : ce mélange ne les dénature pas et leur laisse quelque chose qui n'a de nom dans 'aucune langue.
6-29	vapeurs	ruisseau		Cette autre plus jeune et d'une coquetterie recherchée	malfaisantes											051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Zola ; Cette autre plus jeune et d'une coquetterie recherchée étale un mouchoir parfumé d'ambre ou de patchouli, et se persuade que ces odeurs vont neutraliser les vapeurs malfaisantes du ruisseau ; elle se trompe encore : ce mélange ne les dénature pas et leur laisse quelque chose qui n'a de nom dans 'aucune langue.
8-45	infecté		l'air	Je | femme | enfant		signes d'un véritable narcotisme avec vomissements				pont du Ruisseau | à l'entrée des Bains	Au mois de septembre de l'année dernière					051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Au mois de septembre de l'année dernière, j'aperçus sur le pont du Ruisseau, à l'entrée des Bains, une femme tenant un enfant dans ses bras qui présentait tous les signes d'un véritable narcotisme avec vomissements ; l'air ce jour-là était plus infecté qu'à l'ordinaire; Je conseillai à cette femme de porter au plus vite cet enfant sur la promenade du Plateau ; elle suivit mon conseil et un effet salutaire ne se fit pas très longtemps attendre, puisque depuis cette époque elle me regarde comme un. sorcier, Je lui en fais mon sincère compliment.
9-5	émanations										diverses heures de la journée					051F 1882 Edmond Limayrac Les odeurs de Montauban.tsv	pasquale.tsv	Impossible d'échapper à ces émanations qui se transforment aux diverses heures de la journée, mais d'abord qu'elle est leur nature?
2-7	odoriférantes	son			les plu - , fortes | les plus persistantes											054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc est une des substances odoriférantes les plu-, fortes, les plus persistantes; son odeur s'attache à toutes les matières qui se trouvent dans son voisinage.
2-19	odeur	son														054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc est une des substances odoriférantes les plu-, fortes, les plus persistantes; son odeur s'attache à toutes les matières qui se trouvent dans son voisinage.
3-29	odeur	musquée	transpiration						lorsqu'on donne le musc en potion a l'intérieur							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Dans les affections spasmodiques, lorsqu'on donne le musc en potion a l'intérieur, il s'exhale à travers les pores de la peau et imprègne la transpiration d'une odeur musquée.
4-4	l'odeur	musc			violente	les chasseurs sont saisis de saignements de nez										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	On prétend que l'odeur du musc, sur l'animal vivant, est si violente que les chasseurs sont saisis de saignements de nez, s'ils négligent certaines précautions en dépouillant le chevrotin de sa poche.
5-11	odeur	son														054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc jouit de la singulière propriété de perdre son odeur lorsqu'il est mélangé avec le lait de chaux, le sirop d'orgeat, l'eau de laurier-cerise, le seigle ergoté, l'huile de moutarde, le soufre doré, etc. ; le kermès lui enlève son odeur et lui donne celle d'ognon.
5-49	son	son | celle										découvrit	Surprise	Neutral		054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc jouit de la singulière propriété de perdre son odeur lorsqu'il est mélangé avec le lait de chaux, le sirop d'orgeat, l'eau de laurier-cerise, le seigle ergoté, l'huile de moutarde, le soufre doré, etc. ; le kermès lui enlève son odeur et lui donne celle d'ognon.
5-53	celle						d'ognon									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc jouit de la singulière propriété de perdre son odeur lorsqu'il est mélangé avec le lait de chaux, le sirop d'orgeat, l'eau de laurier-cerise, le seigle ergoté, l'huile de moutarde, le soufre doré, etc. ; le kermès lui enlève son odeur et lui donne celle d'ognon.
10-9	odeur	une espèce de résine					musquée									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	On obtient une espèce de résine jaune à odeur musquée.
11-1	L'odeur	plusieurs animaux | l'homme					musquée									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	L'odeur musquée, nommée aussi ambrosiaque, se rencontre chez l'homme et chez plusieurs animaux.
12-10	transpiration	transpiration	le savant Halter | Alexandre le Grand				musquée									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
12-40	odeur	buffles | beaucoup d'autres animaux | musaraignes | cerfs | plusieurs espèces de rats | antilopes | bœufs musqués					musc		à l'époque du rut							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
12-94	l'odeur	foule de plantes					musc									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
12-125	odeur	excréments « de quelques animaux					musquée									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
12-141	celle	celle | vidanges mêmes							traitées par des agents chimiques							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
12-144	celle						musc									054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Alexandre le Grand et le savant Halter avaient la transpiration musquée. — Les bœufs musqués, les buffles, les musaraignes, plusieurs espèces de rats, les cerfs, les antilopes et beaucoup d'autres animaux répandent une odeur de musc à l'époque du rut. — Parmi les oiseaux, la chouette, le canard, le pélican; — chez les reptiles, quelques serpents, le crocodile et diverses tortues sontent le musc; — beaucoup d'insectes sont dans le même cas. — Une foule de plantes possèdent l'odeur du musc à des degrés différents. — Enfin, les excréments«de quelques animaux, tels que la fouine, la vache, etc., exhalent une odeur musquée; les vidanges mêmes, traitées par des agents chimiques, donnent également une odeur analogue à celle du musc, d'où l'on peut conclure que la chimie perfectionnera un jour la fabrication du musc artificiel.
13-8	odeur	son			pénétrante | très-tenace	convulsions | causer des défaillances | affecter les nerfs										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc s'emploie rarement seul; son odeur pénétrante et très-tenace peut affecter les nerfs, causer des défaillances et quelquefois des convulsions; mais ce parfum, étant mélangé, en très-petite quantité, avec d'autres substances, telles que l'ambre, J'ambrette, la lavande, etc., perd sa violence et devient agréable à l'odorat.
13-27	parfum	son			agréable | perd sa violence				étant mélangé , en très-petite quantité							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.tsv	pasquale.tsv	Le musc s'emploie rarement seul; son odeur pénétrante et très-tenace peut affecter les nerfs, causer des défaillances et quelquefois des convulsions; mais ce parfum, étant mélangé, en très-petite quantité, avec d'autres substances, telles que l'ambre, J'ambrette, la lavande, etc., perd sa violence et devient agréable à l'odorat.
2-20	Odeur		bouches		infecte					sur la voie publique						059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	On a formulé contre ce système divers griefs dont nous allons nous occuper.\r\r1  Objection. - Odeur infecte exhalée par les bouches ouvertes sur la voie publique.
3-7	odeurs									Marseille						059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	Il y a la question des odeurs de Marseille, comme il y a eu la question des odeurs de Paris et de Londres.
3-19	odeurs									Paris | Londres						059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	Il y a la question des odeurs de Marseille, comme il y a eu la question des odeurs de Paris et de Londres.
7-37	odeurs	matières		les hygiénistes	infectes				en stagnation , fermentent	Marseille | Paris | égouts						059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	Tous les hygiénistes qui, à Paris comme à Marseille, ayant à s'occuper de la question, sont descendus dans les égouts et les ont parcouru sur un assez long trajet, affirment que les odeurs infectes n'existent que sur certains points, et doivent être attribuées à la disposition vicieuse des branchements, où les matières sont en stagnation, fermentent, se décomposent et donnent lieu à des gaz putrides; mais là où l'entraînement de la matière est régulier, constant et rapide, l'atmosphère n'est pas plus odorante que sur la voie publique (1).
7-73	putrides	gaz			putrides											059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	Tous les hygiénistes qui, à Paris comme à Marseille, ayant à s'occuper de la question, sont descendus dans les égouts et les ont parcouru sur un assez long trajet, affirment que les odeurs infectes n'existent que sur certains points, et doivent être attribuées à la disposition vicieuse des branchements, où les matières sont en stagnation, fermentent, se décomposent et donnent lieu à des gaz putrides; mais là où l'entraînement de la matière est régulier, constant et rapide, l'atmosphère n'est pas plus odorante que sur la voie publique (1).
7-93	odorante		l'atmosphère		plus odorante				où l'entraînement de la matière est régulier			suspicion	Anticipation	Negative		059F 1887 Louis Rampal De l'Assainissement de la ville de Marseille.tsv	pasquale.tsv	Tous les hygiénistes qui, à Paris comme à Marseille, ayant à s'occuper de la question, sont descendus dans les égouts et les ont parcouru sur un assez long trajet, affirment que les odeurs infectes n'existent que sur certains points, et doivent être attribuées à la disposition vicieuse des branchements, où les matières sont en stagnation, fermentent, se décomposent et donnent lieu à des gaz putrides; mais là où l'entraînement de la matière est régulier, constant et rapide, l'atmosphère n'est pas plus odorante que sur la voie publique (1).
4-4	odeur															060F 1754 Etienne Bonnot de Condillac Traite des sensations.tsv	pasquale.tsv	Ainsi donc qu'une odeur est présente à l'odorat par l'impression d'un corps odoriférant sur l'organe même, une autre odeur est présente à la mémoire , parce que l'impression d'un autre corps odoriférant subsiste dans le cerveau, qu'elle n'est plus ce qu'elle a été :laconnoissance de ce chan- gement lui fait rapporter la première à un moment différent de celui où elle éprouve la séconde : & c'est là ce qui lui fait mettre de la différence entre exister d'une maniére & se souvenir d'avoir existé d'une autre
4-8	l'odorat															060F 1754 Etienne Bonnot de Condillac Traite des sensations.tsv	pasquale.tsv	Ainsi donc qu'une odeur est présente à l'odorat par l'impression d'un corps odoriférant sur l'organe même, une autre odeur est présente à la mémoire , parce que l'impression d'un autre corps odoriférant subsiste dans le cerveau, qu'elle n'est plus ce qu'elle a été :laconnoissance de ce chan- gement lui fait rapporter la première à un moment différent de celui où elle éprouve la séconde : & c'est là ce qui lui fait mettre de la différence entre exister d'une maniére & se souvenir d'avoir existé d'une autre
1-18	odeurs	musc | fritures			d'infâmes					le quartier arabe		empoisonnent	Disgust	Negative		061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Dans le quartier arabe, tout à coup découvert derrière la place de l'église, montent d'infâmes odeurs de musc et de fritures les estaminets de France empoisonnent l'absinthe, les cafés maures, encombrés de grands fantômes en burnous et de spahis accroupis, embaument, eux, les aromates et le ~ao~a de hautaines silhouettes de spahis vont et viennent par groupes, drapées de grands manteaux rouges, leur fier profil enlinceulé de blanc, et les éperons de leurs bottes luisent dans l'ombre avec les points de feu des cigarettes.
1-51	aromates															061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Dans le quartier arabe, tout à coup découvert derrière la place de l'église, montent d'infâmes odeurs de musc et de fritures les estaminets de France empoisonnent l'absinthe, les cafés maures, encombrés de grands fantômes en burnous et de spahis accroupis, embaument, eux, les aromates et le ~ao~a de hautaines silhouettes de spahis vont et viennent par groupes, drapées de grands manteaux rouges, leur fier profil enlinceulé de blanc, et les éperons de leurs bottes luisent dans l'ombre avec les points de feu des cigarettes.
2-12	exhalaisons	d'épices | laine	l'air													061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Des sons de derboukas glapissent, et je ne sais quelles exhalaisons d'épices et de laine flottent dans l'air, une senteur à la fois écœurante et exquise de charogne et de fleurs violentes, cette espèce de pourriture d'encens, qui est le parfum même de l'Algérie et de tous les pays de l'Islam.
2-22	pourriture d'encens	pourriture d'encens | charogne | fleurs			écœurante | exquise | qui | violentes											061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Des sons de derboukas glapissent, et je ne sais quelles exhalaisons d'épices et de laine flottent dans l'air, une senteur à la fois écœurante et exquise de charogne et de fleurs violentes, cette espèce de pourriture d'encens, qui est le parfum même de l'Algérie et de tous les pays de l'Islam.
2-42	qui															061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Des sons de derboukas glapissent, et je ne sais quelles exhalaisons d'épices et de laine flottent dans l'air, une senteur à la fois écœurante et exquise de charogne et de fleurs violentes, cette espèce de pourriture d'encens, qui est le parfum même de l'Algérie et de tous les pays de l'Islam.
2-45	qui				qui		tous les pays de l'Islam | l'Algérie									061F 1899 Jean Lorrain Heures d'Afrique.tsv	pasquale.tsv	Des sons de derboukas glapissent, et je ne sais quelles exhalaisons d'épices et de laine flottent dans l'air, une senteur à la fois écœurante et exquise de charogne et de fleurs violentes, cette espèce de pourriture d'encens, qui est le parfum même de l'Algérie et de tous les pays de l'Islam.
1-2	PARFUM															063F 1857 Charles Baudelaire Les fleurs du mal.tsv	pasquale.tsv	LE PARFUM\r\rLecteur, as-tu quelquefois respiré\rAvec ivresse et lente gourmandise\rCe grain d'encens qui remplit une église,\rOu d'un sachet le musc invétéré?
1-7	respiré	grain d'encens | musc	sachet	Lecteur						église	quelquefois	Charme | l'amant | souvenir	Desire | Desire | Nostalgia	Positive | Positive | Positive	 |  | 	063F 1857 Charles Baudelaire Les fleurs du mal.tsv	pasquale.tsv	LE PARFUM\r\rLecteur, as-tu quelquefois respiré\rAvec ivresse et lente gourmandise\rCe grain d'encens qui remplit une église,\rOu d'un sachet le musc invétéré?
4-16	senteur				sauvage | fauve											063F 1857 Charles Baudelaire Les fleurs du mal.tsv	pasquale.tsv	De ses cheveux élastiques et lourds,\rVivant sachet, encensoir de l'alcôve,\rUne senteur montait, sauvage et fauve,\r\rEt des habits, mousseline ou velours,\rTout imprégnés de sa jeunesse pure,\rSe dégageait un parfum de fourrure.
4-41	parfum	fourrure | mousseline ou velours | habits														063F 1857 Charles Baudelaire Les fleurs du mal.tsv	pasquale.tsv	De ses cheveux élastiques et lourds,\rVivant sachet, encensoir de l'alcôve,\rUne senteur montait, sauvage et fauve,\r\rEt des habits, mousseline ou velours,\rTout imprégnés de sa jeunesse pure,\rSe dégageait un parfum de fourrure.
10-2	sentait	fonte surchauffée | l'eau d'amidon aigrie | roussi des fers								l'atelier		sans passion	Desire	Negative		064F 1877 Emile Zola L'Assommoir.tsv	pasquale.tsv	Ça sentait la fonte surchauffée, l'eau d'amidon aigrie, le roussi des fers, une fadeur tiède de baignoire où les quatre ouvrières, se démanchant les épaules, mettaient l'odeur plus rude de leurs chignons et de leurs nuques trempées; tandis que le bouquet de grands lis, dans l'eau verdie de son bocal, se fanait, en exhalant un parfum très pur, très fort.
10-32	l'odeur	nuques trempées | chignons			plus rude											064F 1877 Emile Zola L'Assommoir.tsv	pasquale.tsv	Ça sentait la fonte surchauffée, l'eau d'amidon aigrie, le roussi des fers, une fadeur tiède de baignoire où les quatre ouvrières, se démanchant les épaules, mettaient l'odeur plus rude de leurs chignons et de leurs nuques trempées; tandis que le bouquet de grands lis, dans l'eau verdie de son bocal, se fanait, en exhalant un parfum très pur, très fort.
10-63	exhalant	grands lis	bouquet													064F 1877 Emile Zola L'Assommoir.tsv	pasquale.tsv	Ça sentait la fonte surchauffée, l'eau d'amidon aigrie, le roussi des fers, une fadeur tiède de baignoire où les quatre ouvrières, se démanchant les épaules, mettaient l'odeur plus rude de leurs chignons et de leurs nuques trempées; tandis que le bouquet de grands lis, dans l'eau verdie de son bocal, se fanait, en exhalant un parfum très pur, très fort.
10-65	parfum				très pur | très fort | exhalant											064F 1877 Emile Zola L'Assommoir.tsv	pasquale.tsv	Ça sentait la fonte surchauffée, l'eau d'amidon aigrie, le roussi des fers, une fadeur tiède de baignoire où les quatre ouvrières, se démanchant les épaules, mettaient l'odeur plus rude de leurs chignons et de leurs nuques trempées; tandis que le bouquet de grands lis, dans l'eau verdie de son bocal, se fanait, en exhalant un parfum très pur, très fort.
53-5	parfums		cassolettes		les plus suaves					petite maison | Dans le voisinage des Champs Élysées		plaisir | bonheur | d'amours | amoureuses | jouissances | licencieuses | Délices | l'amour | étonnantes	Desire | Joy | Love | Love | Joy | Desire | Desire | Love | Surprise	Positive | Positive | Positive | Positive | Positive | Negative | Positive | Positive | Positive	 |  |  |  |  |  |  |  | 	065F Anonyme_Zoloe.tsv	pasquale.tsv	Des cassolettes remplis des parfums les plus suaves; des glaces qui réfléchissent de toutes parts les objets; des ottomanes d'une mollesse, d'une richesse étonnantes; des lustres d'or dont la tige soutient tous les attributs naturels de l'amour; des flambeaux en gaine d'une forme extraordinaire; mille autres meubles précieux ornent le premier salon.
64-5	odeur	d'ambroisie										amours | lascivetés | voluptés | charmant	Love | Desire | Desire | Desire	Positive | Negative | Negative | Positive	 |  |  | 	065F Anonyme_Zoloe.tsv	pasquale.tsv	Ajoutez à ceci une odeur d'ambroisie qui embaume; des lits de repos dont le mol édredon, les fleurs de roses qui les jonchent, eussent fait envie au plus efféminé chanoine; les glaces qui reproduisent, autour et au-dessus des objets, les mouvement émanés des sensations les plus vives; un demi jour adroitement ménagé par la coquetterie; tous les instrument que l'art a ajouté nomme moyens de résusciter les facultés abattues; des liqueurs spiritueuses, vrai stimulant d'ardentes voluptés; mille autres accessoires fastidieux à décrire, mais précieux pour l'occasion : telle est la surprise ravissante que préparent à leurs conquêtes souvent nouvelles, ces prêtresses infatigables du dieu de Cythère.
79-12	l'odorat	nectar								sanctuaire de Cypris		cœur | charmer	Love | Desire	Positive | Positive	 | 	066F Anonyme_Zoloe.tsv	pasquale.tsv	De grands laquais versaient dans le cristal un nectar qui embaumait l'odorat; ils ne pouvaient suffire à la soif insatiable du Froteur et du Capucin.
12-38	odeurs	leurs			suaves							mon bonheur a-t-il offensé le ciel , | horreur | J ' étais trop heureux ! | douleur	Sadness | Fear | Nostalgia | Sadness	Negative | Negative | Negative | Negative	 |  |  | 	067F Arnaud_Epoux.tsv	pasquale.tsv	Nous avions la même volonté, les mêmes désirs, la même âme; c' était pour nous que les jours se levoient clairs et sereins, que les fleurs s' épanouissoient, exhalaient leurs odeurs suaves, que la nature se parait d' une verdure riante, que la terre et le ciel nous présentaient leur spectacle enchanteur; les années s' écoulaient comme des instants.
14-16	odeur	son		je								quel temps vous me rappelez | heureux | plaisais | pleurant | rêveries | tristesse | trouble	Nostalgia | Joy | Desire | Sadness | Nostalgia | Sadness | Sadness	Negative | Positive | Positive | Negative | Positive | Negative | Negative	 |  |  |  |  |  | 	068F Arnaud_Matinees.tsv	pasquale.tsv	la fleur la plus ordinaire attachait mes regards : je me plaisais à respirer son odeur; et quel charme me pos-, sédoit lorsque j'étais assise à l'ombre de ce bocage!
20-2	odeurs	fleurs	bouquet		délicieuses							l'amour | cœur | rougissant	Love | Love | Other	Positive | Positive | Positive	 |  | Shyness	069F Arnaud_Sentiment.tsv	pasquale.tsv	Quelles odeurs délicieuses!
21-23	parfum	rose		je			haleine									069F Arnaud_Sentiment.tsv	pasquale.tsv	C'est ma chère Fanny qui l'a cueilli; j'y reconnais encore la trace de ses doigts; cette rose a conservé le parfum de son haleine: oh!
4-25	parfum	qualités les plus exquises		je												070F Arnaud_Sentiment.tsv	pasquale.tsv	Il n'en est point de plus délicate, de plus noble, plus généreuse, plus bienfaisante: c'est un mélange délicieux, le parfum des qualités les plus exquises.
20-28	odoriférantes	d'herbes | thym								mont Hymette		On prétend qu'il prolonge la vie	Trust	Positive		071F Barthelemy_Voyage.tsv	pasquale.tsv	Ces insectes se plaisent infiniment sur le mont Hymette, qu'ils ont rempli de leurs colonies, et qui est presque par-tout couvert de serpolet et d'herbes odoriférantes.
10-6	parfumé	d'essences	corps						les derniers adieux			derniers soupirs | pleurer	Nostalgia | Sadness	Negative | Negative	 | 	072F Barthelemy_Voyage.tsv	pasquale.tsv	Le corps fut lavé, parfumé d'essences, et revêtu d'une robe précieuse.
3-22	parfums	thym								mont Hymette		surprise | plaisir	Surprise | Desire	Positive | Positive	 | 	073F Barthelemy_Voyage.tsv	pasquale.tsv	Au levant est le mont Hymette, que les abeilles enrichissent de leur miel, que le thym remplit de ses parfums.
5-9	parfumer	d'essences	trois							Delphes		l'espérance	Anticipation	Neutral		075F Barthelemy_Voyage.tsv	pasquale.tsv	Elles doivent s'habiller simplement, ne jamais se parfumer d'essences, et passer leur vie dans l'exercice des pratiques religieuses.
15-35	odeur			nous	extrêmement douce					chapelle						075F Barthelemy_Voyage.tsv	pasquale.tsv	On nous introduisit dans une chapelle, où, dans des moment qui ne sont, à ce qu'on prétend, ni prévus, ni réglés par les prêtres, on respire tout-à-coup une odeur extrêmement douce.
20-5	parfums	L'encens | autres	fumée	nous					y brûlait	sanctuaire	continuellement					075F Barthelemy_Voyage.tsv	pasquale.tsv	L'encens et les autres parfums qu'on y brûlait continuellement, le remplissaient d'une fumée épaisse.
5-37	d'aromates		dans leurs mains ou sur leurs têtes						La marche			douleur	Sadness			076F Barthelemy_Voyage.tsv	pasquale.tsv	Elles marchaient d'un pas réglé, chantant des hymnes en l'honneur de Thétis, mère d'Achille, et portant dans leurs mains ou sur leurs têtes, des corbeilles remplies de fleurs, de fruits et d'aromates précieux: elles étaient suivies de 50 jeunes thessaliens montés sur des chevaux superbes, qui blanchissoient leurs mors d'écume.
2-44	s'exhalent	vapeurs	airs							Grèce | un endroit nommé Aorne ou Averne		infectés | infectés	Disgust | Disgust	 | 	 | 	082F Barthelemy_Voyage.tsv	pasquale.tsv	Parmi les fleuves qui l'arrosent, on distingue l'Achéron qui se jette dans un marais de même nom, et le Cocyte dont les eaux sont d'un goût désagréable: non loin de là est un endroit nommé Aorne ou Averne, d'où s'exhalent des vapeurs dont les airs sont infectés. à ces traits, on reconnaît aisément le pays où, dans les temps les plus anciens, on a placé les enfers.
2-40	parfums			Ménécrate et ses compagnons					pendant qu'on présentait un excellent repas	Macédoine		affront | brusquement	Anger | Anger	 | 	 | 	083F Barthelemy_Voyage.tsv	pasquale.tsv	Ménécrate et ses compagnons furent placés sur des lits superbes et exhaussés; devant eux était un autel chargé des prémices des moissons; et pendant qu'on présentait un excellent repas aux autres convives, on n'offrit que des parfums et des libations à ces nouveaux dieux, qui, ne pouvant supporter cet affront, sortirent brusquement de la salle, et ne reparurent plus depuis.
2-18	odeur	vins			douce		fleurs			les cinq collines , à sept stades de Sparte | Laconie		dégoûtant	Disgust			084F Barthelemy_Voyage.tsv	pasquale.tsv	Celui que l'on recueille sur les cinq collines, à sept stades de Sparte, exhale une odeur aussi douce que celle des fleurs.
